date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,DMTK_adj_close,DMTK_cashflow,DMTK_cml_units,DMTK_cml_cost,DMTK_gain_loss,DMTK_avg_price,DMTK_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue
2020-04-23,24.66,-24916.27,104.167,4972.84,0.0,47.739,2568.75,23.33,-34888.842,156.25,4994.808,0.0,31.967,3645.299,3.938,-24986.046,1000.0,4995.506,0.0,4.996,3938.002,12.46,-19961.44,131.579,4985.6,0.0,37.891,1639.474,0.47,-4999.7,5000.0,4999.7,0.0,1.0,2350.0
2020-04-24,25.32,-24916.27,104.167,4972.84,0.0,47.739,2637.5,23.109,-34888.842,156.25,4994.808,0.0,31.967,3610.725,3.797,-24986.046,1000.0,4995.506,0.0,4.996,3797.359,12.42,-19961.44,131.579,4985.6,0.0,37.891,1634.211,0.47,-4999.7,5000.0,4999.7,0.0,1.0,2350.0
2020-04-27,28.0,-24916.27,104.167,4972.84,0.0,47.739,2916.667,23.493,-34888.842,156.25,4994.808,0.0,31.967,3670.854,3.779,-24986.046,1000.0,4995.506,0.0,4.996,3778.608,12.4,-19961.44,131.579,4985.6,0.0,37.891,1631.579,0.53,-4999.7,5000.0,4999.7,0.0,1.0,2650.0
2020-04-28,27.99,-24916.27,104.167,4972.84,0.0,47.739,2915.625,24.359,-34888.842,156.25,4994.808,0.0,31.967,3806.144,3.844,-24986.046,1000.0,4995.506,0.0,4.996,3844.24,13.0,-19961.44,131.579,4985.6,0.0,37.891,1710.526,0.53,-4999.7,5000.0,4999.7,0.0,1.0,2650.0
2020-04-29,28.87,-24916.27,104.167,4972.84,0.0,47.739,3007.292,25.033,-34888.842,156.25,4994.808,0.0,31.967,3911.369,4.022,-24986.046,1000.0,4995.506,0.0,4.996,4022.388,13.37,-19961.44,131.579,4985.6,0.0,37.891,1759.211,0.53,-4999.7,5000.0,4999.7,0.0,1.0,2650.0
2020-04-30,28.14,-24916.27,104.167,4972.84,0.0,47.739,2931.25,25.11,-34888.842,156.25,4994.808,0.0,31.967,3923.394,3.96,-24986.046,1000.0,4995.506,0.0,4.996,3960.157,13.75,-19961.44,131.579,4985.6,0.0,37.891,1809.211,0.47,-4999.7,5000.0,4999.7,0.0,1.0,2350.0
2020-05-01,27.23,-24916.27,104.167,4972.84,0.0,47.739,2836.458,24.128,-34888.842,156.25,4994.808,0.0,31.967,3770.066,3.753,-24986.046,1000.0,4995.506,0.0,4.996,3752.72,13.02,-19961.44,131.579,4985.6,0.0,37.891,1713.158,0.748,-4999.7,5000.0,4999.7,0.0,1.0,3740.0
2020-05-04,26.61,-24916.27,104.167,4972.84,0.0,47.739,2771.875,24.388,-34888.842,156.25,4994.808,0.0,31.967,3810.653,3.847,-24986.046,1000.0,4995.506,0.0,4.996,3847.009,14.23,-19961.44,131.579,4985.6,0.0,37.891,1872.368,0.748,-4999.7,5000.0,4999.7,0.0,1.0,3740.0
2020-05-05,26.69,-24916.27,104.167,4972.84,0.0,47.739,2780.208,23.445,-34888.842,156.25,4994.808,0.0,31.967,3663.338,3.847,-24986.046,1000.0,4995.506,0.0,4.996,3847.009,14.31,-19961.44,131.579,4985.6,0.0,37.891,1882.895,0.748,-4999.7,5000.0,4999.7,0.0,1.0,3740.0
2020-05-06,26.3,-24916.27,104.167,4972.84,0.0,47.739,2739.583,22.993,-34888.842,156.25,4994.808,0.0,31.967,3592.687,3.79,-24986.046,1000.0,4995.506,0.0,4.996,3790.436,14.0,-19961.44,131.579,4985.6,0.0,37.891,1842.105,0.748,-4999.7,5000.0,4999.7,0.0,1.0,3740.0
2020-05-07,26.74,-24916.27,104.167,4972.84,0.0,47.739,2785.417,23.753,-34888.842,156.25,4994.808,0.0,31.967,3711.441,3.762,-24986.046,1000.0,4995.506,0.0,4.996,3762.149,14.18,-19961.44,131.579,4985.6,0.0,37.891,1865.79,0.748,-4999.7,5000.0,4999.7,0.0,1.0,3740.0
2020-05-08,26.92,-24916.27,104.167,4972.84,0.0,47.739,2804.167,24.051,-34888.842,156.25,4994.808,0.0,31.967,3758.041,3.847,-24986.046,1000.0,4995.506,0.0,4.996,3847.009,13.83,-19961.44,131.579,4985.6,0.0,37.891,1819.737,0.748,-4999.7,5000.0,4999.7,0.0,1.0,3740.0
2020-05-11,26.47,-24916.27,104.167,4972.84,0.0,47.739,2757.292,23.599,-34888.842,156.25,4994.808,0.0,31.967,3687.389,3.715,-24986.046,1000.0,4995.506,0.0,4.996,3715.004,13.99,-19961.44,131.579,4985.6,0.0,37.891,1840.789,0.748,-4999.7,5000.0,4999.7,0.0,1.0,3740.0
2020-05-12,25.61,-24916.27,104.167,4972.84,0.0,47.739,2667.708,23.051,-34888.842,156.25,4994.808,0.0,31.967,3601.706,3.781,-24986.046,1000.0,4995.506,0.0,4.996,3781.008,13.23,-19961.44,131.579,4985.6,0.0,37.891,1740.789,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-13,25.39,-24916.27,104.167,4972.84,0.0,47.739,2644.792,21.704,-34888.842,156.25,4994.808,0.0,31.967,3391.255,3.658,-24986.046,1000.0,4995.506,0.0,4.996,3658.431,13.46,-19961.44,131.579,4985.6,0.0,37.891,1771.053,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-14,25.33,-24916.27,104.167,4972.84,0.0,47.739,2638.542,21.627,-34888.842,156.25,4994.808,0.0,31.967,3379.23,3.574,-24986.046,1000.0,4995.506,0.0,4.996,3573.57,12.5,-19961.44,131.579,4985.6,0.0,37.891,1644.737,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-15,25.51,-24916.27,104.167,4972.84,0.0,47.739,2657.292,21.945,-34888.842,156.25,4994.808,0.0,31.967,3428.836,3.621,-24986.046,1000.0,4995.506,0.0,4.996,3620.715,11.57,-19961.44,131.579,4985.6,0.0,37.891,1522.368,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-18,26.48,-24916.27,104.167,4972.84,0.0,47.739,2758.333,23.099,-34888.842,156.25,4994.808,0.0,31.967,3609.222,3.8,-24986.046,1000.0,4995.506,0.0,4.996,3799.865,11.8,-19961.44,131.579,4985.6,0.0,37.891,1552.632,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-19,25.95,-24916.27,104.167,4972.84,0.0,47.739,2703.125,22.05,-34888.842,156.25,4994.808,0.0,31.967,3445.371,3.724,-24986.046,1000.0,4995.506,0.0,4.996,3724.434,12.59,-19961.44,131.579,4985.6,0.0,37.891,1656.579,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-20,26.32,-24916.27,104.167,4972.84,0.0,47.739,2741.667,22.58,-34888.842,156.25,4994.808,0.0,31.967,3528.048,3.819,-24986.046,1000.0,4995.506,0.0,4.996,3818.722,12.0,-19961.44,131.579,4985.6,0.0,37.891,1578.947,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-21,25.87,-24916.27,104.167,4972.84,0.0,47.739,2694.792,22.656,-34888.842,156.25,4994.808,0.0,31.967,3540.074,3.856,-24986.046,1000.0,4995.506,0.0,4.996,3856.439,13.74,-19961.44,131.579,4985.6,0.0,37.891,1807.895,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-22,24.97,-24916.27,104.167,4972.84,0.0,47.739,2601.042,22.185,-34888.842,156.25,4994.808,0.0,31.967,3466.417,3.838,-24986.046,1000.0,4995.506,0.0,4.996,3837.581,13.48,-19961.44,131.579,4985.6,0.0,37.891,1773.684,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-26,26.58,-24916.27,104.167,4972.84,0.0,47.739,2768.75,23.349,-34888.842,156.25,4994.808,0.0,31.967,3648.306,3.988,-24986.046,1000.0,4995.506,0.0,4.996,3988.444,13.24,-19961.44,131.579,4985.6,0.0,37.891,1742.105,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-27,27.23,-24916.27,104.167,4972.84,0.0,47.739,2836.458,24.658,-34888.842,156.25,4994.808,0.0,31.967,3852.744,4.064,-24986.046,1000.0,4995.506,0.0,4.996,4063.875,12.5,-19961.44,131.579,4985.6,0.0,37.891,1644.737,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-28,27.4,-24916.27,104.167,4972.84,0.0,47.739,2854.167,24.792,-34888.842,156.25,4994.808,0.0,31.967,3873.788,4.139,-24986.046,1000.0,4995.506,0.0,4.996,4139.307,11.37,-19961.44,131.579,4985.6,0.0,37.891,1496.053,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-05-29,27.35,-24916.27,104.167,4972.84,0.0,47.739,2848.958,24.879,-34888.842,156.25,4994.808,0.0,31.967,3887.317,4.139,-24986.046,1000.0,4995.506,0.0,4.996,4139.307,12.4,-19961.44,131.579,4985.6,0.0,37.891,1631.579,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-01,28.23,-24916.27,104.167,4972.84,0.0,47.739,2940.625,25.976,-34888.842,156.25,4994.808,0.0,31.967,4058.684,4.309,-24986.046,1000.0,4995.506,0.0,4.996,4309.028,13.5,-19961.44,131.579,4985.6,0.0,37.891,1776.316,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-02,29.71,-24916.27,104.167,4972.84,0.0,47.739,3094.792,26.736,-34888.842,156.25,4994.808,0.0,31.967,4177.438,4.413,-24986.046,1000.0,4995.506,0.0,4.996,4412.745,13.29,-19961.44,131.579,4985.6,0.0,37.891,1748.684,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-03,31.64,-24916.27,104.167,4972.84,0.0,47.739,3295.833,28.65,-34888.842,156.25,4994.808,0.0,31.967,4476.578,4.545,-24986.046,1000.0,4995.506,0.0,4.996,4544.752,13.64,-19961.44,131.579,4985.6,0.0,37.891,1794.737,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-04,30.08,-24916.27,104.167,4972.84,0.0,47.739,3133.333,29.516,-34888.842,156.25,4994.808,0.0,31.967,4611.867,4.63,-24986.046,1000.0,4995.506,0.0,4.996,4629.612,13.78,-19961.44,131.579,4985.6,0.0,37.891,1813.158,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-05,31.56,-24916.27,104.167,4972.84,0.0,47.739,3287.5,31.527,-34888.842,156.25,4994.808,0.0,31.967,4926.04,4.903,-24986.046,1000.0,4995.506,0.0,4.996,4903.051,14.07,-19961.44,131.579,4985.6,0.0,37.891,1851.316,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-08,31.65,-24916.27,104.167,4972.84,0.0,47.739,3296.875,32.46,-34888.842,156.25,4994.808,0.0,31.967,5071.852,4.894,-24986.046,1000.0,4995.506,0.0,4.996,4893.623,13.4,-19961.44,131.579,4985.6,0.0,37.891,1763.158,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-09,31.49,-24916.27,104.167,4972.84,0.0,47.739,3280.208,30.382,-34888.842,156.25,4994.808,0.0,31.967,4747.157,4.724,-24986.046,1000.0,4995.506,0.0,4.996,4723.902,13.38,-19961.44,131.579,4985.6,0.0,37.891,1760.526,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-10,30.79,-24916.27,104.167,4972.84,0.0,47.739,3207.292,28.496,-34888.842,156.25,4994.808,0.0,31.967,4452.527,4.516,-24986.046,1000.0,4995.506,0.0,4.996,4516.464,12.63,-19961.44,131.579,4985.6,0.0,37.891,1661.842,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-11,28.08,-24916.27,104.167,4972.84,0.0,47.739,2925.0,26.13,-34888.842,156.25,4994.808,0.0,31.967,4082.735,4.234,-24986.046,1000.0,4995.506,0.0,4.996,4233.597,11.8,-19961.44,131.579,4985.6,0.0,37.891,1552.632,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-12,28.81,-24916.27,104.167,4972.84,0.0,47.739,3001.042,27.332,-34888.842,156.25,4994.808,0.0,31.967,4270.637,4.356,-24986.046,1000.0,4995.506,0.0,4.996,4356.173,12.68,-19961.44,131.579,4985.6,0.0,37.891,1668.421,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-15,27.83,-24916.27,104.167,4972.84,0.0,47.739,2898.958,27.929,-34888.842,156.25,4994.808,0.0,31.967,4363.837,4.356,-24986.046,1000.0,4995.506,0.0,4.996,4356.173,13.23,-19961.44,131.579,4985.6,0.0,37.891,1740.789,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-16,28.83,-24916.27,104.167,4972.84,0.0,47.739,3003.125,26.428,-34888.842,156.25,4994.808,0.0,31.967,4129.335,4.375,-24986.046,1000.0,4995.506,0.0,4.996,4375.031,13.0,-19961.44,131.579,4985.6,0.0,37.891,1710.526,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-17,28.21,-24916.27,104.167,4972.84,0.0,47.739,2938.542,26.611,-34888.842,156.25,4994.808,0.0,31.967,4157.896,4.3,-24986.046,1000.0,4995.506,0.0,4.996,4299.598,13.98,-19961.44,131.579,4985.6,0.0,37.891,1839.474,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-18,28.73,-24916.27,104.167,4972.84,0.0,47.739,2992.708,26.322,-34888.842,156.25,4994.808,0.0,31.967,4112.8,4.3,-24986.046,1000.0,4995.506,0.0,4.996,4299.598,13.5,-19961.44,131.579,4985.6,0.0,37.891,1776.316,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-19,29.04,-24916.27,104.167,4972.84,0.0,47.739,3025.0,26.36,-34888.842,156.25,4994.808,0.0,31.967,4118.812,4.252,-24986.046,1000.0,4995.506,0.0,4.996,4252.454,15.26,-19961.44,131.579,4985.6,0.0,37.891,2007.895,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-22,28.45,-24916.27,104.167,4972.84,0.0,47.739,2963.542,25.09,-34888.842,156.25,4994.808,0.0,31.967,3920.388,4.111,-24986.046,1000.0,4995.506,0.0,4.996,4111.021,15.38,-19961.44,131.579,4985.6,0.0,37.891,2023.684,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-23,28.6,-24916.27,104.167,4972.84,0.0,47.739,2979.167,25.687,-34888.842,156.25,4994.808,0.0,31.967,4013.587,4.262,-24986.046,1000.0,4995.506,0.0,4.996,4261.883,15.25,-19961.44,131.579,4985.6,0.0,37.891,2006.579,0.43,-4999.7,5000.0,4999.7,0.0,1.0,2150.0
2020-06-24,28.14,-24916.27,104.167,4972.84,0.0,47.739,2931.25,25.36,-34888.842,156.25,4994.808,0.0,31.967,3962.478,4.092,-24986.046,1000.0,4995.506,0.0,4.996,4092.163,14.88,-19961.44,131.579,4985.6,0.0,37.891,1957.895,0.43,-4999.7,5000.0,4999.7,0.0,1.0,2150.0
2020-06-25,28.05,-24916.27,104.167,4972.84,0.0,47.739,2921.875,25.572,-34888.842,156.25,4994.808,0.0,31.967,3995.549,4.262,-24986.046,1000.0,4995.506,0.0,4.996,4261.883,14.9,-19961.44,131.579,4985.6,0.0,37.891,1960.526,0.32,-4999.7,5000.0,4999.7,0.0,1.0,1600.0
2020-06-26,28.16,-24916.27,104.167,4972.84,0.0,47.739,2933.333,25.389,-34888.842,156.25,4994.808,0.0,31.967,3966.988,4.12,-24986.046,1000.0,4995.506,0.0,4.996,4120.449,14.58,-19961.44,131.579,4985.6,0.0,37.891,1918.421,0.32,-4999.7,5000.0,4999.7,0.0,1.0,1600.0
2020-06-29,28.08,-24916.27,104.167,4972.84,0.0,47.739,2925.0,25.543,-34888.842,156.25,4994.808,0.0,31.967,3991.028,4.054,-24986.046,1000.0,4995.506,0.0,4.996,4054.446,13.64,-19961.44,131.579,4985.6,0.0,37.891,1794.737,0.32,-4999.7,5000.0,4999.7,0.0,1.0,1600.0
2020-06-30,27.82,-24916.27,104.167,4972.84,0.0,47.739,2897.917,25.62,-34888.842,156.25,4994.808,0.0,31.967,4003.201,4.111,-24986.046,1000.0,4995.506,0.0,4.996,4111.021,13.23,-19961.44,131.579,4985.6,0.0,37.891,1740.789,0.265,-4999.7,5000.0,4999.7,0.0,1.0,1325.0
2020-07-01,28.43,-24916.27,104.167,4972.84,0.0,47.739,2961.458,25.991,-34888.842,156.25,4994.808,0.0,31.967,4061.02,4.111,-24986.046,1000.0,4995.506,0.0,4.996,4111.021,14.33,-19961.44,131.579,4985.6,0.0,37.891,1885.526,0.265,-4999.7,5000.0,4999.7,0.0,1.0,1325.0
2020-07-02,28.77,-24916.27,104.167,4972.84,0.0,47.739,2996.875,26.594,-34888.842,156.25,4994.808,0.0,31.967,4155.356,4.243,-24986.046,1000.0,4995.506,0.0,4.996,4243.025,13.87,-19961.44,131.579,4985.6,0.0,37.891,1825.0,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-06,29.7,-24916.27,104.167,4972.84,0.0,47.739,3093.75,26.799,-34888.842,156.25,4994.808,0.0,31.967,4187.309,4.318,-24986.046,1000.0,4995.506,0.0,4.996,4318.457,13.54,-19961.44,131.579,4985.6,0.0,37.891,1781.579,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-07,29.55,-24916.27,104.167,4972.84,0.0,47.739,3078.125,26.682,-34888.842,156.25,4994.808,0.0,31.967,4169.05,4.29,-24986.046,1000.0,4995.506,0.0,4.996,4290.171,13.48,-19961.44,131.579,4985.6,0.0,37.891,1773.684,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-08,29.46,-24916.27,104.167,4972.84,0.0,47.739,3068.75,27.636,-34888.842,156.25,4994.808,0.0,31.967,4318.161,4.422,-24986.046,1000.0,4995.506,0.0,4.996,4422.175,13.38,-19961.44,131.579,4985.6,0.0,37.891,1760.526,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-09,28.74,-24916.27,104.167,4972.84,0.0,47.739,2993.75,26.925,-34888.842,156.25,4994.808,0.0,31.967,4207.089,4.366,-24986.046,1000.0,4995.506,0.0,4.996,4365.602,12.39,-19961.44,131.579,4985.6,0.0,37.891,1630.263,0.518,-4999.7,5000.0,4999.7,0.0,1.0,2590.0
2020-07-10,28.24,-24916.27,104.167,4972.84,0.0,47.739,2941.667,27.373,-34888.842,156.25,4994.808,0.0,31.967,4277.08,4.375,-24986.046,1000.0,4995.506,0.0,4.996,4375.031,12.12,-19961.44,131.579,4985.6,0.0,37.891,1594.737,0.518,-4999.7,5000.0,4999.7,0.0,1.0,2590.0
2020-07-13,29.04,-24916.27,104.167,4972.84,0.0,47.739,3025.0,26.604,-34888.842,156.25,4994.808,0.0,31.967,4156.877,4.394,-24986.046,1000.0,4995.506,0.0,4.996,4393.888,11.62,-19961.44,131.579,4985.6,0.0,37.891,1528.947,0.23,-4999.7,5000.0,4999.7,0.0,1.0,1150.0
2020-07-14,29.14,-24916.27,104.167,4972.84,0.0,47.739,3035.417,26.195,-34888.842,156.25,4994.808,0.0,31.967,4092.972,4.403,-24986.046,1000.0,4995.506,0.0,4.996,4403.317,11.41,-19961.44,131.579,4985.6,0.0,37.891,1501.316,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-15,29.53,-24916.27,104.167,4972.84,0.0,47.739,3076.042,26.38,-34888.842,156.25,4994.808,0.0,31.967,4121.882,4.469,-24986.046,1000.0,4995.506,0.0,4.996,4469.32,11.6,-19961.44,131.579,4985.6,0.0,37.891,1526.316,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-16,29.73,-24916.27,104.167,4972.84,0.0,47.739,3096.875,26.487,-34888.842,156.25,4994.808,0.0,31.967,4138.619,4.488,-24986.046,1000.0,4995.506,0.0,4.996,4488.179,11.19,-19961.44,131.579,4985.6,0.0,37.891,1472.368,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-17,29.35,-24916.27,104.167,4972.84,0.0,47.739,3057.292,25.883,-34888.842,156.25,4994.808,0.0,31.967,4044.283,4.441,-24986.046,1000.0,4995.506,0.0,4.996,4441.033,11.21,-19961.44,131.579,4985.6,0.0,37.891,1475.0,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-20,30.37,-24916.27,104.167,4972.84,0.0,47.739,3163.542,25.124,-34888.842,156.25,4994.808,0.0,31.967,3925.601,4.337,-24986.046,1000.0,4995.506,0.0,4.996,4337.315,10.75,-19961.44,131.579,4985.6,0.0,37.891,1414.474,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-21,30.77,-24916.27,104.167,4972.84,0.0,47.739,3205.208,26.76,-34888.842,156.25,4994.808,0.0,31.967,4181.222,4.535,-24986.046,1000.0,4995.506,0.0,4.996,4535.323,10.56,-19961.44,131.579,4985.6,0.0,37.891,1389.474,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-22,30.11,-24916.27,104.167,4972.84,0.0,47.739,3136.458,27.071,-34888.842,156.25,4994.808,0.0,31.967,4229.912,4.554,-24986.046,1000.0,4995.506,0.0,4.996,4554.181,10.78,-19961.44,131.579,4985.6,0.0,37.891,1418.421,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-23,29.25,-24916.27,104.167,4972.84,0.0,47.739,3046.875,27.247,-34888.842,156.25,4994.808,0.0,31.967,4257.3,4.545,-24986.046,1000.0,4995.506,0.0,4.996,4544.752,10.28,-19961.44,131.579,4985.6,0.0,37.891,1352.632,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-24,29.03,-24916.27,104.167,4972.84,0.0,47.739,3023.958,27.11,-34888.842,156.25,4994.808,0.0,31.967,4235.998,4.46,-24986.046,1000.0,4995.506,0.0,4.996,4459.891,10.13,-19961.44,131.579,4985.6,0.0,37.891,1332.895,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-07-27,29.42,-24916.27,104.167,4972.84,0.0,47.739,3064.583,27.899,-34888.842,156.25,4994.808,0.0,31.967,4359.244,4.507,-24986.046,1000.0,4995.506,0.0,4.996,4507.036,10.14,-19961.44,131.579,4985.6,0.0,37.891,1334.211,0.23,-4999.7,5000.0,4999.7,0.0,1.0,1150.0
2020-07-28,29.49,-24916.27,104.167,4972.84,0.0,47.739,3071.875,27.461,-34888.842,156.25,4994.808,0.0,31.967,4290.774,4.46,-24986.046,1000.0,4995.506,0.0,4.996,4459.891,10.19,-19961.44,131.579,4985.6,0.0,37.891,1340.789,0.25,-4999.7,5000.0,4999.7,0.0,1.0,1250.0
2020-07-29,30.25,-24916.27,104.167,4972.84,0.0,47.739,3151.042,27.763,-34888.842,156.25,4994.808,0.0,31.967,4337.942,4.479,-24986.046,1000.0,4995.506,0.0,4.996,4478.749,9.95,-19961.44,131.579,4985.6,0.0,37.891,1309.211,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-07-30,29.79,-24916.27,104.167,4972.84,0.0,47.739,3103.125,27.539,-34888.842,156.25,4994.808,0.0,31.967,4302.947,4.413,-24986.046,1000.0,4995.506,0.0,4.996,4412.745,10.69,-19961.44,131.579,4985.6,0.0,37.891,1406.579,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-07-31,29.26,-24916.27,104.167,4972.84,0.0,47.739,3047.917,27.188,-34888.842,156.25,4994.808,0.0,31.967,4248.171,4.309,-24986.046,1000.0,4995.506,0.0,4.996,4309.028,10.59,-19961.44,131.579,4985.6,0.0,37.891,1393.421,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-03,29.6,-24916.27,104.167,4972.84,0.0,47.739,3083.333,26.39,-34888.842,156.25,4994.808,0.0,31.967,4123.403,4.262,-24986.046,1000.0,4995.506,0.0,4.996,4261.883,11.33,-19961.44,131.579,4985.6,0.0,37.891,1490.789,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-04,29.84,-24916.27,104.167,4972.84,0.0,47.739,3108.333,25.747,-34888.842,156.25,4994.808,0.0,31.967,4022.981,4.243,-24986.046,1000.0,4995.506,0.0,4.996,4243.025,12.03,-19961.44,131.579,4985.6,0.0,37.891,1582.895,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-05,30.16,-24916.27,104.167,4972.84,0.0,47.739,3141.667,25.698,-34888.842,156.25,4994.808,0.0,31.967,4015.373,4.252,-24986.046,1000.0,4995.506,0.0,4.996,4252.454,12.22,-19961.44,131.579,4985.6,0.0,37.891,1607.895,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-06,30.71,-24916.27,104.167,4972.84,0.0,47.739,3198.958,25.552,-34888.842,156.25,4994.808,0.0,31.967,3992.55,4.252,-24986.046,1000.0,4995.506,0.0,4.996,4252.454,11.68,-19961.44,131.579,4985.6,0.0,37.891,1536.842,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-07,30.55,-24916.27,104.167,4972.84,0.0,47.739,3182.292,24.501,-34888.842,156.25,4994.808,0.0,31.967,3828.222,4.177,-24986.046,1000.0,4995.506,0.0,4.996,4177.022,11.935,-19961.44,131.579,4985.6,0.0,37.891,1570.395,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-10,31.72,-24916.27,104.167,4972.84,0.0,47.739,3304.167,25.854,-34888.842,156.25,4994.808,0.0,31.967,4039.718,4.224,-24986.046,1000.0,4995.506,0.0,4.996,4224.168,12.05,-19961.44,131.579,4985.6,0.0,37.891,1585.526,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-11,32.89,-24916.27,104.167,4972.84,0.0,47.739,3426.042,25.922,-34888.842,156.25,4994.808,0.0,31.967,4050.369,4.337,-24986.046,1000.0,4995.506,0.0,4.996,4337.315,12.61,-19961.44,131.579,4985.6,0.0,37.891,1659.21,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-12,34.47,-24916.27,104.167,4972.84,0.0,47.739,3590.625,25.562,-34888.842,156.25,4994.808,0.0,31.967,3994.071,4.262,-24986.046,1000.0,4995.506,0.0,4.996,4261.883,12.54,-19961.44,131.579,4985.6,0.0,37.891,1650.0,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-13,34.67,-24916.27,104.167,4972.84,0.0,47.739,3611.458,25.844,-34888.842,156.25,4994.808,0.0,31.967,4038.197,4.337,-24986.046,1000.0,4995.506,0.0,4.996,4337.315,12.28,-19961.44,131.579,4985.6,0.0,37.891,1615.789,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
2020-08-14,33.84,-24916.27,104.167,4972.84,0.0,47.739,3525.0,25.601,-34888.842,156.25,4994.808,0.0,31.967,4000.157,4.271,-24986.046,1000.0,4995.506,0.0,4.996,4271.313,12.3,-19961.44,131.579,4985.6,0.0,37.891,1618.421,0.348,-4999.7,5000.0,4999.7,0.0,1.0,1740.0
