date,TAL_adj_close,TAL_cashflow,TAL_cml_units,TAL_cml_cost,TAL_gain_loss,TAL_avg_price,TAL_mktvalue
2019-01-01,0.0,-4999.995,999.0,4999.995,21498.48,5.005,0.0
2019-01-02,25.99,-4999.995,999.0,4999.995,21498.48,5.005,25964.01
2019-01-03,24.73,-4999.995,999.0,4999.995,21498.48,5.005,24705.27
2019-01-04,26.52,-4999.995,999.0,4999.995,21498.48,5.005,26493.48
2019-01-07,26.86,-4999.995,999.0,4999.995,21498.48,5.005,26833.141
2019-01-08,27.46,-4999.995,999.0,4999.995,21498.48,5.005,27432.539
2019-01-09,28.95,-4999.995,999.0,4999.995,21498.48,5.005,28921.051
2019-01-10,29.02,-4999.995,999.0,4999.995,21498.48,5.005,28990.98
2019-01-11,29.23,-4999.995,999.0,4999.995,21498.48,5.005,29200.77
2019-01-14,29.21,-4999.995,999.0,4999.995,21498.48,5.005,29180.789
2019-01-15,30.26,-4999.995,999.0,4999.995,21498.48,5.005,30229.74
2019-01-16,29.97,-4999.995,999.0,4999.995,21498.48,5.005,29940.029
2019-01-17,29.76,-4999.995,999.0,4999.995,21498.48,5.005,29730.24
2019-01-18,30.19,-4999.995,999.0,4999.995,21498.48,5.005,30159.811
2019-01-22,31.2,-4999.995,999.0,4999.995,21498.48,5.005,31168.801
2019-01-23,31.22,-4999.995,999.0,4999.995,21498.48,5.005,31188.779
2019-01-24,29.81,-4999.995,999.0,4999.995,21498.48,5.005,29780.189
2019-01-25,30.6,-4999.995,999.0,4999.995,21498.48,5.005,30569.4
2019-01-28,29.93,-4999.995,999.0,4999.995,21498.48,5.005,29900.07
2019-01-29,30.54,-4999.995,999.0,4999.995,21498.48,5.005,30509.461
2019-01-30,30.21,-4999.995,999.0,4999.995,21498.48,5.005,30179.789
2019-01-31,31.03,-4999.995,999.0,4999.995,21498.48,5.005,30998.971
2019-02-01,31.06,-4999.995,999.0,4999.995,21498.48,5.005,31028.939
2019-02-04,31.26,-4999.995,999.0,4999.995,21498.48,5.005,31228.74
2019-02-05,31.7,-4999.995,999.0,4999.995,21498.48,5.005,31668.301
2019-02-06,31.84,-4999.995,999.0,4999.995,21498.48,5.005,31808.16
2019-02-07,30.9,-4999.995,999.0,4999.995,21498.48,5.005,30869.1
2019-02-08,31.68,-4999.995,999.0,4999.995,21498.48,5.005,31648.32
2019-02-11,32.92,-4999.995,999.0,4999.995,21498.48,5.005,32887.078
2019-02-12,32.91,-4999.995,999.0,4999.995,21498.48,5.005,32877.09
2019-02-13,33.29,-4999.995,999.0,4999.995,21498.48,5.005,33256.711
2019-02-14,32.74,-4999.995,999.0,4999.995,21498.48,5.005,32707.262
2019-02-15,32.58,-4999.995,999.0,4999.995,21498.48,5.005,32547.422
2019-02-19,31.95,-4999.995,999.0,4999.995,21498.48,5.005,31918.051
2019-02-20,32.57,-4999.995,999.0,4999.995,21498.48,5.005,32537.43
2019-02-21,32.88,-4999.995,999.0,4999.995,21498.48,5.005,32847.121
2019-02-22,33.97,-4999.995,999.0,4999.995,21498.48,5.005,33936.031
2019-02-25,35.53,-4999.995,999.0,4999.995,21498.48,5.005,35494.469
2019-02-26,35.43,-4999.995,999.0,4999.995,21498.48,5.005,35394.57
2019-02-27,35.52,-4999.995,999.0,4999.995,21498.48,5.005,35484.48
2019-02-28,35.6,-4999.995,999.0,4999.995,21498.48,5.005,35564.398
2019-03-01,35.5,-4999.995,999.0,4999.995,21498.48,5.005,35464.5
2019-03-04,36.3,-4999.995,999.0,4999.995,21498.48,5.005,36263.699
2019-03-05,36.06,-4999.995,999.0,4999.995,21498.48,5.005,36023.941
2019-03-06,35.55,-4999.995,999.0,4999.995,21498.48,5.005,35514.449
2019-03-07,34.64,-4999.995,999.0,4999.995,21498.48,5.005,34605.359
2019-03-08,34.75,-4999.995,999.0,4999.995,21498.48,5.005,34715.25
2019-03-11,36.06,-4999.995,999.0,4999.995,21498.48,5.005,36023.941
2019-03-12,33.68,-4999.995,999.0,4999.995,21498.48,5.005,33646.32
2019-03-13,34.19,-4999.995,999.0,4999.995,21498.48,5.005,34155.809
2019-03-14,32.99,-4999.995,999.0,4999.995,21498.48,5.005,32957.012
2019-03-15,34.03,-4999.995,999.0,4999.995,21498.48,5.005,33995.969
2019-03-18,34.5,-4999.995,999.0,4999.995,21498.48,5.005,34465.5
2019-03-19,35.51,-4999.995,999.0,4999.995,21498.48,5.005,35474.488
2019-03-20,36.21,-4999.995,999.0,4999.995,21498.48,5.005,36173.789
2019-03-21,35.66,-4999.995,999.0,4999.995,21498.48,5.005,35624.34
2019-03-22,34.82,-4999.995,999.0,4999.995,21498.48,5.005,34785.18
2019-03-25,35.82,-4999.995,999.0,4999.995,21498.48,5.005,35784.18
2019-03-26,35.99,-4999.995,999.0,4999.995,21498.48,5.005,35954.012
2019-03-27,35.53,-4999.995,999.0,4999.995,21498.48,5.005,35494.469
2019-03-28,35.72,-4999.995,999.0,4999.995,21498.48,5.005,35684.281
2019-03-29,36.08,-4999.995,999.0,4999.995,21498.48,5.005,36043.922
2019-04-01,36.03,-4999.995,999.0,4999.995,21498.48,5.005,35993.969
2019-04-02,36.37,-4999.995,999.0,4999.995,21498.48,5.005,36333.629
2019-04-03,36.71,-4999.995,999.0,4999.995,21498.48,5.005,36673.289
2019-04-04,37.2,-4999.995,999.0,4999.995,21498.48,5.005,37162.801
2019-04-05,36.97,-4999.995,999.0,4999.995,21498.48,5.005,36933.031
2019-04-08,36.66,-4999.995,999.0,4999.995,21498.48,5.005,36623.34
2019-04-09,36.92,-4999.995,999.0,4999.995,21498.48,5.005,36883.078
2019-04-10,36.84,-4999.995,999.0,4999.995,21498.48,5.005,36803.16
2019-04-11,36.86,-4999.995,999.0,4999.995,21498.48,5.005,36823.141
2019-04-12,37.14,-4999.995,999.0,4999.995,21498.48,5.005,37102.859
2019-04-15,35.3,-4999.995,999.0,4999.995,21498.48,5.005,35264.699
2019-04-16,34.86,-4999.995,999.0,4999.995,21498.48,5.005,34825.141
2019-04-17,34.64,-4999.995,999.0,4999.995,21498.48,5.005,34605.359
2019-04-18,34.08,-4999.995,999.0,4999.995,21498.48,5.005,34045.922
2019-04-22,34.24,-4999.995,999.0,4999.995,21498.48,5.005,34205.762
2019-04-23,34.98,-4999.995,999.0,4999.995,21498.48,5.005,34945.02
2019-04-24,34.42,-4999.995,999.0,4999.995,21498.48,5.005,34385.578
2019-04-25,36.17,-4999.995,999.0,4999.995,21498.48,5.005,36133.828
2019-04-26,38.6,-4999.995,999.0,4999.995,21498.48,5.005,38561.398
2019-04-29,38.67,-4999.995,999.0,4999.995,21498.48,5.005,38631.328
2019-04-30,38.47,-4999.995,999.0,4999.995,21498.48,5.005,38431.531
2019-05-01,38.18,-4999.995,999.0,4999.995,21498.48,5.005,38141.82
2019-05-02,39.05,-4999.995,999.0,4999.995,21498.48,5.005,39010.949
2019-05-03,38.97,-4999.995,999.0,4999.995,21498.48,5.005,38931.031
2019-05-06,37.58,-4999.995,999.0,4999.995,21498.48,5.005,37542.422
2019-05-07,36.51,-4999.995,999.0,4999.995,21498.48,5.005,36473.488
2019-05-08,36.65,-4999.995,999.0,4999.995,21498.48,5.005,36613.352
2019-05-09,36.2,-4999.995,999.0,4999.995,21498.48,5.005,36163.801
2019-05-10,35.58,-4999.995,999.0,4999.995,21498.48,5.005,35544.422
2019-05-13,33.56,-4999.995,999.0,4999.995,21498.48,5.005,33526.441
2019-05-14,34.98,-4999.995,999.0,4999.995,21498.48,5.005,34945.02
2019-05-15,35.54,-4999.995,999.0,4999.995,21498.48,5.005,35504.461
2019-05-16,35.9,-4999.995,999.0,4999.995,21498.48,5.005,35864.102
2019-05-17,35.25,-4999.995,999.0,4999.995,21498.48,5.005,35214.75
2019-05-20,34.56,-4999.995,999.0,4999.995,21498.48,5.005,34525.441
2019-05-21,34.87,-4999.995,999.0,4999.995,21498.48,5.005,34835.129
2019-05-22,34.1,-4999.995,999.0,4999.995,21498.48,5.005,34065.898
2019-05-23,33.75,-4999.995,999.0,4999.995,21498.48,5.005,33716.25
2019-05-24,33.98,-4999.995,999.0,4999.995,21498.48,5.005,33946.02
2019-05-28,34.37,-4999.995,999.0,4999.995,21498.48,5.005,34335.629
2019-05-29,34.0,-4999.995,999.0,4999.995,21498.48,5.005,33966.0
2019-05-30,34.32,-4999.995,999.0,4999.995,21498.48,5.005,34285.68
2019-05-31,34.41,-4999.995,999.0,4999.995,21498.48,5.005,34375.59
2019-06-03,35.52,-4999.995,999.0,4999.995,21498.48,5.005,35484.48
2019-06-04,36.46,-4999.995,999.0,4999.995,21498.48,5.005,36423.539
2019-06-05,35.3,-4999.995,999.0,4999.995,21498.48,5.005,35264.699
2019-06-06,34.37,-4999.995,999.0,4999.995,21498.48,5.005,34335.629
2019-06-07,35.26,-4999.995,999.0,4999.995,21498.48,5.005,35224.738
2019-06-10,35.67,-4999.995,999.0,4999.995,21498.48,5.005,35634.328
2019-06-11,37.0,-4999.995,999.0,4999.995,21498.48,5.005,36963.0
2019-06-12,36.42,-4999.995,999.0,4999.995,21498.48,5.005,36383.578
2019-06-13,36.33,-4999.995,999.0,4999.995,21498.48,5.005,36293.672
2019-06-14,36.72,-4999.995,999.0,4999.995,21498.48,5.005,36683.281
2019-06-17,36.73,-4999.995,999.0,4999.995,21498.48,5.005,36693.27
2019-06-18,37.3,-4999.995,999.0,4999.995,21498.48,5.005,37262.699
2019-06-19,38.11,-4999.995,999.0,4999.995,21498.48,5.005,38071.891
2019-06-20,37.98,-4999.995,999.0,4999.995,21498.48,5.005,37942.02
2019-06-21,37.68,-4999.995,999.0,4999.995,21498.48,5.005,37642.32
2019-06-24,36.42,-4999.995,999.0,4999.995,21498.48,5.005,36383.578
2019-06-25,36.35,-4999.995,999.0,4999.995,21498.48,5.005,36313.648
2019-06-26,37.5,-4999.995,999.0,4999.995,21498.48,5.005,37462.5
2019-06-27,38.09,-4999.995,999.0,4999.995,21498.48,5.005,38051.91
2019-06-28,38.1,-4999.995,999.0,4999.995,21498.48,5.005,38061.898
2019-07-01,39.3,-4999.995,999.0,4999.995,21498.48,5.005,39260.699
2019-07-02,39.56,-4999.995,999.0,4999.995,21498.48,5.005,39520.441
2019-07-03,38.5,-4999.995,999.0,4999.995,21498.48,5.005,38461.5
2019-07-05,38.25,-4999.995,999.0,4999.995,21498.48,5.005,38211.75
2019-07-08,36.8,-4999.995,999.0,4999.995,21498.48,5.005,36763.199
2019-07-09,37.0,-4999.995,999.0,4999.995,21498.48,5.005,36963.0
2019-07-10,36.49,-4999.995,999.0,4999.995,21498.48,5.005,36453.512
2019-07-11,35.99,-4999.995,999.0,4999.995,21498.48,5.005,35954.012
2019-07-12,35.9,-4999.995,999.0,4999.995,21498.48,5.005,35864.102
2019-07-15,37.2,-4999.995,999.0,4999.995,21498.48,5.005,37162.801
2019-07-16,37.3,-4999.995,999.0,4999.995,21498.48,5.005,37262.699
2019-07-17,36.99,-4999.995,999.0,4999.995,21498.48,5.005,36953.012
2019-07-18,36.42,-4999.995,999.0,4999.995,21498.48,5.005,36383.578
2019-07-19,36.18,-4999.995,999.0,4999.995,21498.48,5.005,36143.82
2019-07-22,36.26,-4999.995,999.0,4999.995,21498.48,5.005,36223.738
2019-07-23,37.23,-4999.995,999.0,4999.995,21498.48,5.005,37192.77
2019-07-24,37.51,-4999.995,999.0,4999.995,21498.48,5.005,37472.488
2019-07-25,33.24,-4999.995,999.0,4999.995,21498.48,5.005,33206.762
2019-07-26,32.77,-4999.995,999.0,4999.995,21498.48,5.005,32737.23
2019-07-29,32.06,-4999.995,999.0,4999.995,21498.48,5.005,32027.941
2019-07-30,32.16,-4999.995,999.0,4999.995,21498.48,5.005,32127.84
2019-07-31,32.2,-4999.995,999.0,4999.995,21498.48,5.005,32167.801
2019-08-01,32.39,-4999.995,999.0,4999.995,21498.48,5.005,32357.609
2019-08-02,32.55,-4999.995,999.0,4999.995,21498.48,5.005,32517.449
2019-08-05,30.98,-4999.995,999.0,4999.995,21498.48,5.005,30949.02
2019-08-06,31.39,-4999.995,999.0,4999.995,21498.48,5.005,31358.609
2019-08-07,31.73,-4999.995,999.0,4999.995,21498.48,5.005,31698.27
2019-08-08,32.2,-4999.995,999.0,4999.995,21498.48,5.005,32167.801
2019-08-09,32.2,-4999.995,999.0,4999.995,21498.48,5.005,32167.801
2019-08-12,32.28,-4999.995,999.0,4999.995,21498.48,5.005,32247.719
2019-08-13,32.35,-4999.995,999.0,4999.995,21498.48,5.005,32317.648
2019-08-14,31.77,-4999.995,999.0,4999.995,21498.48,5.005,31738.23
2019-08-15,31.84,-4999.995,999.0,4999.995,21498.48,5.005,31808.16
2019-08-16,32.88,-4999.995,999.0,4999.995,21498.48,5.005,32847.121
2019-08-19,33.48,-4999.995,999.0,4999.995,21498.48,5.005,33446.52
2019-08-20,33.52,-4999.995,999.0,4999.995,21498.48,5.005,33486.48
2019-08-21,34.21,-4999.995,999.0,4999.995,21498.48,5.005,34175.789
2019-08-22,34.23,-4999.995,999.0,4999.995,21498.48,5.005,34195.77
