date,MAA_adj_close,MAA_cashflow,MAA_cml_units,MAA_cml_cost,MAA_gain_loss,MAA_avg_price,MAA_mktvalue
2019-11-06,127.523,-4920.96,24.0,4920.96,867.84,205.04,3060.56
2019-11-07,126.448,-4920.96,24.0,4920.96,867.84,205.04,3034.758
2019-11-08,125.261,-4920.96,24.0,4920.96,867.84,205.04,3006.264
2019-11-11,124.242,-4920.96,24.0,4920.96,867.84,205.04,2981.808
2019-11-12,123.017,-4920.96,24.0,4920.96,867.84,205.04,2952.416
2019-11-13,125.878,-4920.96,24.0,4920.96,867.84,205.04,3021.072
2019-11-14,127.813,-4920.96,24.0,4920.96,867.84,205.04,3067.516
2019-11-15,129.318,-4920.96,24.0,4920.96,867.84,205.04,3103.638
2019-11-18,128.701,-4920.96,24.0,4920.96,867.84,205.04,3088.831
2019-11-19,128.44,-4920.96,24.0,4920.96,867.84,205.04,3082.548
2019-11-20,128.486,-4920.96,24.0,4920.96,867.84,205.04,3083.67
2019-11-21,126.56,-4920.96,24.0,4920.96,867.84,205.04,3037.451
2019-11-22,125.644,-4920.96,24.0,4920.96,867.84,205.04,3015.463
2019-11-25,125.42,-4920.96,24.0,4920.96,867.84,205.04,3010.078
2019-11-26,128.14,-4920.96,24.0,4920.96,867.84,205.04,3075.369
2019-11-27,128.178,-4920.96,24.0,4920.96,867.84,205.04,3076.266
2019-11-29,127.243,-4920.96,24.0,4920.96,867.84,205.04,3053.83
2019-12-02,124.953,-4920.96,24.0,4920.96,867.84,205.04,2998.86
2019-12-03,125.383,-4920.96,24.0,4920.96,867.84,205.04,3009.181
2019-12-04,125.972,-4920.96,24.0,4920.96,867.84,205.04,3023.316
2019-12-05,126.205,-4920.96,24.0,4920.96,867.84,205.04,3028.925
2019-12-06,126.009,-4920.96,24.0,4920.96,867.84,205.04,3024.213
2019-12-09,126.205,-4920.96,24.0,4920.96,867.84,205.04,3028.925
2019-12-10,124.737,-4920.96,24.0,4920.96,867.84,205.04,2993.7
2019-12-11,123.064,-4920.96,24.0,4920.96,867.84,205.04,2953.538
2019-12-12,122.26,-4920.96,24.0,4920.96,867.84,205.04,2934.243
2019-12-13,121.998,-4920.96,24.0,4920.96,867.84,205.04,2927.961
2019-12-16,122.036,-4920.96,24.0,4920.96,867.84,205.04,2928.858
2019-12-17,119.736,-4920.96,24.0,4920.96,867.84,205.04,2873.664
2019-12-18,120.475,-4920.96,24.0,4920.96,867.84,205.04,2891.389
2019-12-19,120.895,-4920.96,24.0,4920.96,867.84,205.04,2901.486
2019-12-20,121.587,-4920.96,24.0,4920.96,867.84,205.04,2918.089
2019-12-23,120.633,-4920.96,24.0,4920.96,867.84,205.04,2895.203
2019-12-24,120.933,-4920.96,24.0,4920.96,867.84,205.04,2902.383
2019-12-26,120.998,-4920.96,24.0,4920.96,867.84,205.04,2903.954
2019-12-27,121.531,-4920.96,24.0,4920.96,867.84,205.04,2916.742
2019-12-30,122.045,-4920.96,24.0,4920.96,867.84,205.04,2929.083
2019-12-31,123.27,-4920.96,24.0,4920.96,867.84,205.04,2958.474
2020-01-02,121.166,-4920.96,24.0,4920.96,867.84,205.04,2907.992
2020-01-03,122.531,-4920.96,24.0,4920.96,867.84,205.04,2940.749
2020-01-06,122.709,-4920.96,24.0,4920.96,867.84,205.04,2945.012
2020-01-07,120.877,-4920.96,24.0,4920.96,867.84,205.04,2901.037
2020-01-08,121.737,-4920.96,24.0,4920.96,867.84,205.04,2921.678
2020-01-09,121.811,-4920.96,24.0,4920.96,867.84,205.04,2923.473
2020-01-10,123.728,-4920.96,24.0,4920.96,867.84,205.04,2969.468
2020-01-13,124.831,-4920.96,24.0,4920.96,867.84,205.04,2995.943
2020-01-14,124.134,-4920.96,24.0,4920.96,867.84,205.04,2979.214
2020-01-15,124.388,-4920.96,24.0,4920.96,867.84,205.04,2985.319
2020-01-16,125.924,-4920.96,24.0,4920.96,867.84,205.04,3022.166
2020-01-17,126.206,-4920.96,24.0,4920.96,867.84,205.04,3028.948
2020-01-21,127.676,-4920.96,24.0,4920.96,867.84,205.04,3064.213
2020-01-22,127.092,-4920.96,24.0,4920.96,867.84,205.04,3050.197
2020-01-23,128.486,-4920.96,24.0,4920.96,867.84,205.04,3083.654
2020-01-24,129.004,-4920.96,24.0,4920.96,867.84,205.04,3096.087
2020-01-27,128.702,-4920.96,24.0,4920.96,867.84,205.04,3088.853
2020-01-28,129.456,-4920.96,24.0,4920.96,867.84,205.04,3106.937
2020-01-29,128.646,-4920.96,24.0,4920.96,867.84,205.04,3087.497
2020-01-30,129.503,-4920.96,24.0,4920.96,867.84,205.04,3108.068
2020-01-31,129.239,-4920.96,24.0,4920.96,867.84,205.04,3101.739
2020-02-03,129.183,-4920.96,24.0,4920.96,867.84,205.04,3100.382
2020-02-04,131.255,-4920.96,24.0,4920.96,867.84,205.04,3150.115
2020-02-05,131.057,-4920.96,24.0,4920.96,867.84,205.04,3145.367
2020-02-06,132.197,-4920.96,24.0,4920.96,867.84,205.04,3172.72
2020-02-07,132.988,-4920.96,24.0,4920.96,867.84,205.04,3191.709
2020-02-10,134.071,-4920.96,24.0,4920.96,867.84,205.04,3217.705
2020-02-11,133.694,-4920.96,24.0,4920.96,867.84,205.04,3208.663
2020-02-12,134.25,-4920.96,24.0,4920.96,867.84,205.04,3222.001
2020-02-13,135.767,-4920.96,24.0,4920.96,867.84,205.04,3258.397
2020-02-14,137.057,-4920.96,24.0,4920.96,867.84,205.04,3289.366
2020-02-18,137.622,-4920.96,24.0,4920.96,867.84,205.04,3302.93
2020-02-19,136.605,-4920.96,24.0,4920.96,867.84,205.04,3278.516
2020-02-20,139.12,-4920.96,24.0,4920.96,867.84,205.04,3338.872
2020-02-21,139.186,-4920.96,24.0,4920.96,867.84,205.04,3340.455
2020-02-24,137.434,-4920.96,24.0,4920.96,867.84,205.04,3298.409
2020-02-25,134.759,-4920.96,24.0,4920.96,867.84,205.04,3234.208
2020-02-26,134.052,-4920.96,24.0,4920.96,867.84,205.04,3217.254
2020-02-27,126.404,-4920.96,24.0,4920.96,867.84,205.04,3033.695
2020-02-28,121.751,-4920.96,24.0,4920.96,867.84,205.04,2922.022
2020-03-02,127.534,-4920.96,24.0,4920.96,867.84,205.04,3060.822
2020-03-03,129.296,-4920.96,24.0,4920.96,867.84,205.04,3103.095
2020-03-04,136.577,-4920.96,24.0,4920.96,867.84,205.04,3277.837
2020-03-05,136.36,-4920.96,24.0,4920.96,867.84,205.04,3272.637
2020-03-06,134.975,-4920.96,24.0,4920.96,867.84,205.04,3239.408
2020-03-09,126.498,-4920.96,24.0,4920.96,867.84,205.04,3035.956
2020-03-10,131.933,-4920.96,24.0,4920.96,867.84,205.04,3166.391
2020-03-11,126.103,-4920.96,24.0,4920.96,867.84,205.04,3026.461
2020-03-12,110.778,-4920.96,24.0,4920.96,867.84,205.04,2658.665
2020-03-13,118.68,-4920.96,24.0,4920.96,867.84,205.04,2848.328
2020-03-16,98.853,-4920.96,24.0,4920.96,867.84,205.04,2372.476
2020-03-17,106.596,-4920.96,24.0,4920.96,867.84,205.04,2558.295
2020-03-18,94.285,-4920.96,24.0,4920.96,867.84,205.04,2262.838
2020-03-19,93.692,-4920.96,24.0,4920.96,867.84,205.04,2248.596
2020-03-20,82.417,-4920.96,24.0,4920.96,867.84,205.04,1978.005
2020-03-23,79.751,-4920.96,24.0,4920.96,867.84,205.04,1914.031
2020-03-24,83.999,-4920.96,24.0,4920.96,867.84,205.04,2015.983
2020-03-25,92.156,-4920.96,24.0,4920.96,867.84,205.04,2211.749
2020-03-26,96.819,-4920.96,24.0,4920.96,867.84,205.04,2323.648
2020-03-27,101.349,-4920.96,24.0,4920.96,867.84,205.04,2432.381
2020-03-30,100.907,-4920.96,24.0,4920.96,867.84,205.04,2421.757
2020-03-31,97.045,-4920.96,24.0,4920.96,867.84,205.04,2329.073
2020-04-01,93.004,-4920.96,24.0,4920.96,867.84,205.04,2232.094
2020-04-02,88.775,-4920.96,24.0,4920.96,867.84,205.04,2130.594
2020-04-03,88.831,-4920.96,24.0,4920.96,867.84,205.04,2131.95
2020-04-06,99.164,-4920.96,24.0,4920.96,867.84,205.04,2379.936
2020-04-07,97.761,-4920.96,24.0,4920.96,867.84,205.04,2346.253
2020-04-08,104.486,-4920.96,24.0,4920.96,867.84,205.04,2507.658
2020-04-09,109.873,-4920.96,24.0,4920.96,867.84,205.04,2636.964
2020-04-13,104.9,-4920.96,24.0,4920.96,867.84,205.04,2517.605
2020-04-14,108.369,-4920.96,24.0,4920.96,867.84,205.04,2600.864
2020-04-15,104.53,-4920.96,24.0,4920.96,867.84,205.04,2508.709
2020-04-16,102.942,-4920.96,24.0,4920.96,867.84,205.04,2470.615
2020-04-17,107.875,-4920.96,24.0,4920.96,867.84,205.04,2589.002
2020-04-20,103.113,-4920.96,24.0,4920.96,867.84,205.04,2474.721
2020-04-21,102.21,-4920.96,24.0,4920.96,867.84,205.04,2453.051
2020-04-22,102.942,-4920.96,24.0,4920.96,867.84,205.04,2470.615
2020-04-23,99.777,-4920.96,24.0,4920.96,867.84,205.04,2394.656
2020-04-24,101.155,-4920.96,24.0,4920.96,867.84,205.04,2427.731
2020-04-27,105.195,-4920.96,24.0,4920.96,867.84,205.04,2524.677
2020-04-28,106.592,-4920.96,24.0,4920.96,867.84,205.04,2558.208
2020-04-29,107.096,-4920.96,24.0,4920.96,867.84,205.04,2570.297
2020-04-30,106.373,-4920.96,24.0,4920.96,867.84,205.04,2552.962
2020-05-01,104.197,-4920.96,24.0,4920.96,867.84,205.04,2500.725
2020-05-04,104.834,-4920.96,24.0,4920.96,867.84,205.04,2516.008
2020-05-05,106.839,-4920.96,24.0,4920.96,867.84,205.04,2564.139
2020-05-06,104.558,-4920.96,24.0,4920.96,867.84,205.04,2509.394
2020-05-07,108.113,-4920.96,24.0,4920.96,867.84,205.04,2594.705
2020-05-08,109.843,-4920.96,24.0,4920.96,867.84,205.04,2636.22
2020-05-11,107.409,-4920.96,24.0,4920.96,867.84,205.04,2577.825
2020-05-12,103.351,-4920.96,24.0,4920.96,867.84,205.04,2480.424
2020-05-13,102.733,-4920.96,24.0,4920.96,867.84,205.04,2465.597
2020-05-14,100.291,-4920.96,24.0,4920.96,867.84,205.04,2406.974
2020-05-15,101.574,-4920.96,24.0,4920.96,867.84,205.04,2437.768
2020-05-18,108.692,-4920.96,24.0,4920.96,867.84,205.04,2608.619
2020-05-19,105.613,-4920.96,24.0,4920.96,867.84,205.04,2534.713
2020-05-20,105.965,-4920.96,24.0,4920.96,867.84,205.04,2543.153
2020-05-21,108.179,-4920.96,24.0,4920.96,867.84,205.04,2596.302
2020-05-22,108.616,-4920.96,24.0,4920.96,867.84,205.04,2606.795
2020-05-26,111.012,-4920.96,24.0,4920.96,867.84,205.04,2664.277
2020-05-27,111.088,-4920.96,24.0,4920.96,867.84,205.04,2666.102
2020-05-28,111.829,-4920.96,24.0,4920.96,867.84,205.04,2683.894
