date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,MSFT_adj_close,MSFT_cashflow,MSFT_cml_units,MSFT_cml_cost,MSFT_gain_loss,MSFT_avg_price,MSFT_mktvalue,QCOM_adj_close,QCOM_cashflow,QCOM_cml_units,QCOM_cml_cost,QCOM_gain_loss,QCOM_avg_price,QCOM_mktvalue,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue,ASX_adj_close,ASX_cashflow,ASX_cml_units,ASX_cml_cost,ASX_gain_loss,ASX_avg_price,ASX_mktvalue,TTD_adj_close,TTD_cashflow,TTD_cml_units,TTD_cml_cost,TTD_gain_loss,TTD_avg_price,TTD_mktvalue,VRNS_adj_close,VRNS_cashflow,VRNS_cml_units,VRNS_cml_cost,VRNS_gain_loss,VRNS_avg_price,VRNS_mktvalue,FIVN_adj_close,FIVN_cashflow,FIVN_cml_units,FIVN_cml_cost,FIVN_gain_loss,FIVN_avg_price,FIVN_mktvalue,VHC_adj_close,VHC_cashflow,VHC_cml_units,VHC_cml_cost,VHC_gain_loss,VHC_avg_price,VHC_mktvalue
2019-01-15,37.149,-4992.24,33.0,4992.24,1121.257,151.28,1225.925,101.73,-4704.84,14.0,4704.84,785.82,336.06,1424.217,51.648,-4890.9,30.0,4890.9,939.6,163.03,1549.444,33.134,-4947.6,42.0,4947.6,889.98,117.8,1391.623,3.543,-4995.25,689.0,4995.25,1247.09,7.25,2440.993,13.041,-4935.6,72.0,4935.6,1034.784,68.55,938.952,17.407,-4978.4,80.0,4978.4,661.6,62.23,1392.533,45.63,-4882.02,33.0,4882.02,721.38,147.94,1505.79,5.43,-4996.56,1146.0,4996.56,1604.4,4.36,6222.291
2019-01-16,37.603,-4992.24,33.0,4992.24,1121.257,151.28,1240.901,102.088,-4704.84,14.0,4704.84,785.82,336.06,1429.235,51.222,-4890.9,30.0,4890.9,939.6,163.03,1536.655,32.766,-4947.6,42.0,4947.6,889.98,117.8,1376.178,3.533,-4995.25,689.0,4995.25,1247.09,7.25,2434.519,13.051,-4935.6,72.0,4935.6,1034.784,68.55,939.672,16.78,-4978.4,80.0,4978.4,661.6,62.23,1342.4,45.82,-4882.02,33.0,4882.02,721.38,147.94,1512.06,4.392,-4996.56,1146.0,4996.56,1604.4,4.36,5032.88
2019-01-17,37.826,-4992.24,33.0,4992.24,1121.257,151.28,1248.269,102.805,-4704.84,14.0,4704.84,785.82,336.06,1439.272,50.758,-4890.9,30.0,4890.9,939.6,163.03,1522.754,33.364,-4947.6,42.0,4947.6,889.98,117.8,1401.277,3.552,-4995.25,689.0,4995.25,1247.09,7.25,2447.468,13.318,-4935.6,72.0,4935.6,1034.784,68.55,958.896,16.917,-4978.4,80.0,4978.4,661.6,62.23,1353.333,47.29,-4882.02,33.0,4882.02,721.38,147.94,1560.57,4.932,-4996.56,1146.0,4996.56,1604.4,4.36,5652.16
2019-01-18,38.059,-4992.24,33.0,4992.24,1121.257,151.28,1255.958,104.345,-4704.84,14.0,4704.84,785.82,336.06,1460.837,51.222,-4890.9,30.0,4890.9,939.6,163.03,1536.655,33.869,-4947.6,42.0,4947.6,889.98,117.8,1422.514,3.599,-4995.25,689.0,4995.25,1247.09,7.25,2479.842,13.899,-4935.6,72.0,4935.6,1034.784,68.55,1000.728,17.383,-4978.4,80.0,4978.4,661.6,62.23,1390.667,46.87,-4882.02,33.0,4882.02,721.38,147.94,1546.71,4.735,-4996.56,1146.0,4996.56,1604.4,4.36,5426.074
2019-01-22,37.205,-4992.24,33.0,4992.24,1121.257,151.28,1227.766,102.379,-4704.84,14.0,4704.84,785.82,336.06,1433.304,50.314,-4890.9,30.0,4890.9,939.6,163.03,1509.409,33.437,-4947.6,42.0,4947.6,889.98,117.8,1404.366,3.496,-4995.25,689.0,4995.25,1247.09,7.25,2408.62,13.402,-4935.6,72.0,4935.6,1034.784,68.55,964.944,17.377,-4978.4,80.0,4978.4,661.6,62.23,1390.133,46.59,-4882.02,33.0,4882.02,721.38,147.94,1537.47,4.615,-4996.56,1146.0,4996.56,1604.4,4.36,5288.456
2019-01-23,37.356,-4992.24,33.0,4992.24,1121.257,151.28,1232.732,103.377,-4704.84,14.0,4704.84,785.82,336.06,1447.274,47.978,-4890.9,30.0,4890.9,939.6,163.03,1439.346,33.548,-4947.6,42.0,4947.6,889.98,117.8,1408.999,3.515,-4995.25,689.0,4995.25,1247.09,7.25,2421.569,13.384,-4935.6,72.0,4935.6,1034.784,68.55,963.648,17.5,-4978.4,80.0,4978.4,661.6,62.23,1400.0,46.56,-4882.02,33.0,4882.02,721.38,147.94,1536.48,4.435,-4996.56,1146.0,4996.56,1604.4,4.36,5082.029
2019-01-24,37.059,-4992.24,33.0,4992.24,1121.257,151.28,1222.961,102.883,-4704.84,14.0,4704.84,785.82,336.06,1440.357,47.089,-4890.9,30.0,4890.9,939.6,163.03,1412.655,34.605,-4947.6,42.0,4947.6,889.98,117.8,1453.405,3.58,-4995.25,689.0,4995.25,1247.09,7.25,2466.892,13.504,-4935.6,72.0,4935.6,1034.784,68.55,972.288,17.927,-4978.4,80.0,4978.4,661.6,62.23,1434.133,46.31,-4882.02,33.0,4882.02,721.38,147.94,1528.23,4.512,-4996.56,1146.0,4996.56,1604.4,4.36,5170.498
2019-01-25,38.287,-4992.24,33.0,4992.24,1121.257,151.28,1263.486,103.822,-4704.84,14.0,4704.84,785.82,336.06,1453.513,47.543,-4890.9,30.0,4890.9,939.6,163.03,1426.278,35.065,-4947.6,42.0,4947.6,889.98,117.8,1472.711,3.665,-4995.25,689.0,4995.25,1247.09,7.25,2525.166,13.778,-4935.6,72.0,4935.6,1034.784,68.55,992.016,18.373,-4978.4,80.0,4978.4,661.6,62.23,1469.867,48.45,-4882.02,33.0,4882.02,721.38,147.94,1598.85,4.46,-4996.56,1146.0,4996.56,1604.4,4.36,5111.519
2019-01-28,37.933,-4992.24,33.0,4992.24,1121.257,151.28,1251.793,101.798,-4704.84,14.0,4704.84,785.82,336.06,1425.167,46.931,-4890.9,30.0,4890.9,939.6,163.03,1407.929,34.421,-4947.6,42.0,4947.6,889.98,117.8,1445.682,3.665,-4995.25,689.0,4995.25,1247.09,7.25,2525.166,13.569,-4935.6,72.0,4935.6,1034.784,68.55,976.968,18.553,-4978.4,80.0,4978.4,661.6,62.23,1484.267,48.13,-4882.02,33.0,4882.02,721.38,147.94,1588.29,4.409,-4996.56,1146.0,4996.56,1604.4,4.36,5052.54
2019-01-29,37.54,-4992.24,33.0,4992.24,1121.257,151.28,1238.819,99.724,-4704.84,14.0,4704.84,785.82,336.06,1396.143,45.782,-4890.9,30.0,4890.9,939.6,163.03,1373.453,33.401,-4947.6,42.0,4947.6,889.98,117.8,1402.821,3.609,-4995.25,689.0,4995.25,1247.09,7.25,2486.317,13.456,-4935.6,72.0,4935.6,1034.784,68.55,968.832,19.103,-4978.4,80.0,4978.4,661.6,62.23,1528.267,47.52,-4882.02,33.0,4882.02,721.38,147.94,1568.16,4.194,-4996.56,1146.0,4996.56,1604.4,4.36,4806.794
2019-01-30,40.105,-4992.24,33.0,4992.24,1121.257,151.28,1323.473,103.057,-4704.84,14.0,4704.84,785.82,336.06,1442.798,46.495,-4890.9,30.0,4890.9,939.6,163.03,1394.861,34.366,-4947.6,42.0,4947.6,889.98,117.8,1443.365,3.693,-4995.25,689.0,4995.25,1247.09,7.25,2544.59,14.005,-4935.6,72.0,4935.6,1034.784,68.55,1008.36,19.167,-4978.4,80.0,4978.4,661.6,62.23,1533.333,49.38,-4882.02,33.0,4882.02,721.38,147.94,1629.54,4.349,-4996.56,1146.0,4996.56,1604.4,4.36,4983.731
2019-01-31,40.394,-4992.24,33.0,4992.24,1121.257,151.28,1333.004,101.168,-4704.84,14.0,4704.84,785.82,336.06,1416.351,45.893,-4890.9,30.0,4890.9,939.6,163.03,1376.79,34.586,-4947.6,42.0,4947.6,889.98,117.8,1452.632,3.75,-4995.25,689.0,4995.25,1247.09,7.25,2583.439,14.268,-4935.6,72.0,4935.6,1034.784,68.55,1027.296,19.693,-4978.4,80.0,4978.4,661.6,62.23,1575.467,51.13,-4882.02,33.0,4882.02,721.38,147.94,1687.29,4.375,-4996.56,1146.0,4996.56,1604.4,4.36,5013.22
2019-02-01,40.413,-4992.24,33.0,4992.24,1121.257,151.28,1333.644,99.569,-4704.84,14.0,4704.84,785.82,336.06,1393.973,45.976,-4890.9,30.0,4890.9,939.6,163.03,1379.292,34.541,-4947.6,42.0,4947.6,889.98,117.8,1450.702,3.731,-4995.25,689.0,4995.25,1247.09,7.25,2570.489,14.526,-4935.6,72.0,4935.6,1034.784,68.55,1045.872,20.543,-4978.4,80.0,4978.4,661.6,62.23,1643.467,51.57,-4882.02,33.0,4882.02,721.38,147.94,1701.81,4.289,-4996.56,1146.0,4996.56,1604.4,4.36,4914.922
2019-02-04,41.561,-4992.24,33.0,4992.24,1121.257,151.28,1371.526,102.437,-4704.84,14.0,4704.84,785.82,336.06,1434.118,46.051,-4890.9,30.0,4890.9,939.6,163.03,1381.516,34.881,-4947.6,42.0,4947.6,889.98,117.8,1464.988,3.693,-4995.25,689.0,4995.25,1247.09,7.25,2544.59,15.167,-4935.6,72.0,4935.6,1034.784,68.55,1092.024,20.867,-4978.4,80.0,4978.4,661.6,62.23,1669.333,52.21,-4882.02,33.0,4882.02,721.38,147.94,1722.93,4.375,-4996.56,1146.0,4996.56,1604.4,4.36,5013.22
2019-02-05,42.272,-4992.24,33.0,4992.24,1121.257,151.28,1394.992,103.871,-4704.84,14.0,4704.84,785.82,336.06,1454.191,47.014,-4890.9,30.0,4890.9,939.6,163.03,1410.431,35.166,-4947.6,42.0,4947.6,889.98,117.8,1476.959,3.787,-4995.25,689.0,4995.25,1247.09,7.25,2609.338,15.516,-4935.6,72.0,4935.6,1034.784,68.55,1117.152,21.0,-4978.4,80.0,4978.4,661.6,62.23,1680.0,52.26,-4882.02,33.0,4882.02,721.38,147.94,1724.58,4.074,-4996.56,1146.0,4996.56,1604.4,4.36,4669.176
2019-02-06,42.287,-4992.24,33.0,4992.24,1121.257,151.28,1395.473,102.718,-4704.84,14.0,4704.84,785.82,336.06,1438.051,47.357,-4890.9,30.0,4890.9,939.6,163.03,1420.718,35.616,-4947.6,42.0,4947.6,889.98,117.8,1495.879,3.844,-4995.25,689.0,4995.25,1247.09,7.25,2648.187,14.75,-4935.6,72.0,4935.6,1034.784,68.55,1062.0,20.953,-4978.4,80.0,4978.4,661.6,62.23,1676.267,51.59,-4882.02,33.0,4882.02,721.38,147.94,1702.47,4.152,-4996.56,1146.0,4996.56,1604.4,4.36,4757.644
2019-02-07,41.486,-4992.24,33.0,4992.24,1121.257,151.28,1369.044,101.982,-4704.84,14.0,4704.84,785.82,336.06,1427.744,46.848,-4890.9,30.0,4890.9,939.6,163.03,1405.426,35.046,-4947.6,42.0,4947.6,889.98,117.8,1471.939,3.787,-4995.25,689.0,4995.25,1247.09,7.25,2609.338,14.204,-4935.6,72.0,4935.6,1034.784,68.55,1022.688,20.323,-4978.4,80.0,4978.4,661.6,62.23,1625.867,51.72,-4882.02,33.0,4882.02,721.38,147.94,1706.76,4.109,-4996.56,1146.0,4996.56,1604.4,4.36,4708.495
2019-02-08,41.535,-4992.24,33.0,4992.24,1121.257,151.28,1370.652,102.369,-4704.84,14.0,4704.84,785.82,336.06,1433.169,46.607,-4890.9,30.0,4890.9,939.6,163.03,1398.198,34.743,-4947.6,42.0,4947.6,889.98,117.8,1459.197,3.721,-4995.25,689.0,4995.25,1247.09,7.25,2564.014,14.618,-4935.6,72.0,4935.6,1034.784,68.55,1052.496,20.913,-4978.4,80.0,4978.4,661.6,62.23,1673.067,52.92,-4882.02,33.0,4882.02,721.38,147.94,1746.36,4.057,-4996.56,1146.0,4996.56,1604.4,4.36,4649.516
2019-02-11,41.296,-4992.24,33.0,4992.24,1121.257,151.28,1362.77,101.962,-4704.84,14.0,4704.84,785.82,336.06,1427.472,47.107,-4890.9,30.0,4890.9,939.6,163.03,1413.211,35.202,-4947.6,42.0,4947.6,889.98,117.8,1478.503,3.562,-4995.25,689.0,4995.25,1247.09,7.25,2453.943,14.89,-4935.6,72.0,4935.6,1034.784,68.55,1072.08,21.32,-4978.4,80.0,4978.4,661.6,62.23,1705.6,52.19,-4882.02,33.0,4882.02,721.38,147.94,1722.27,4.074,-4996.56,1146.0,4996.56,1604.4,4.36,4669.176
2019-02-12,41.652,-4992.24,33.0,4992.24,1121.257,151.28,1374.513,103.551,-4704.84,14.0,4704.84,785.82,336.06,1449.715,47.876,-4890.9,30.0,4890.9,939.6,163.03,1436.287,35.524,-4947.6,42.0,4947.6,889.98,117.8,1492.018,3.693,-4995.25,689.0,4995.25,1247.09,7.25,2544.59,15.298,-4935.6,72.0,4935.6,1034.784,68.55,1101.456,18.41,-4978.4,80.0,4978.4,661.6,62.23,1472.8,53.79,-4882.02,33.0,4882.02,721.38,147.94,1775.07,4.134,-4996.56,1146.0,4996.56,1604.4,4.36,4737.985
2019-02-13,41.479,-4992.24,33.0,4992.24,1121.257,151.28,1368.802,103.474,-4704.84,14.0,4704.84,785.82,336.06,1448.63,47.811,-4890.9,30.0,4890.9,939.6,163.03,1434.341,35.055,-4947.6,42.0,4947.6,889.98,117.8,1472.325,3.552,-4995.25,689.0,4995.25,1247.09,7.25,2447.468,15.134,-4935.6,72.0,4935.6,1034.784,68.55,1089.648,18.217,-4978.4,80.0,4978.4,661.6,62.23,1457.333,53.8,-4882.02,33.0,4882.02,721.38,147.94,1775.4,4.177,-4996.56,1146.0,4996.56,1604.4,4.36,4787.134
2019-02-14,41.63,-4992.24,33.0,4992.24,1121.257,151.28,1373.789,103.561,-4704.84,14.0,4704.84,785.82,336.06,1449.851,47.793,-4890.9,30.0,4890.9,939.6,163.03,1433.785,34.991,-4947.6,42.0,4947.6,889.98,117.8,1469.622,3.571,-4995.25,689.0,4995.25,1247.09,7.25,2460.418,15.343,-4935.6,72.0,4935.6,1034.784,68.55,1104.696,18.507,-4978.4,80.0,4978.4,661.6,62.23,1480.533,53.05,-4882.02,33.0,4882.02,721.38,147.94,1750.65,4.323,-4996.56,1146.0,4996.56,1604.4,4.36,4954.241
2019-02-15,41.537,-4992.24,33.0,4992.24,1121.257,151.28,1370.733,104.84,-4704.84,14.0,4704.84,785.82,336.06,1467.754,48.173,-4890.9,30.0,4890.9,939.6,163.03,1445.184,35.019,-4947.6,42.0,4947.6,889.98,117.8,1470.781,3.58,-4995.25,689.0,4995.25,1247.09,7.25,2466.892,15.812,-4935.6,72.0,4935.6,1034.784,68.55,1138.464,18.15,-4978.4,80.0,4978.4,661.6,62.23,1452.0,54.24,-4882.02,33.0,4882.02,721.38,147.94,1789.92,4.246,-4996.56,1146.0,4996.56,1604.4,4.36,4865.773
2019-02-19,41.662,-4992.24,33.0,4992.24,1121.257,151.28,1374.835,104.791,-4704.84,14.0,4704.84,785.82,336.06,1467.075,48.201,-4890.9,30.0,4890.9,939.6,163.03,1446.018,35.359,-4947.6,42.0,4947.6,889.98,117.8,1485.067,3.58,-4995.25,689.0,4995.25,1247.09,7.25,2466.892,16.17,-4935.6,72.0,4935.6,1034.784,68.55,1164.24,18.013,-4978.4,80.0,4978.4,661.6,62.23,1441.067,54.31,-4882.02,33.0,4882.02,721.38,147.94,1792.23,4.357,-4996.56,1146.0,4996.56,1604.4,4.36,4993.561
2019-02-20,41.93,-4992.24,33.0,4992.24,1121.257,151.28,1383.682,104.246,-4704.84,14.0,4704.84,785.82,336.06,1459.448,48.608,-4890.9,30.0,4890.9,939.6,163.03,1458.251,35.855,-4947.6,42.0,4947.6,889.98,117.8,1505.919,3.646,-4995.25,689.0,4995.25,1247.09,7.25,2512.216,15.009,-4935.6,72.0,4935.6,1034.784,68.55,1080.648,17.853,-4978.4,80.0,4978.4,661.6,62.23,1428.267,51.47,-4882.02,33.0,4882.02,721.38,147.94,1698.51,4.658,-4996.56,1146.0,4996.56,1604.4,4.36,5337.605
2019-02-21,41.693,-4992.24,33.0,4992.24,1121.257,151.28,1375.88,106.445,-4704.84,14.0,4704.84,785.82,336.06,1490.231,48.516,-4890.9,30.0,4890.9,939.6,163.03,1455.471,35.837,-4947.6,42.0,4947.6,889.98,117.8,1505.146,3.627,-4995.25,689.0,4995.25,1247.09,7.25,2499.266,15.049,-4935.6,72.0,4935.6,1034.784,68.55,1083.528,18.183,-4978.4,80.0,4978.4,661.6,62.23,1454.667,52.28,-4882.02,33.0,4882.02,721.38,147.94,1725.24,4.426,-4996.56,1146.0,4996.56,1604.4,4.36,5072.199
2019-02-22,42.159,-4992.24,33.0,4992.24,1121.257,151.28,1391.243,107.963,-4704.84,14.0,4704.84,785.82,336.06,1511.479,49.229,-4890.9,30.0,4890.9,939.6,163.03,1476.879,36.214,-4947.6,42.0,4947.6,889.98,117.8,1520.978,3.656,-4995.25,689.0,4995.25,1247.09,7.25,2518.691,19.773,-4935.6,72.0,4935.6,1034.784,68.55,1423.656,18.007,-4978.4,80.0,4978.4,661.6,62.23,1440.533,53.0,-4882.02,33.0,4882.02,721.38,147.94,1749.0,4.726,-4996.56,1146.0,4996.56,1604.4,4.36,5416.244
2019-02-25,42.466,-4992.24,33.0,4992.24,1121.257,151.28,1401.378,108.566,-4704.84,14.0,4704.84,785.82,336.06,1519.923,49.109,-4890.9,30.0,4890.9,939.6,163.03,1473.265,36.388,-4947.6,42.0,4947.6,889.98,117.8,1528.314,3.74,-4995.25,689.0,4995.25,1247.09,7.25,2576.964,19.762,-4935.6,72.0,4935.6,1034.784,68.55,1422.864,17.793,-4978.4,80.0,4978.4,661.6,62.23,1423.467,53.36,-4882.02,33.0,4882.02,721.38,147.94,1760.88,4.872,-4996.56,1146.0,4996.56,1604.4,4.36,5583.351
2019-02-26,42.49,-4992.24,33.0,4992.24,1121.257,151.28,1402.182,109.315,-4704.84,14.0,4704.84,785.82,336.06,1530.411,49.146,-4890.9,30.0,4890.9,939.6,163.03,1474.377,36.407,-4947.6,42.0,4947.6,889.98,117.8,1529.087,3.881,-4995.25,689.0,4995.25,1247.09,7.25,2674.086,19.55,-4935.6,72.0,4935.6,1034.784,68.55,1407.6,17.59,-4978.4,80.0,4978.4,661.6,62.23,1407.2,53.58,-4882.02,33.0,4882.02,721.38,147.94,1768.14,4.666,-4996.56,1146.0,4996.56,1604.4,4.36,5347.435
2019-02-27,42.622,-4992.24,33.0,4992.24,1121.257,151.28,1406.525,109.13,-4704.84,14.0,4704.84,785.82,336.06,1527.823,49.155,-4890.9,30.0,4890.9,939.6,163.03,1474.655,36.269,-4947.6,42.0,4947.6,889.98,117.8,1523.295,3.778,-4995.25,689.0,4995.25,1247.09,7.25,2602.863,19.5,-4935.6,72.0,4935.6,1034.784,68.55,1404.0,18.007,-4978.4,80.0,4978.4,661.6,62.23,1440.533,53.85,-4882.02,33.0,4882.02,721.38,147.94,1777.05,4.923,-4996.56,1146.0,4996.56,1604.4,4.36,5642.33
2019-02-28,42.203,-4992.24,33.0,4992.24,1121.257,151.28,1392.691,108.994,-4704.84,14.0,4704.84,785.82,336.06,1525.916,49.48,-4890.9,30.0,4890.9,939.6,163.03,1484.386,35.901,-4947.6,42.0,4947.6,889.98,117.8,1507.849,3.787,-4995.25,689.0,4995.25,1247.09,7.25,2609.338,19.754,-4935.6,72.0,4935.6,1034.784,68.55,1422.288,18.987,-4978.4,80.0,4978.4,661.6,62.23,1518.933,53.04,-4882.02,33.0,4882.02,721.38,147.94,1750.32,5.224,-4996.56,1146.0,4996.56,1604.4,4.36,5986.375
2019-03-01,42.646,-4992.24,33.0,4992.24,1121.257,151.28,1407.329,109.48,-4704.84,14.0,4704.84,785.82,336.06,1532.727,50.23,-4890.9,30.0,4890.9,939.6,163.03,1506.906,36.214,-4947.6,42.0,4947.6,889.98,117.8,1520.978,3.778,-4995.25,689.0,4995.25,1247.09,7.25,2602.863,19.512,-4935.6,72.0,4935.6,1034.784,68.55,1404.864,19.553,-4978.4,80.0,4978.4,661.6,62.23,1564.267,54.71,-4882.02,33.0,4882.02,721.38,147.94,1805.43,5.061,-4996.56,1146.0,4996.56,1604.4,4.36,5799.608
