date,TAL_adj_close,TAL_cashflow,TAL_cml_units,TAL_cml_cost,TAL_gain_loss,TAL_avg_price,TAL_mktvalue
2020-01-10,53.9,-4997.58,978.0,4997.58,21046.56,5.11,52714.201
2020-01-13,55.1,-4997.58,978.0,4997.58,21046.56,5.11,53887.799
2020-01-14,55.67,-4997.58,978.0,4997.58,21046.56,5.11,54445.258
2020-01-15,56.54,-4997.58,978.0,4997.58,21046.56,5.11,55296.121
2020-01-16,56.13,-4997.58,978.0,4997.58,21046.56,5.11,54895.141
2020-01-17,54.02,-4997.58,978.0,4997.58,21046.56,5.11,52831.56
2020-01-21,51.95,-4997.58,978.0,4997.58,21046.56,5.11,50807.101
2020-01-22,49.4,-4997.58,978.0,4997.58,21046.56,5.11,48313.201
2020-01-23,48.43,-4997.58,978.0,4997.58,21046.56,5.11,47364.54
2020-01-24,46.68,-4997.58,978.0,4997.58,21046.56,5.11,45653.04
2020-01-27,47.43,-4997.58,978.0,4997.58,21046.56,5.11,46386.54
2020-01-28,49.96,-4997.58,978.0,4997.58,21046.56,5.11,48860.879
2020-01-29,49.79,-4997.58,978.0,4997.58,21046.56,5.11,48694.621
2020-01-30,48.48,-4997.58,978.0,4997.58,21046.56,5.11,47413.44
2020-01-31,49.9,-4997.58,978.0,4997.58,21046.56,5.11,48802.201
2020-02-03,55.29,-4997.58,978.0,4997.58,21046.56,5.11,54073.621
2020-02-04,56.05,-4997.58,978.0,4997.58,21046.56,5.11,54816.899
2020-02-05,54.08,-4997.58,978.0,4997.58,21046.56,5.11,52890.242
2020-02-06,55.02,-4997.58,978.0,4997.58,21046.56,5.11,53809.56
2020-02-07,56.01,-4997.58,978.0,4997.58,21046.56,5.11,54777.778
2020-02-10,57.9,-4997.58,978.0,4997.58,21046.56,5.11,56626.201
2020-02-11,58.19,-4997.58,978.0,4997.58,21046.56,5.11,56909.819
2020-02-12,59.18,-4997.58,978.0,4997.58,21046.56,5.11,57878.04
2020-02-13,58.78,-4997.58,978.0,4997.58,21046.56,5.11,57486.839
2020-02-14,59.12,-4997.58,978.0,4997.58,21046.56,5.11,57819.359
2020-02-18,57.96,-4997.58,978.0,4997.58,21046.56,5.11,56684.879
2020-02-19,59.4,-4997.58,978.0,4997.58,21046.56,5.11,58093.201
2020-02-20,58.46,-4997.58,978.0,4997.58,21046.56,5.11,57173.879
2020-02-21,59.47,-4997.58,978.0,4997.58,21046.56,5.11,58161.661
2020-02-24,57.59,-4997.58,978.0,4997.58,21046.56,5.11,56323.02
2020-02-25,56.58,-4997.58,978.0,4997.58,21046.56,5.11,55335.242
2020-02-26,56.3,-4997.58,978.0,4997.58,21046.56,5.11,55061.399
2020-02-27,55.16,-4997.58,978.0,4997.58,21046.56,5.11,53946.48
2020-02-28,54.39,-4997.58,978.0,4997.58,21046.56,5.11,53193.419
2020-03-02,58.0,-4997.58,978.0,4997.58,21046.56,5.11,56724.0
2020-03-03,58.31,-4997.58,978.0,4997.58,21046.56,5.11,57027.181
2020-03-04,57.7,-4997.58,978.0,4997.58,21046.56,5.11,56430.601
2020-03-05,58.49,-4997.58,978.0,4997.58,21046.56,5.11,57203.222
2020-03-06,56.49,-4997.58,978.0,4997.58,21046.56,5.11,55247.222
2020-03-09,54.67,-4997.58,978.0,4997.58,21046.56,5.11,53467.258
2020-03-10,54.24,-4997.58,978.0,4997.58,21046.56,5.11,53046.722
2020-03-11,53.66,-4997.58,978.0,4997.58,21046.56,5.11,52479.48
2020-03-12,51.01,-4997.58,978.0,4997.58,21046.56,5.11,49887.778
2020-03-13,52.59,-4997.58,978.0,4997.58,21046.56,5.11,51433.02
2020-03-16,48.41,-4997.58,978.0,4997.58,21046.56,5.11,47344.98
2020-03-17,51.82,-4997.58,978.0,4997.58,21046.56,5.11,50679.96
2020-03-18,49.62,-4997.58,978.0,4997.58,21046.56,5.11,48528.359
2020-03-19,48.08,-4997.58,978.0,4997.58,21046.56,5.11,47022.242
2020-03-20,48.36,-4997.58,978.0,4997.58,21046.56,5.11,47296.081
2020-03-23,47.0,-4997.58,978.0,4997.58,21046.56,5.11,45966.0
2020-03-24,52.96,-4997.58,978.0,4997.58,21046.56,5.11,51794.879
2020-03-25,55.61,-4997.58,978.0,4997.58,21046.56,5.11,54386.581
2020-03-26,55.73,-4997.58,978.0,4997.58,21046.56,5.11,54503.94
2020-03-27,53.44,-4997.58,978.0,4997.58,21046.56,5.11,52264.319
2020-03-30,52.0,-4997.58,978.0,4997.58,21046.56,5.11,50856.0
2020-03-31,53.26,-4997.58,978.0,4997.58,21046.56,5.11,52088.278
2020-04-01,51.57,-4997.58,978.0,4997.58,21046.56,5.11,50435.46
2020-04-02,50.68,-4997.58,978.0,4997.58,21046.56,5.11,49565.04
2020-04-03,50.65,-4997.58,978.0,4997.58,21046.56,5.11,49535.701
2020-04-06,53.76,-4997.58,978.0,4997.58,21046.56,5.11,52577.278
2020-04-07,55.82,-4997.58,978.0,4997.58,21046.56,5.11,54591.96
2020-04-08,52.06,-4997.58,978.0,4997.58,21046.56,5.11,50914.681
2020-04-09,50.82,-4997.58,978.0,4997.58,21046.56,5.11,49701.96
2020-04-13,51.8,-4997.58,978.0,4997.58,21046.56,5.11,50660.399
2020-04-14,52.44,-4997.58,978.0,4997.58,21046.56,5.11,51286.319
2020-04-15,52.19,-4997.58,978.0,4997.58,21046.56,5.11,51041.819
2020-04-16,50.24,-4997.58,978.0,4997.58,21046.56,5.11,49134.722
2020-04-17,51.66,-4997.58,978.0,4997.58,21046.56,5.11,50523.48
2020-04-20,50.01,-4997.58,978.0,4997.58,21046.56,5.11,48909.778
2020-04-21,50.96,-4997.58,978.0,4997.58,21046.56,5.11,49838.879
2020-04-22,50.72,-4997.58,978.0,4997.58,21046.56,5.11,49604.161
2020-04-23,49.79,-4997.58,978.0,4997.58,21046.56,5.11,48694.621
2020-04-24,47.39,-4997.58,978.0,4997.58,21046.56,5.11,46347.419
2020-04-27,51.4,-4997.58,978.0,4997.58,21046.56,5.11,50269.201
2020-04-28,51.84,-4997.58,978.0,4997.58,21046.56,5.11,50699.52
2020-04-29,55.26,-4997.58,978.0,4997.58,21046.56,5.11,54044.278
2020-04-30,54.19,-4997.58,978.0,4997.58,21046.56,5.11,52997.819
2020-05-01,49.9,-4997.58,978.0,4997.58,21046.56,5.11,48802.201
