date,GWRE_adj_close,GWRE_cashflow,GWRE_cml_units,GWRE_cml_cost,GWRE_gain_loss,GWRE_avg_price,GWRE_mktvalue,VIV_adj_close,VIV_cashflow,VIV_cml_units,VIV_cml_cost,VIV_gain_loss,VIV_avg_price,VIV_mktvalue,PAM_adj_close,PAM_cashflow,PAM_cml_units,PAM_cml_cost,PAM_gain_loss,PAM_avg_price,PAM_mktvalue,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue
2019-02-13,92.63,-4915.56,39.0,4915.56,1152.06,126.04,3612.57,11.243,-4992.225,555.0,4992.225,1326.45,8.995,6239.812,38.03,-4987.71,261.0,4987.71,-4014.18,19.11,9925.83,2.48,-4999.54,2747.0,4999.54,2444.83,1.82,6812.56
2019-02-14,93.0,-4915.56,39.0,4915.56,1152.06,126.04,3627.0,11.331,-4992.225,555.0,4992.225,1326.45,8.995,6288.521,37.82,-4987.71,261.0,4987.71,-4014.18,19.11,9871.02,2.47,-4999.54,2747.0,4999.54,2444.83,1.82,6785.09
2019-02-15,92.91,-4915.56,39.0,4915.56,1152.06,126.04,3623.49,11.383,-4992.225,555.0,4992.225,1326.45,8.995,6317.747,37.2,-4987.71,261.0,4987.71,-4014.18,19.11,9709.2,2.71,-4999.54,2747.0,4999.54,2444.83,1.82,7444.37
2019-02-19,92.71,-4915.56,39.0,4915.56,1152.06,126.04,3615.69,11.418,-4992.225,555.0,4992.225,1326.45,8.995,6337.232,34.71,-4987.71,261.0,4987.71,-4014.18,19.11,9059.31,2.6,-4999.54,2747.0,4999.54,2444.83,1.82,7142.2
2019-02-20,91.66,-4915.56,39.0,4915.56,1152.06,126.04,3574.74,11.173,-4992.225,555.0,4992.225,1326.45,8.995,6200.843,34.55,-4987.71,261.0,4987.71,-4014.18,19.11,9017.55,2.59,-4999.54,2747.0,4999.54,2444.83,1.82,7114.73
2019-02-21,91.04,-4915.56,39.0,4915.56,1152.06,126.04,3550.56,11.102,-4992.225,555.0,4992.225,1326.45,8.995,6161.874,33.82,-4987.71,261.0,4987.71,-4014.18,19.11,8827.02,2.41,-4999.54,2747.0,4999.54,2444.83,1.82,6620.27
2019-02-22,92.0,-4915.56,39.0,4915.56,1152.06,126.04,3588.0,11.243,-4992.225,555.0,4992.225,1326.45,8.995,6239.812,34.42,-4987.71,261.0,4987.71,-4014.18,19.11,8983.62,2.25,-4999.54,2747.0,4999.54,2444.83,1.82,6180.75
2019-02-25,91.53,-4915.56,39.0,4915.56,1152.06,126.04,3569.67,11.225,-4992.225,555.0,4992.225,1326.45,8.995,6230.068,33.76,-4987.71,261.0,4987.71,-4014.18,19.11,8811.36,2.12,-4999.54,2747.0,4999.54,2444.83,1.82,5823.64
2019-02-26,91.0,-4915.56,39.0,4915.56,1152.06,126.04,3549.0,11.278,-4992.225,555.0,4992.225,1326.45,8.995,6259.295,33.71,-4987.71,261.0,4987.71,-4014.18,19.11,8798.31,2.12,-4999.54,2747.0,4999.54,2444.83,1.82,5823.64
2019-02-27,92.16,-4915.56,39.0,4915.56,1152.06,126.04,3594.24,11.164,-4992.225,555.0,4992.225,1326.45,8.995,6195.972,32.88,-4987.71,261.0,4987.71,-4014.18,19.11,8581.68,2.12,-4999.54,2747.0,4999.54,2444.83,1.82,5823.64
2019-02-28,91.74,-4915.56,39.0,4915.56,1152.06,126.04,3577.86,10.953,-4992.225,555.0,4992.225,1326.45,8.995,6079.066,31.86,-4987.71,261.0,4987.71,-4014.18,19.11,8315.46,2.17,-4999.54,2747.0,4999.54,2444.83,1.82,5960.99
2019-03-01,93.62,-4915.56,39.0,4915.56,1152.06,126.04,3651.18,10.807,-4992.225,555.0,4992.225,1326.45,8.995,5997.946,30.49,-4987.71,261.0,4987.71,-4014.18,19.11,7957.89,2.13,-4999.54,2747.0,4999.54,2444.83,1.82,5851.11
2019-03-04,86.35,-4915.56,39.0,4915.56,1152.06,126.04,3367.65,10.736,-4992.225,555.0,4992.225,1326.45,8.995,5958.617,29.95,-4987.71,261.0,4987.71,-4014.18,19.11,7816.95,2.07,-4999.54,2747.0,4999.54,2444.83,1.82,5686.29
2019-03-05,87.86,-4915.56,39.0,4915.56,1152.06,126.04,3426.54,10.763,-4992.225,555.0,4992.225,1326.45,8.995,5973.366,30.4,-4987.71,261.0,4987.71,-4014.18,19.11,7934.4,2.05,-4999.54,2747.0,4999.54,2444.83,1.82,5631.35
2019-03-06,86.46,-4915.56,39.0,4915.56,1152.06,126.04,3371.94,10.47,-4992.225,555.0,4992.225,1326.45,8.995,5811.125,29.44,-4987.71,261.0,4987.71,-4014.18,19.11,7683.84,1.97,-4999.54,2747.0,4999.54,2444.83,1.82,5411.59
2019-03-07,90.22,-4915.56,39.0,4915.56,1152.06,126.04,3518.58,10.453,-4992.225,555.0,4992.225,1326.45,8.995,5801.293,29.34,-4987.71,261.0,4987.71,-4014.18,19.11,7657.74,1.88,-4999.54,2747.0,4999.54,2444.83,1.82,5164.36
2019-03-08,88.64,-4915.56,39.0,4915.56,1152.06,126.04,3456.96,10.665,-4992.225,555.0,4992.225,1326.45,8.995,5919.286,30.1,-4987.71,261.0,4987.71,-4014.18,19.11,7856.1,1.93,-4999.54,2747.0,4999.54,2444.83,1.82,5301.71
2019-03-11,89.96,-4915.56,39.0,4915.56,1152.06,126.04,3508.44,10.807,-4992.225,555.0,4992.225,1326.45,8.995,5997.946,30.68,-4987.71,261.0,4987.71,-4014.18,19.11,8007.48,2.06,-4999.54,2747.0,4999.54,2444.83,1.82,5658.82
2019-03-12,91.55,-4915.56,39.0,4915.56,1152.06,126.04,3570.45,10.851,-4992.225,555.0,4992.225,1326.45,8.995,6022.528,30.2,-4987.71,261.0,4987.71,-4014.18,19.11,7882.2,2.05,-4999.54,2747.0,4999.54,2444.83,1.82,5631.35
2019-03-13,93.54,-4915.56,39.0,4915.56,1152.06,126.04,3648.06,10.958,-4992.225,555.0,4992.225,1326.45,8.995,6081.524,30.79,-4987.71,261.0,4987.71,-4014.18,19.11,8036.19,2.23,-4999.54,2747.0,4999.54,2444.83,1.82,6125.81
2019-03-14,94.02,-4915.56,39.0,4915.56,1152.06,126.04,3666.78,10.86,-4992.225,555.0,4992.225,1326.45,8.995,6027.445,30.01,-4987.71,261.0,4987.71,-4014.18,19.11,7832.61,2.1,-4999.54,2747.0,4999.54,2444.83,1.82,5768.7
2019-03-15,93.9,-4915.56,39.0,4915.56,1152.06,126.04,3662.1,11.02,-4992.225,555.0,4992.225,1326.45,8.995,6115.939,30.8,-4987.71,261.0,4987.71,-4014.18,19.11,8038.8,2.18,-4999.54,2747.0,4999.54,2444.83,1.82,5988.46
2019-03-18,95.04,-4915.56,39.0,4915.56,1152.06,126.04,3706.56,11.312,-4992.225,555.0,4992.225,1326.45,8.995,6278.179,32.84,-4987.71,261.0,4987.71,-4014.18,19.11,8571.24,2.17,-4999.54,2747.0,4999.54,2444.83,1.82,5960.99
2019-03-19,95.43,-4915.56,39.0,4915.56,1152.06,126.04,3721.77,11.285,-4992.225,555.0,4992.225,1326.45,8.995,6263.43,31.41,-4987.71,261.0,4987.71,-4014.18,19.11,8198.01,2.24,-4999.54,2747.0,4999.54,2444.83,1.82,6153.28
2019-03-20,94.57,-4915.56,39.0,4915.56,1152.06,126.04,3688.23,11.427,-4992.225,555.0,4992.225,1326.45,8.995,6342.091,31.75,-4987.71,261.0,4987.71,-4014.18,19.11,8286.75,2.24,-4999.54,2747.0,4999.54,2444.83,1.82,6153.28
2019-03-21,96.25,-4915.56,39.0,4915.56,1152.06,126.04,3753.75,11.091,-4992.225,555.0,4992.225,1326.45,8.995,6155.27,30.91,-4987.71,261.0,4987.71,-4014.18,19.11,8067.51,2.3,-4999.54,2747.0,4999.54,2444.83,1.82,6318.1
2019-03-22,93.59,-4915.56,39.0,4915.56,1152.06,126.04,3650.01,10.789,-4992.225,555.0,4992.225,1326.45,8.995,5988.114,28.58,-4987.71,261.0,4987.71,-4014.18,19.11,7459.38,2.35,-4999.54,2747.0,4999.54,2444.83,1.82,6455.45
2019-03-25,93.4,-4915.56,39.0,4915.56,1152.06,126.04,3642.6,10.763,-4992.225,555.0,4992.225,1326.45,8.995,5973.366,28.48,-4987.71,261.0,4987.71,-4014.18,19.11,7433.28,2.12,-4999.54,2747.0,4999.54,2444.83,1.82,5823.64
2019-03-26,94.92,-4915.56,39.0,4915.56,1152.06,126.04,3701.88,10.781,-4992.225,555.0,4992.225,1326.45,8.995,5983.197,27.6,-4987.71,261.0,4987.71,-4014.18,19.11,7203.6,2.09,-4999.54,2747.0,4999.54,2444.83,1.82,5741.23
2019-03-27,93.98,-4915.56,39.0,4915.56,1152.06,126.04,3665.22,10.329,-4992.225,555.0,4992.225,1326.45,8.995,5732.464,26.11,-4987.71,261.0,4987.71,-4014.18,19.11,6814.71,2.01,-4999.54,2747.0,4999.54,2444.83,1.82,5521.47
2019-03-28,95.77,-4915.56,39.0,4915.56,1152.06,126.04,3735.03,10.603,-4992.225,555.0,4992.225,1326.45,8.995,5884.871,27.07,-4987.71,261.0,4987.71,-4014.18,19.11,7065.27,2.03,-4999.54,2747.0,4999.54,2444.83,1.82,5576.41
2019-03-29,97.16,-4915.56,39.0,4915.56,1152.06,126.04,3789.24,10.692,-4992.225,555.0,4992.225,1326.45,8.995,5934.033,27.57,-4987.71,261.0,4987.71,-4014.18,19.11,7195.77,1.97,-4999.54,2747.0,4999.54,2444.83,1.82,5411.59
2019-04-01,98.74,-4915.56,39.0,4915.56,1152.06,126.04,3850.86,10.851,-4992.225,555.0,4992.225,1326.45,8.995,6022.528,26.92,-4987.71,261.0,4987.71,-4014.18,19.11,7026.12,1.99,-4999.54,2747.0,4999.54,2444.83,1.82,5466.53
2019-04-02,99.3,-4915.56,39.0,4915.56,1152.06,126.04,3872.7,10.781,-4992.225,555.0,4992.225,1326.45,8.995,5983.197,26.68,-4987.71,261.0,4987.71,-4014.18,19.11,6963.48,2.08,-4999.54,2747.0,4999.54,2444.83,1.82,5713.76
2019-04-03,99.99,-4915.56,39.0,4915.56,1152.06,126.04,3899.61,10.825,-4992.225,555.0,4992.225,1326.45,8.995,6007.78,25.79,-4987.71,261.0,4987.71,-4014.18,19.11,6731.19,2.09,-4999.54,2747.0,4999.54,2444.83,1.82,5741.23
2019-04-04,99.45,-4915.56,39.0,4915.56,1152.06,126.04,3878.55,11.161,-4992.225,555.0,4992.225,1326.45,8.995,6194.601,25.4,-4987.71,261.0,4987.71,-4014.18,19.11,6629.4,2.12,-4999.54,2747.0,4999.54,2444.83,1.82,5823.64
2019-04-05,99.99,-4915.56,39.0,4915.56,1152.06,126.04,3899.61,11.321,-4992.225,555.0,4992.225,1326.45,8.995,6283.095,25.2,-4987.71,261.0,4987.71,-4014.18,19.11,6577.2,2.07,-4999.54,2747.0,4999.54,2444.83,1.82,5686.29
2019-04-08,100.12,-4915.56,39.0,4915.56,1152.06,126.04,3904.68,11.463,-4992.225,555.0,4992.225,1326.45,8.995,6361.756,25.77,-4987.71,261.0,4987.71,-4014.18,19.11,6725.97,2.1,-4999.54,2747.0,4999.54,2444.83,1.82,5768.7
2019-04-09,100.76,-4915.56,39.0,4915.56,1152.06,126.04,3929.64,11.135,-4992.225,555.0,4992.225,1326.45,8.995,6179.852,24.57,-4987.71,261.0,4987.71,-4014.18,19.11,6412.77,2.06,-4999.54,2747.0,4999.54,2444.83,1.82,5658.82
2019-04-10,102.02,-4915.56,39.0,4915.56,1152.06,126.04,3978.78,11.17,-4992.225,555.0,4992.225,1326.45,8.995,6199.517,24.7,-4987.71,261.0,4987.71,-4014.18,19.11,6446.7,2.08,-4999.54,2747.0,4999.54,2444.83,1.82,5713.76
2019-04-11,102.26,-4915.56,39.0,4915.56,1152.06,126.04,3988.14,11.135,-4992.225,555.0,4992.225,1326.45,8.995,6179.852,23.94,-4987.71,261.0,4987.71,-4014.18,19.11,6248.34,2.0,-4999.54,2747.0,4999.54,2444.83,1.82,5494.0
2019-04-12,103.09,-4915.56,39.0,4915.56,1152.06,126.04,4020.51,10.92,-4992.225,555.0,4992.225,1326.45,8.995,6060.568,23.92,-4987.71,261.0,4987.71,-4014.18,19.11,6243.12,1.81,-4999.54,2747.0,4999.54,2444.83,1.82,4972.07
2019-04-15,103.61,-4915.56,39.0,4915.56,1152.06,126.04,4040.79,10.947,-4992.225,555.0,4992.225,1326.45,8.995,6075.797,24.8,-4987.71,261.0,4987.71,-4014.18,19.11,6472.8,1.79,-4999.54,2747.0,4999.54,2444.83,1.82,4917.13
2019-04-16,103.25,-4915.56,39.0,4915.56,1152.06,126.04,4026.75,11.002,-4992.225,555.0,4992.225,1326.45,8.995,6106.252,24.44,-4987.71,261.0,4987.71,-4014.18,19.11,6378.84,1.89,-4999.54,2747.0,4999.54,2444.83,1.82,5191.83
2019-04-17,102.05,-4915.56,39.0,4915.56,1152.06,126.04,3979.95,10.783,-4992.225,555.0,4992.225,1326.45,8.995,5984.431,24.33,-4987.71,261.0,4987.71,-4014.18,19.11,6350.13,2.0,-4999.54,2747.0,4999.54,2444.83,1.82,5494.0
2019-04-18,102.2,-4915.56,39.0,4915.56,1152.06,126.04,3985.8,10.92,-4992.225,555.0,4992.225,1326.45,8.995,6060.568,23.56,-4987.71,261.0,4987.71,-4014.18,19.11,6149.16,2.09,-4999.54,2747.0,4999.54,2444.83,1.82,5741.23
2019-04-22,104.05,-4915.56,39.0,4915.56,1152.06,126.04,4057.95,10.874,-4992.225,555.0,4992.225,1326.45,8.995,6035.19,23.53,-4987.71,261.0,4987.71,-4014.18,19.11,6141.33,1.92,-4999.54,2747.0,4999.54,2444.83,1.82,5274.24
2019-04-23,103.96,-4915.56,39.0,4915.56,1152.06,126.04,4054.44,10.865,-4992.225,555.0,4992.225,1326.45,8.995,6030.115,23.46,-4987.71,261.0,4987.71,-4014.18,19.11,6123.06,1.93,-4999.54,2747.0,4999.54,2444.83,1.82,5301.71
2019-04-24,104.75,-4915.56,39.0,4915.56,1152.06,126.04,4085.25,10.646,-4992.225,555.0,4992.225,1326.45,8.995,5908.294,21.48,-4987.71,261.0,4987.71,-4014.18,19.11,5606.28,1.87,-4999.54,2747.0,4999.54,2444.83,1.82,5136.89
2019-04-25,105.63,-4915.56,39.0,4915.56,1152.06,126.04,4119.57,10.792,-4992.225,555.0,4992.225,1326.45,8.995,5989.506,21.32,-4987.71,261.0,4987.71,-4014.18,19.11,5564.52,1.85,-4999.54,2747.0,4999.54,2444.83,1.82,5081.95
2019-04-26,106.34,-4915.56,39.0,4915.56,1152.06,126.04,4147.26,10.792,-4992.225,555.0,4992.225,1326.45,8.995,5989.506,20.59,-4987.71,261.0,4987.71,-4014.18,19.11,5373.99,1.82,-4999.54,2747.0,4999.54,2444.83,1.82,4999.54
2019-04-29,106.98,-4915.56,39.0,4915.56,1152.06,126.04,4172.22,10.774,-4992.225,555.0,4992.225,1326.45,8.995,5979.356,20.3,-4987.71,261.0,4987.71,-4014.18,19.11,5298.3,1.82,-4999.54,2747.0,4999.54,2444.83,1.82,4999.54
2019-04-30,106.5,-4915.56,39.0,4915.56,1152.06,126.04,4153.5,10.883,-4992.225,555.0,4992.225,1326.45,8.995,6040.266,20.95,-4987.71,261.0,4987.71,-4014.18,19.11,5467.95,1.83,-4999.54,2747.0,4999.54,2444.83,1.82,5027.01
2019-05-01,104.89,-4915.56,39.0,4915.56,1152.06,126.04,4090.71,10.7,-4992.225,555.0,4992.225,1326.45,8.995,5938.749,21.1,-4987.71,261.0,4987.71,-4014.18,19.11,5507.1,1.81,-4999.54,2747.0,4999.54,2444.83,1.82,4972.07
2019-05-02,104.17,-4915.56,39.0,4915.56,1152.06,126.04,4062.63,10.606,-4992.225,555.0,4992.225,1326.45,8.995,5886.583,21.78,-4987.71,261.0,4987.71,-4014.18,19.11,5684.58,1.81,-4999.54,2747.0,4999.54,2444.83,1.82,4972.07
2019-05-03,104.5,-4915.56,39.0,4915.56,1152.06,126.04,4075.5,10.671,-4992.225,555.0,4992.225,1326.45,8.995,5922.383,23.13,-4987.71,261.0,4987.71,-4014.18,19.11,6036.93,1.8,-4999.54,2747.0,4999.54,2444.83,1.82,4944.6
2019-05-06,104.64,-4915.56,39.0,4915.56,1152.06,126.04,4080.96,10.56,-4992.225,555.0,4992.225,1326.45,8.995,5861.011,23.47,-4987.71,261.0,4987.71,-4014.18,19.11,6125.67,1.81,-4999.54,2747.0,4999.54,2444.83,1.82,4972.07
2019-05-07,102.41,-4915.56,39.0,4915.56,1152.06,126.04,3993.99,10.57,-4992.225,555.0,4992.225,1326.45,8.995,5866.125,22.75,-4987.71,261.0,4987.71,-4014.18,19.11,5937.75,1.73,-4999.54,2747.0,4999.54,2444.83,1.82,4752.31
2019-05-08,102.89,-4915.56,39.0,4915.56,1152.06,126.04,4012.71,10.653,-4992.225,555.0,4992.225,1326.45,8.995,5912.155,23.66,-4987.71,261.0,4987.71,-4014.18,19.11,6175.26,1.72,-4999.54,2747.0,4999.54,2444.83,1.82,4724.84
2019-05-09,103.29,-4915.56,39.0,4915.56,1152.06,126.04,4028.31,10.579,-4992.225,555.0,4992.225,1326.45,8.995,5871.24,23.73,-4987.71,261.0,4987.71,-4014.18,19.11,6193.53,1.61,-4999.54,2747.0,4999.54,2444.83,1.82,4422.67
2019-05-10,104.22,-4915.56,39.0,4915.56,1152.06,126.04,4064.58,10.57,-4992.225,555.0,4992.225,1326.45,8.995,5866.125,23.19,-4987.71,261.0,4987.71,-4014.18,19.11,6052.59,1.71,-4999.54,2747.0,4999.54,2444.83,1.82,4697.37
2019-05-13,101.65,-4915.56,39.0,4915.56,1152.06,126.04,3964.35,10.367,-4992.225,555.0,4992.225,1326.45,8.995,5753.611,22.23,-4987.71,261.0,4987.71,-4014.18,19.11,5802.03,1.56,-4999.54,2747.0,4999.54,2444.83,1.82,4285.32
2019-05-14,103.36,-4915.56,39.0,4915.56,1152.06,126.04,4031.04,10.367,-4992.225,555.0,4992.225,1326.45,8.995,5753.611,22.76,-4987.71,261.0,4987.71,-4014.18,19.11,5940.36,1.59,-4999.54,2747.0,4999.54,2444.83,1.82,4367.73
2019-05-15,104.53,-4915.56,39.0,4915.56,1152.06,126.04,4076.67,10.284,-4992.225,555.0,4992.225,1326.45,8.995,5707.582,23.13,-4987.71,261.0,4987.71,-4014.18,19.11,6036.93,1.7,-4999.54,2747.0,4999.54,2444.83,1.82,4669.9
2019-05-16,108.38,-4915.56,39.0,4915.56,1152.06,126.04,4226.82,10.155,-4992.225,555.0,4992.225,1326.45,8.995,5635.981,23.43,-4987.71,261.0,4987.71,-4014.18,19.11,6115.23,1.63,-4999.54,2747.0,4999.54,2444.83,1.82,4477.61
2019-05-17,106.21,-4915.56,39.0,4915.56,1152.06,126.04,4142.19,10.072,-4992.225,555.0,4992.225,1326.45,8.995,5589.952,22.72,-4987.71,261.0,4987.71,-4014.18,19.11,5929.92,1.63,-4999.54,2747.0,4999.54,2444.83,1.82,4477.61
2019-05-20,104.96,-4915.56,39.0,4915.56,1152.06,126.04,4093.44,10.21,-4992.225,555.0,4992.225,1326.45,8.995,5666.668,23.09,-4987.71,261.0,4987.71,-4014.18,19.11,6026.49,1.7,-4999.54,2747.0,4999.54,2444.83,1.82,4669.9
2019-05-21,105.85,-4915.56,39.0,4915.56,1152.06,126.04,4128.15,10.496,-4992.225,555.0,4992.225,1326.45,8.995,5825.21,25.11,-4987.71,261.0,4987.71,-4014.18,19.11,6553.71,1.64,-4999.54,2747.0,4999.54,2444.83,1.82,4505.08
2019-05-22,107.66,-4915.56,39.0,4915.56,1152.06,126.04,4198.74,10.579,-4992.225,555.0,4992.225,1326.45,8.995,5871.24,25.72,-4987.71,261.0,4987.71,-4014.18,19.11,6712.92,1.68,-4999.54,2747.0,4999.54,2444.83,1.82,4614.96
2019-05-23,105.2,-4915.56,39.0,4915.56,1152.06,126.04,4102.8,10.643,-4992.225,555.0,4992.225,1326.45,8.995,5907.041,25.24,-4987.71,261.0,4987.71,-4014.18,19.11,6587.64,1.54,-4999.54,2747.0,4999.54,2444.83,1.82,4230.38
2019-05-24,105.74,-4915.56,39.0,4915.56,1152.06,126.04,4123.86,10.643,-4992.225,555.0,4992.225,1326.45,8.995,5907.041,26.02,-4987.71,261.0,4987.71,-4014.18,19.11,6791.22,1.59,-4999.54,2747.0,4999.54,2444.83,1.82,4367.73
2019-05-28,105.92,-4915.56,39.0,4915.56,1152.06,126.04,4130.88,10.662,-4992.225,555.0,4992.225,1326.45,8.995,5917.269,26.08,-4987.71,261.0,4987.71,-4014.18,19.11,6806.88,1.68,-4999.54,2747.0,4999.54,2444.83,1.82,4614.96
2019-05-29,102.76,-4915.56,39.0,4915.56,1152.06,126.04,4007.64,10.791,-4992.225,555.0,4992.225,1326.45,8.995,5988.869,25.86,-4987.71,261.0,4987.71,-4014.18,19.11,6749.46,1.82,-4999.54,2747.0,4999.54,2444.83,1.82,4999.54
2019-05-30,102.98,-4915.56,39.0,4915.56,1152.06,126.04,4016.22,10.966,-4992.225,555.0,4992.225,1326.45,8.995,6086.041,26.1,-4987.71,261.0,4987.71,-4014.18,19.11,6812.1,1.64,-4999.54,2747.0,4999.54,2444.83,1.82,4505.08
2019-05-31,100.52,-4915.56,39.0,4915.56,1152.06,126.04,3920.28,11.279,-4992.225,555.0,4992.225,1326.45,8.995,6259.928,25.28,-4987.71,261.0,4987.71,-4014.18,19.11,6598.08,1.59,-4999.54,2747.0,4999.54,2444.83,1.82,4367.73
2019-06-03,96.87,-4915.56,39.0,4915.56,1152.06,126.04,3777.93,11.602,-4992.225,555.0,4992.225,1326.45,8.995,6438.93,25.49,-4987.71,261.0,4987.71,-4014.18,19.11,6652.89,1.6,-4999.54,2747.0,4999.54,2444.83,1.82,4395.2
2019-06-04,98.1,-4915.56,39.0,4915.56,1152.06,126.04,3825.9,11.906,-4992.225,555.0,4992.225,1326.45,8.995,6607.701,26.74,-4987.71,261.0,4987.71,-4014.18,19.11,6979.14,1.62,-4999.54,2747.0,4999.54,2444.83,1.82,4450.14
2019-06-05,95.15,-4915.56,39.0,4915.56,1152.06,126.04,3710.85,11.731,-4992.225,555.0,4992.225,1326.45,8.995,6510.529,27.49,-4987.71,261.0,4987.71,-4014.18,19.11,7174.89,1.56,-4999.54,2747.0,4999.54,2444.83,1.82,4285.32
2019-06-06,96.23,-4915.56,39.0,4915.56,1152.06,126.04,3752.97,11.703,-4992.225,555.0,4992.225,1326.45,8.995,6495.187,27.4,-4987.71,261.0,4987.71,-4014.18,19.11,7151.4,1.47,-4999.54,2747.0,4999.54,2444.83,1.82,4038.09
2019-06-07,97.02,-4915.56,39.0,4915.56,1152.06,126.04,3783.78,11.703,-4992.225,555.0,4992.225,1326.45,8.995,6495.187,26.03,-4987.71,261.0,4987.71,-4014.18,19.11,6793.83,1.48,-4999.54,2747.0,4999.54,2444.83,1.82,4065.56
2019-06-10,98.24,-4915.56,39.0,4915.56,1152.06,126.04,3831.36,11.694,-4992.225,555.0,4992.225,1326.45,8.995,6490.073,26.96,-4987.71,261.0,4987.71,-4014.18,19.11,7036.56,1.52,-4999.54,2747.0,4999.54,2444.83,1.82,4175.44
2019-06-11,97.01,-4915.56,39.0,4915.56,1152.06,126.04,3783.39,11.768,-4992.225,555.0,4992.225,1326.45,8.995,6530.988,29.9,-4987.71,261.0,4987.71,-4014.18,19.11,7803.9,1.48,-4999.54,2747.0,4999.54,2444.83,1.82,4065.56
2019-06-12,97.71,-4915.56,39.0,4915.56,1152.06,126.04,3810.69,11.85,-4992.225,555.0,4992.225,1326.45,8.995,6577.016,33.66,-4987.71,261.0,4987.71,-4014.18,19.11,8785.26,1.33,-4999.54,2747.0,4999.54,2444.83,1.82,3653.51
2019-06-13,97.83,-4915.56,39.0,4915.56,1152.06,126.04,3815.37,11.998,-4992.225,555.0,4992.225,1326.45,8.995,6658.846,32.39,-4987.71,261.0,4987.71,-4014.18,19.11,8453.79,1.53,-4999.54,2747.0,4999.54,2444.83,1.82,4202.91
2019-06-14,97.81,-4915.56,39.0,4915.56,1152.06,126.04,3814.59,11.814,-4992.225,555.0,4992.225,1326.45,8.995,6556.558,31.82,-4987.71,261.0,4987.71,-4014.18,19.11,8305.02,1.62,-4999.54,2747.0,4999.54,2444.83,1.82,4450.14
2019-06-17,98.85,-4915.56,39.0,4915.56,1152.06,126.04,3855.15,11.639,-4992.225,555.0,4992.225,1326.45,8.995,6459.387,32.23,-4987.71,261.0,4987.71,-4014.18,19.11,8412.03,1.65,-4999.54,2747.0,4999.54,2444.83,1.82,4532.55
2019-06-18,99.25,-4915.56,39.0,4915.56,1152.06,126.04,3870.75,11.924,-4992.225,555.0,4992.225,1326.45,8.995,6617.929,32.24,-4987.71,261.0,4987.71,-4014.18,19.11,8414.64,1.69,-4999.54,2747.0,4999.54,2444.83,1.82,4642.43
2019-06-19,100.62,-4915.56,39.0,4915.56,1152.06,126.04,3924.18,11.897,-4992.225,555.0,4992.225,1326.45,8.995,6602.589,32.39,-4987.71,261.0,4987.71,-4014.18,19.11,8453.79,1.82,-4999.54,2747.0,4999.54,2444.83,1.82,4999.54
2019-06-20,100.25,-4915.56,39.0,4915.56,1152.06,126.04,3909.75,12.044,-4992.225,555.0,4992.225,1326.45,8.995,6684.417,32.83,-4987.71,261.0,4987.71,-4014.18,19.11,8568.63,1.79,-4999.54,2747.0,4999.54,2444.83,1.82,4917.13
2019-06-21,100.75,-4915.56,39.0,4915.56,1152.06,126.04,3929.25,11.961,-4992.225,555.0,4992.225,1326.45,8.995,6638.388,32.9,-4987.71,261.0,4987.71,-4014.18,19.11,8586.9,1.9,-4999.54,2747.0,4999.54,2444.83,1.82,5219.3
2019-06-24,100.6,-4915.56,39.0,4915.56,1152.06,126.04,3923.4,12.118,-4992.225,555.0,4992.225,1326.45,8.995,6725.332,33.42,-4987.71,261.0,4987.71,-4014.18,19.11,8722.62,1.73,-4999.54,2747.0,4999.54,2444.83,1.82,4752.31
2019-06-25,98.75,-4915.56,39.0,4915.56,1152.06,126.04,3851.25,11.915,-4992.225,555.0,4992.225,1326.45,8.995,6612.818,32.94,-4987.71,261.0,4987.71,-4014.18,19.11,8597.34,1.68,-4999.54,2747.0,4999.54,2444.83,1.82,4614.96
2019-06-26,99.16,-4915.56,39.0,4915.56,1152.06,126.04,3867.24,11.933,-4992.225,555.0,4992.225,1326.45,8.995,6623.044,32.39,-4987.71,261.0,4987.71,-4014.18,19.11,8453.79,1.52,-4999.54,2747.0,4999.54,2444.83,1.82,4175.44
2019-06-27,100.2,-4915.56,39.0,4915.56,1152.06,126.04,3907.8,12.016,-4992.225,555.0,4992.225,1326.45,8.995,6669.074,34.8,-4987.71,261.0,4987.71,-4014.18,19.11,9082.8,1.58,-4999.54,2747.0,4999.54,2444.83,1.82,4340.26
2019-06-28,101.38,-4915.56,39.0,4915.56,1152.06,126.04,3953.82,11.998,-4992.225,555.0,4992.225,1326.45,8.995,6658.846,34.67,-4987.71,261.0,4987.71,-4014.18,19.11,9048.87,1.45,-4999.54,2747.0,4999.54,2444.83,1.82,3983.15
2019-07-01,101.18,-4915.56,39.0,4915.56,1152.06,126.04,3946.02,11.824,-4992.225,555.0,4992.225,1326.45,8.995,6562.071,34.55,-4987.71,261.0,4987.71,-4014.18,19.11,9017.55,1.41,-4999.54,2747.0,4999.54,2444.83,1.82,3873.27
2019-07-02,101.89,-4915.56,39.0,4915.56,1152.06,126.04,3973.71,12.057,-4992.225,555.0,4992.225,1326.45,8.995,6691.449,34.84,-4987.71,261.0,4987.71,-4014.18,19.11,9093.24,1.51,-4999.54,2747.0,4999.54,2444.83,1.82,4147.97
