date,GWRE_adj_close,GWRE_cashflow,GWRE_cml_units,GWRE_cml_cost,GWRE_gain_loss,GWRE_avg_price,GWRE_mktvalue,VIV_adj_close,VIV_cashflow,VIV_cml_units,VIV_cml_cost,VIV_gain_loss,VIV_avg_price,VIV_mktvalue,PAM_adj_close,PAM_cashflow,PAM_cml_units,PAM_cml_cost,PAM_gain_loss,PAM_avg_price,PAM_mktvalue,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue
2019-01-25,86.26,-4915.56,39.0,4915.56,1152.06,126.04,3364.14,11.129,-4992.225,555.0,4992.225,1326.45,8.995,6176.488,34.58,-4987.71,261.0,4987.71,-4014.18,19.11,9025.38,2.17,-4999.54,2747.0,4999.54,2444.83,1.82,5960.99
2019-01-28,85.34,-4915.56,39.0,4915.56,1152.06,126.04,3328.26,11.199,-4992.225,555.0,4992.225,1326.45,8.995,6215.455,34.62,-4987.71,261.0,4987.71,-4014.18,19.11,9035.82,2.13,-4999.54,2747.0,4999.54,2444.83,1.82,5851.11
2019-01-29,84.15,-4915.56,39.0,4915.56,1152.06,126.04,3281.85,11.199,-4992.225,555.0,4992.225,1326.45,8.995,6215.455,35.09,-4987.71,261.0,4987.71,-4014.18,19.11,9158.49,2.1,-4999.54,2747.0,4999.54,2444.83,1.82,5768.7
2019-01-30,85.55,-4915.56,39.0,4915.56,1152.06,126.04,3336.45,11.471,-4992.225,555.0,4992.225,1326.45,8.995,6366.458,35.15,-4987.71,261.0,4987.71,-4014.18,19.11,9174.15,2.08,-4999.54,2747.0,4999.54,2444.83,1.82,5713.76
2019-01-31,86.68,-4915.56,39.0,4915.56,1152.06,126.04,3380.52,11.761,-4992.225,555.0,4992.225,1326.45,8.995,6527.203,35.65,-4987.71,261.0,4987.71,-4014.18,19.11,9304.65,2.21,-4999.54,2747.0,4999.54,2444.83,1.82,6070.87
2019-02-01,89.59,-4915.56,39.0,4915.56,1152.06,126.04,3494.01,11.778,-4992.225,555.0,4992.225,1326.45,8.995,6536.945,35.73,-4987.71,261.0,4987.71,-4014.18,19.11,9325.53,2.29,-4999.54,2747.0,4999.54,2444.83,1.82,6290.63
2019-02-04,93.11,-4915.56,39.0,4915.56,1152.06,126.04,3631.29,11.726,-4992.225,555.0,4992.225,1326.45,8.995,6507.718,35.63,-4987.71,261.0,4987.71,-4014.18,19.11,9299.43,2.22,-4999.54,2747.0,4999.54,2444.83,1.82,6098.34
2019-02-05,93.15,-4915.56,39.0,4915.56,1152.06,126.04,3632.85,11.761,-4992.225,555.0,4992.225,1326.45,8.995,6527.203,36.99,-4987.71,261.0,4987.71,-4014.18,19.11,9654.39,2.15,-4999.54,2747.0,4999.54,2444.83,1.82,5906.05
2019-02-06,92.99,-4915.56,39.0,4915.56,1152.06,126.04,3626.61,11.322,-4992.225,555.0,4992.225,1326.45,8.995,6283.65,36.97,-4987.71,261.0,4987.71,-4014.18,19.11,9649.17,2.2,-4999.54,2747.0,4999.54,2444.83,1.82,6043.4
2019-02-07,91.99,-4915.56,39.0,4915.56,1152.06,126.04,3587.61,11.208,-4992.225,555.0,4992.225,1326.45,8.995,6220.326,36.2,-4987.71,261.0,4987.71,-4014.18,19.11,9448.2,2.32,-4999.54,2747.0,4999.54,2444.83,1.82,6373.04
2019-02-08,93.24,-4915.56,39.0,4915.56,1152.06,126.04,3636.36,11.199,-4992.225,555.0,4992.225,1326.45,8.995,6215.455,37.09,-4987.71,261.0,4987.71,-4014.18,19.11,9680.49,2.3,-4999.54,2747.0,4999.54,2444.83,1.82,6318.1
2019-02-11,93.96,-4915.56,39.0,4915.56,1152.06,126.04,3664.44,11.164,-4992.225,555.0,4992.225,1326.45,8.995,6195.972,38.55,-4987.71,261.0,4987.71,-4014.18,19.11,10061.55,2.29,-4999.54,2747.0,4999.54,2444.83,1.82,6290.63
2019-02-12,95.51,-4915.56,39.0,4915.56,1152.06,126.04,3724.89,11.322,-4992.225,555.0,4992.225,1326.45,8.995,6283.65,38.55,-4987.71,261.0,4987.71,-4014.18,19.11,10061.55,2.32,-4999.54,2747.0,4999.54,2444.83,1.82,6373.04
