date,WETF_adj_close,WETF_cashflow,WETF_cml_units,WETF_cml_cost,WETF_gain_loss,WETF_avg_price,WETF_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,DYSL_adj_close,DYSL_cashflow,DYSL_cml_units,DYSL_cml_cost,DYSL_gain_loss,DYSL_avg_price,DYSL_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,DMTK_adj_close,DMTK_cashflow,DMTK_cml_units,DMTK_cml_cost,DMTK_gain_loss,DMTK_avg_price,DMTK_mktvalue,COOP_adj_close,COOP_cashflow,COOP_cml_units,COOP_cml_cost,COOP_gain_loss,COOP_avg_price,COOP_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,KDOZF_adj_close,KDOZF_cashflow,KDOZF_cml_units,KDOZF_cml_cost,KDOZF_gain_loss,KDOZF_avg_price,KDOZF_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,SCND_adj_close,SCND_cashflow,SCND_cml_units,SCND_cml_cost,SCND_gain_loss,SCND_avg_price,SCND_mktvalue
2020-01-16,4.011,-5000.0,1119.362,5000.0,0.0,4.467,4489.362,20.465,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.894,-10000.0,289.601,5000.0,35.632,17.265,4892.59,10.13,-5000.0,390.016,5000.0,0.0,12.82,3950.858,13.38,0.0,0.0,0.0,0.0,,0.0,0.35,-5000.0,14285.715,5000.0,0.0,0.35,5000.0,0.21,-5000.0,25000.0,5000.0,0.0,0.2,5250.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,9.15,0.0,0.0,0.0,0.0,,0.0
2020-01-17,4.115,-5000.0,1119.362,5000.0,0.0,4.467,4606.384,20.62,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.837,-10000.0,289.601,5000.0,35.632,17.265,4876.109,11.41,-5000.0,390.016,5000.0,0.0,12.82,4450.078,13.63,0.0,0.0,0.0,0.0,,0.0,0.45,-5000.0,14285.715,5000.0,0.0,0.35,6428.571,0.22,-5000.0,25000.0,5000.0,0.0,0.2,5500.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,9.15,0.0,0.0,0.0,0.0,,0.0
2020-01-21,4.011,-5000.0,1119.362,5000.0,0.0,4.467,4489.362,20.055,0.0,0.0,0.0,0.0,,0.0,1.03,-5000.0,4545.454,5000.0,0.0,1.1,4681.818,16.695,-10000.0,289.601,5000.0,35.632,17.265,4834.902,13.28,-5000.0,390.016,5000.0,0.0,12.82,5179.407,13.75,0.0,0.0,0.0,0.0,,0.0,0.5,-5000.0,14285.715,5000.0,0.0,0.35,7142.857,0.22,-5000.0,25000.0,5000.0,0.0,0.2,5500.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,9.26,0.0,0.0,0.0,0.0,,0.0
2020-01-22,3.868,-5000.0,1119.362,5000.0,0.0,4.467,4329.788,20.155,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.41,-10000.0,289.601,5000.0,35.632,17.265,4752.489,13.07,-10000.0,382.555,5000.0,97.5,13.07,5000.0,13.32,0.0,0.0,0.0,0.0,,0.0,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.16,-5000.0,25000.0,5000.0,0.0,0.2,4000.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,9.5,0.0,0.0,0.0,0.0,,0.0
2020-01-23,3.735,-5000.0,1119.362,5000.0,0.0,4.467,4180.851,19.946,0.0,0.0,0.0,0.0,,0.0,1.0,-5000.0,4545.454,5000.0,0.0,1.1,4545.454,16.515,-10000.0,289.601,5000.0,35.632,17.265,4782.707,13.03,-10000.0,382.555,5000.0,97.5,13.07,4984.698,13.12,0.0,0.0,0.0,0.0,,0.0,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,9.5,0.0,0.0,0.0,0.0,,0.0
2020-01-24,3.63,-5000.0,1119.362,5000.0,0.0,4.467,4063.83,19.809,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.192,-10000.0,289.601,5000.0,35.632,17.265,4689.307,13.25,-10000.0,382.555,5000.0,97.5,13.07,5068.86,12.86,0.0,0.0,0.0,0.0,,0.0,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,9.65,0.0,0.0,0.0,0.0,,0.0
2020-01-27,3.63,-5000.0,1119.362,5000.0,0.0,4.467,4063.83,19.307,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.221,-10000.0,289.601,5000.0,35.632,17.265,4697.547,14.38,-10000.0,382.555,5000.0,97.5,13.07,5501.148,12.84,0.0,0.0,0.0,0.0,,0.0,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,9.65,0.0,0.0,0.0,0.0,,0.0
2020-01-28,3.64,-5000.0,1119.362,5000.0,0.0,4.467,4074.468,19.572,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.183,-10000.0,289.601,5000.0,35.632,17.265,4686.558,13.82,-10000.0,382.555,5000.0,97.5,13.07,5286.917,12.79,0.0,0.0,0.0,0.0,,0.0,0.511,-5000.0,14285.715,5000.0,0.0,0.35,7300.0,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,9.5,0.0,0.0,0.0,0.0,,0.0
2020-01-29,3.764,-5000.0,1119.362,5000.0,0.0,4.467,4212.767,19.754,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.164,-10000.0,289.601,5000.0,35.632,17.265,4681.065,13.88,-10000.0,382.555,5000.0,97.5,13.07,5309.87,12.57,0.0,0.0,0.0,0.0,,0.0,0.511,-5000.0,14285.715,5000.0,0.0,0.35,7300.0,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,10.84,0.0,0.0,0.0,0.0,,0.0
2020-01-30,3.954,-5000.0,1119.362,5000.0,0.0,4.467,4425.532,18.141,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.031,-10000.0,289.601,5000.0,35.632,17.265,4642.605,12.35,-10000.0,382.555,5000.0,97.5,13.07,4724.56,12.84,0.0,0.0,0.0,0.0,,0.0,0.511,-5000.0,14285.715,5000.0,0.0,0.35,7300.0,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,10.84,0.0,0.0,0.0,0.0,,0.0
2020-01-31,4.001,-5000.0,1119.362,5000.0,0.0,4.467,4478.724,17.73,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,15.13,-10000.0,289.601,5000.0,35.632,17.265,4381.63,12.35,-10000.0,382.555,5000.0,97.5,13.07,4724.56,12.38,0.0,0.0,0.0,0.0,,0.0,0.52,-5000.0,14285.715,5000.0,0.0,0.35,7428.571,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.41,-5000.0,12500.0,5000.0,0.0,0.4,5125.0,10.0,0.0,0.0,0.0,0.0,,0.0
2020-02-03,3.935,-5000.0,1119.362,5000.0,0.0,4.467,4404.255,17.284,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,15.187,-10000.0,289.601,5000.0,35.632,17.265,4398.113,12.91,-10000.0,382.555,5000.0,97.5,13.07,4938.791,12.68,0.0,0.0,0.0,0.0,,0.0,0.52,-5000.0,14285.715,5000.0,0.0,0.35,7428.571,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.41,-5000.0,12500.0,5000.0,0.0,0.4,5125.0,9.25,0.0,0.0,0.0,0.0,,0.0
2020-02-04,4.077,-5000.0,1119.362,5000.0,0.0,4.467,4563.829,17.986,0.0,0.0,0.0,0.0,,0.0,0.9,-5000.0,4545.454,5000.0,0.0,1.1,4090.909,15.358,-10000.0,289.601,5000.0,35.632,17.265,4447.561,13.11,-10000.0,382.555,5000.0,97.5,13.07,5015.302,12.75,0.0,0.0,0.0,0.0,,0.0,0.52,-5000.0,14285.715,5000.0,0.0,0.35,7428.571,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.49,-5000.0,12500.0,5000.0,0.0,0.4,6125.0,10.0,0.0,0.0,0.0,0.0,,0.0
2020-02-05,4.239,-5000.0,1119.362,5000.0,0.0,4.467,4744.681,18.004,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,16.041,-10000.0,289.601,5000.0,35.632,17.265,4645.353,12.98,-10000.0,382.555,5000.0,97.5,13.07,4965.57,12.99,0.0,0.0,0.0,0.0,,0.0,0.796,-5000.0,14285.715,5000.0,0.0,0.35,11371.429,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,10.0,0.0,0.0,0.0,0.0,,0.0
2020-02-06,4.201,-5000.0,1119.362,5000.0,0.0,4.467,4702.128,18.359,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,15.917,-10000.0,289.601,5000.0,35.632,17.265,4609.64,12.55,-10000.0,382.555,5000.0,97.5,13.07,4801.071,13.18,0.0,0.0,0.0,0.0,,0.0,1.0,-5000.0,14285.715,5000.0,0.0,0.35,14285.715,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.4,-5000.0,12500.0,5000.0,0.0,0.4,5000.0,10.0,0.0,0.0,0.0,0.0,,0.0
2020-02-07,4.096,-5000.0,1119.362,5000.0,0.0,4.467,4585.107,17.94,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,15.358,-10000.0,289.601,5000.0,35.632,17.265,4447.561,13.73,-10000.0,382.555,5000.0,97.5,13.07,5252.487,13.78,0.0,0.0,0.0,0.0,,0.0,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.19,-5000.0,25000.0,5000.0,0.0,0.2,4750.0,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6248.75,10.0,0.0,0.0,0.0,0.0,,0.0
2020-02-10,4.172,-5000.0,1119.362,5000.0,0.0,4.467,4670.213,18.159,0.0,0.0,0.0,0.0,,0.0,1.02,-5000.0,4545.454,5000.0,0.0,1.1,4636.363,15.225,-10000.0,289.601,5000.0,35.632,17.265,4409.101,13.64,-10000.0,382.555,5000.0,97.5,13.07,5218.057,14.11,0.0,0.0,0.0,0.0,,0.0,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.18,-5000.0,25000.0,5000.0,0.0,0.2,4500.0,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6248.75,10.0,0.0,0.0,0.0,0.0,,0.0
