date,BABA_adj_close,BABA_cashflow,BABA_cml_units,BABA_cml_cost,BABA_gain_loss,BABA_avg_price,BABA_mktvalue,TAL_adj_close,TAL_cashflow,TAL_cml_units,TAL_cml_cost,TAL_gain_loss,TAL_avg_price,TAL_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,SKM_adj_close,SKM_cashflow,SKM_cml_units,SKM_cml_cost,SKM_gain_loss,SKM_avg_price,SKM_mktvalue,KEP_adj_close,KEP_cashflow,KEP_cml_units,KEP_cml_cost,KEP_gain_loss,KEP_avg_price,KEP_mktvalue,PKX_adj_close,PKX_cashflow,PKX_cml_units,PKX_cml_cost,PKX_gain_loss,PKX_avg_price,PKX_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,JP_adj_close,JP_cashflow,JP_cml_units,JP_cml_cost,JP_gain_loss,JP_avg_price,JP_mktvalue,IBA_adj_close,IBA_cashflow,IBA_cml_units,IBA_cml_cost,IBA_gain_loss,IBA_avg_price,IBA_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,AMIH_adj_close,AMIH_cashflow,AMIH_cml_units,AMIH_cml_cost,AMIH_gain_loss,AMIH_avg_price,AMIH_mktvalue
2019-06-24,168.1,-4934.52,36.496,4934.52,0.0,135.206,6135.037,36.42,-4989.16,192.308,4989.16,0.0,25.944,7003.846,16.582,-4995.214,384.615,4995.214,0.0,12.988,6377.767,24.77,-4984.8,192.308,4984.8,0.0,25.921,4763.462,11.29,-4985.5,357.143,4985.5,0.0,13.959,4032.143,52.63,-4999.54,92.593,4999.54,0.0,53.995,4873.148,7.086,-4997.449,1000.0,4997.449,0.0,4.997,7086.255,2.31,-4995.82,1250.0,4995.82,0.0,3.997,2887.5,47.825,-4977.545,135.135,4977.545,0.0,36.834,6462.825,4.65,-4996.62,1250.0,4996.62,0.0,3.997,5812.5,17.41,-4995.54,312.5,4995.54,0.0,15.986,5440.625,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-06-25,165.8,-4934.52,36.496,4934.52,0.0,135.206,6051.095,36.35,-4989.16,192.308,4989.16,0.0,25.944,6990.384,16.564,-4995.214,384.615,4995.214,0.0,12.988,6370.96,24.81,-4984.8,192.308,4984.8,0.0,25.921,4771.154,11.11,-4985.5,357.143,4985.5,0.0,13.959,3967.857,53.1,-4999.54,92.593,4999.54,0.0,53.995,4916.667,7.132,-4997.449,1000.0,4997.449,0.0,4.997,7131.505,2.32,-4995.82,1250.0,4995.82,0.0,3.997,2900.0,48.856,-4977.545,135.135,4977.545,0.0,36.834,6602.116,4.66,-4996.62,1250.0,4996.62,0.0,3.997,5825.0,17.59,-4995.54,312.5,4995.54,0.0,15.986,5496.875,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-06-26,168.99,-4934.52,36.496,4934.52,0.0,135.206,6167.518,37.5,-4989.16,192.308,4989.16,0.0,25.944,7211.538,16.609,-4995.214,384.615,4995.214,0.0,12.988,6387.978,24.64,-4984.8,192.308,4984.8,0.0,25.921,4738.461,11.16,-4985.5,357.143,4985.5,0.0,13.959,3985.714,53.14,-4999.54,92.593,4999.54,0.0,53.995,4920.37,7.095,-4997.449,1000.0,4997.449,0.0,4.997,7095.305,2.29,-4995.82,1250.0,4995.82,0.0,3.997,2862.5,49.6,-4977.545,135.135,4977.545,0.0,36.834,6702.714,4.71,-4996.62,1250.0,4996.62,0.0,3.997,5887.5,17.69,-4995.54,312.5,4995.54,0.0,15.986,5528.125,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-06-27,170.9,-4934.52,36.496,4934.52,0.0,135.206,6237.226,38.09,-4989.16,192.308,4989.16,0.0,25.944,7325.0,16.281,-4995.214,384.615,4995.214,0.0,12.988,6262.055,24.55,-4984.8,192.308,4984.8,0.0,25.921,4721.154,11.14,-4985.5,357.143,4985.5,0.0,13.959,3978.572,53.11,-4999.54,92.593,4999.54,0.0,53.995,4917.593,7.113,-4997.449,1000.0,4997.449,0.0,4.997,7113.407,2.28,-4995.82,1250.0,4995.82,0.0,3.997,2850.0,49.008,-4977.545,135.135,4977.545,0.0,36.834,6622.751,4.71,-4996.62,1250.0,4996.62,0.0,3.997,5887.5,17.57,-4995.54,312.5,4995.54,0.0,15.986,5490.625,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-06-28,169.45,-4934.52,36.496,4934.52,0.0,135.206,6184.306,38.1,-4989.16,192.308,4989.16,0.0,25.944,7326.923,16.184,-4995.214,384.615,4995.214,0.0,12.988,6224.619,24.75,-4984.8,192.308,4984.8,0.0,25.921,4759.615,11.1,-4985.5,357.143,4985.5,0.0,13.959,3964.286,53.06,-4999.54,92.593,4999.54,0.0,53.995,4912.963,7.242,-4997.449,1000.0,4997.449,0.0,4.997,7242.443,2.25,-4995.82,1250.0,4995.82,0.0,3.997,2812.5,48.359,-4977.545,135.135,4977.545,0.0,36.834,6535.05,4.75,-4996.62,1250.0,4996.62,0.0,3.997,5937.5,17.7,-4995.54,312.5,4995.54,0.0,15.986,5531.25,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-07-01,175.05,-4934.52,36.496,4934.52,0.0,135.206,6388.686,39.3,-4989.16,192.308,4989.16,0.0,25.944,7557.692,16.564,-4995.214,384.615,4995.214,0.0,12.988,6370.96,24.72,-4984.8,192.308,4984.8,0.0,25.921,4753.846,10.98,-4985.5,357.143,4985.5,0.0,13.959,3921.428,54.03,-4999.54,92.593,4999.54,0.0,53.995,5002.778,7.27,-4997.449,1000.0,4997.449,0.0,4.997,7269.703,2.43,-4995.82,1250.0,4995.82,0.0,3.997,3037.5,47.854,-4977.545,135.135,4977.545,0.0,36.834,6466.694,4.79,-4996.62,1250.0,4996.62,0.0,3.997,5987.5,17.65,-4995.54,312.5,4995.54,0.0,15.986,5515.625,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-07-02,175.45,-4934.52,36.496,4934.52,0.0,135.206,6403.285,39.56,-4989.16,192.308,4989.16,0.0,25.944,7607.693,16.016,-4995.214,384.615,4995.214,0.0,12.988,6159.956,24.88,-4984.8,192.308,4984.8,0.0,25.921,4784.615,10.92,-4985.5,357.143,4985.5,0.0,13.959,3900.0,53.22,-4999.54,92.593,4999.54,0.0,53.995,4927.778,7.152,-4997.449,1000.0,4997.449,0.0,4.997,7151.572,2.36,-4995.82,1250.0,4995.82,0.0,3.997,2950.0,48.331,-4977.545,135.135,4977.545,0.0,36.834,6531.18,4.78,-4996.62,1250.0,4996.62,0.0,3.997,5975.0,17.69,-4995.54,312.5,4995.54,0.0,15.986,5528.125,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-07-03,174.67,-4934.52,36.496,4934.52,0.0,135.206,6374.817,38.5,-4989.16,192.308,4989.16,0.0,25.944,7403.846,16.211,-4995.214,384.615,4995.214,0.0,12.988,6234.829,24.65,-4984.8,192.308,4984.8,0.0,25.921,4740.385,11.16,-4985.5,357.143,4985.5,0.0,13.959,3985.714,52.61,-4999.54,92.593,4999.54,0.0,53.995,4871.296,7.17,-4997.449,1000.0,4997.449,0.0,4.997,7169.745,2.44,-4995.82,1250.0,4995.82,0.0,3.997,3050.0,47.806,-4977.545,135.135,4977.545,0.0,36.834,6460.245,4.78,-4996.62,1250.0,4996.62,0.0,3.997,5975.0,17.72,-4995.54,312.5,4995.54,0.0,15.986,5537.5,2.0,-4999.2,2500.0,4999.2,0.0,2.0,5000.0
2019-07-05,173.3,-4934.52,36.496,4934.52,0.0,135.206,6324.818,38.25,-4989.16,192.308,4989.16,0.0,25.944,7355.769,16.6,-4995.214,384.615,4995.214,0.0,12.988,6384.574,24.86,-4984.8,192.308,4984.8,0.0,25.921,4780.769,11.12,-4985.5,357.143,4985.5,0.0,13.959,3971.429,52.51,-4999.54,92.593,4999.54,0.0,53.995,4862.037,7.479,-4997.449,1000.0,4997.449,0.0,4.997,7478.711,2.43,-4995.82,1250.0,4995.82,0.0,3.997,3037.5,50.933,-4977.545,135.135,4977.545,0.0,36.834,6882.844,4.84,-4996.62,1250.0,4996.62,0.0,3.997,6050.0,17.84,-4995.54,312.5,4995.54,0.0,15.986,5575.0,1.96,-4999.2,2500.0,4999.2,0.0,2.0,4900.0
2019-07-08,168.45,-4934.52,36.496,4934.52,0.0,135.206,6147.81,36.8,-4989.16,192.308,4989.16,0.0,25.944,7076.923,16.529,-4995.214,384.615,4995.214,0.0,12.988,6357.348,24.31,-4984.8,192.308,4984.8,0.0,25.921,4675.0,11.05,-4985.5,357.143,4985.5,0.0,13.959,3946.429,51.51,-4999.54,92.593,4999.54,0.0,53.995,4769.444,7.297,-4997.449,1000.0,4997.449,0.0,4.997,7296.966,2.34,-4995.82,1250.0,4995.82,0.0,3.997,2925.0,50.615,-4977.545,135.135,4977.545,0.0,36.834,6839.907,4.85,-4996.62,1250.0,4996.62,0.0,3.997,6062.5,17.79,-4995.54,312.5,4995.54,0.0,15.986,5559.375,1.5,-4999.2,2500.0,4999.2,0.0,2.0,3750.0
2019-07-09,168.8,-4934.52,36.496,4934.52,0.0,135.206,6160.584,37.0,-4989.16,192.308,4989.16,0.0,25.944,7115.385,16.556,-4995.214,384.615,4995.214,0.0,12.988,6367.557,23.87,-4984.8,192.308,4984.8,0.0,25.921,4590.385,10.92,-4985.5,357.143,4985.5,0.0,13.959,3900.0,50.68,-4999.54,92.593,4999.54,0.0,53.995,4692.593,7.388,-4997.449,1000.0,4997.449,0.0,4.997,7387.837,2.3,-4995.82,1250.0,4995.82,0.0,3.997,2875.0,49.816,-4977.545,135.135,4977.545,0.0,36.834,6731.916,4.82,-4996.62,1250.0,4996.62,0.0,3.997,6025.0,17.83,-4995.54,312.5,4995.54,0.0,15.986,5571.875,1.5,-4999.2,2500.0,4999.2,0.0,2.0,3750.0
2019-07-10,166.93,-4934.52,36.496,4934.52,0.0,135.206,6092.335,36.49,-4989.16,192.308,4989.16,0.0,25.944,7017.308,16.972,-4995.214,384.615,4995.214,0.0,12.988,6527.512,24.02,-4984.8,192.308,4984.8,0.0,25.921,4619.231,10.85,-4985.5,357.143,4985.5,0.0,13.959,3875.0,51.04,-4999.54,92.593,4999.54,0.0,53.995,4725.926,7.388,-4997.449,1000.0,4997.449,0.0,4.997,7387.837,2.24,-4995.82,1250.0,4995.82,0.0,3.997,2800.0,50.288,-4977.545,135.135,4977.545,0.0,36.834,6795.67,4.84,-4996.62,1250.0,4996.62,0.0,3.997,6050.0,17.95,-4995.54,312.5,4995.54,0.0,15.986,5609.375,1.5,-4999.2,2500.0,4999.2,0.0,2.0,3750.0
2019-07-11,166.55,-4934.52,36.496,4934.52,0.0,135.206,6078.467,35.99,-4989.16,192.308,4989.16,0.0,25.944,6921.154,16.963,-4995.214,384.615,4995.214,0.0,12.988,6524.109,24.14,-4984.8,192.308,4984.8,0.0,25.921,4642.308,10.85,-4985.5,357.143,4985.5,0.0,13.959,3875.0,50.78,-4999.54,92.593,4999.54,0.0,53.995,4701.852,7.351,-4997.449,1000.0,4997.449,0.0,4.997,7351.489,2.29,-4995.82,1250.0,4995.82,0.0,3.997,2862.5,51.607,-4977.545,135.135,4977.545,0.0,36.834,6973.921,4.88,-4996.62,1250.0,4996.62,0.0,3.997,6100.0,17.97,-4995.54,312.5,4995.54,0.0,15.986,5615.625,1.5,-4999.2,2500.0,4999.2,0.0,2.0,3750.0
2019-07-12,169.07,-4934.52,36.496,4934.52,0.0,135.206,6170.438,35.9,-4989.16,192.308,4989.16,0.0,25.944,6903.846,16.936,-4995.214,384.615,4995.214,0.0,12.988,6513.899,24.31,-4984.8,192.308,4984.8,0.0,25.921,4675.0,10.86,-4985.5,357.143,4985.5,0.0,13.959,3878.571,50.78,-4999.54,92.593,4999.54,0.0,53.995,4701.852,7.27,-4997.449,1000.0,4997.449,0.0,4.997,7269.703,2.36,-4995.82,1250.0,4995.82,0.0,3.997,2950.0,51.145,-4977.545,135.135,4977.545,0.0,36.834,6911.468,4.84,-4996.62,1250.0,4996.62,0.0,3.997,6050.0,17.79,-4995.54,312.5,4995.54,0.0,15.986,5559.375,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-15,173.5,-4934.52,36.496,4934.52,0.0,135.206,6332.117,37.2,-4989.16,192.308,4989.16,0.0,25.944,7153.846,16.812,-4995.214,384.615,4995.214,0.0,12.988,6466.253,24.41,-4984.8,192.308,4984.8,0.0,25.921,4694.231,10.84,-4985.5,357.143,4985.5,0.0,13.959,3871.429,51.18,-4999.54,92.593,4999.54,0.0,53.995,4738.889,7.361,-4997.449,1000.0,4997.449,0.0,4.997,7360.577,2.16,-4995.82,1250.0,4995.82,0.0,3.997,2700.0,51.963,-4977.545,135.135,4977.545,0.0,36.834,7022.063,4.87,-4996.62,1250.0,4996.62,0.0,3.997,6087.5,17.99,-4995.54,312.5,4995.54,0.0,15.986,5621.875,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-16,174.19,-4934.52,36.496,4934.52,0.0,135.206,6357.299,37.3,-4989.16,192.308,4989.16,0.0,25.944,7173.077,16.697,-4995.214,384.615,4995.214,0.0,12.988,6422.01,24.18,-4984.8,192.308,4984.8,0.0,25.921,4650.0,10.8,-4985.5,357.143,4985.5,0.0,13.959,3857.143,51.14,-4999.54,92.593,4999.54,0.0,53.995,4735.185,7.415,-4997.449,1000.0,4997.449,0.0,4.997,7415.098,2.11,-4995.82,1250.0,4995.82,0.0,3.997,2637.5,51.126,-4977.545,135.135,4977.545,0.0,36.834,6908.866,4.78,-4996.62,1250.0,4996.62,0.0,3.997,5975.0,17.86,-4995.54,312.5,4995.54,0.0,15.986,5581.25,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-17,174.82,-4934.52,36.496,4934.52,0.0,135.206,6380.292,36.99,-4989.16,192.308,4989.16,0.0,25.944,7113.462,16.706,-4995.214,384.615,4995.214,0.0,12.988,6425.413,24.16,-4984.8,192.308,4984.8,0.0,25.921,4646.154,10.8,-4985.5,357.143,4985.5,0.0,13.959,3857.143,49.71,-4999.54,92.593,4999.54,0.0,53.995,4602.778,7.461,-4997.449,1000.0,4997.449,0.0,4.997,7460.535,2.11,-4995.82,1250.0,4995.82,0.0,3.997,2637.5,50.827,-4977.545,135.135,4977.545,0.0,36.834,6868.533,4.8,-4996.62,1250.0,4996.62,0.0,3.997,6000.0,17.39,-4995.54,312.5,4995.54,0.0,15.986,5434.375,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-18,172.8,-4934.52,36.496,4934.52,0.0,135.206,6306.569,36.42,-4989.16,192.308,4989.16,0.0,25.944,7003.846,16.485,-4995.214,384.615,4995.214,0.0,12.988,6340.331,24.39,-4984.8,192.308,4984.8,0.0,25.921,4690.384,10.98,-4985.5,357.143,4985.5,0.0,13.959,3921.428,49.63,-4999.54,92.593,4999.54,0.0,53.995,4595.37,7.351,-4997.449,1000.0,4997.449,0.0,4.997,7351.489,2.14,-4995.82,1250.0,4995.82,0.0,3.997,2675.0,49.643,-4977.545,135.135,4977.545,0.0,36.834,6708.497,4.8,-4996.62,1250.0,4996.62,0.0,3.997,6000.0,17.4,-4995.54,312.5,4995.54,0.0,15.986,5437.5,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-19,172.99,-4934.52,36.496,4934.52,0.0,135.206,6313.504,36.18,-4989.16,192.308,4989.16,0.0,25.944,6957.692,16.759,-4995.214,384.615,4995.214,0.0,12.988,6445.833,24.26,-4984.8,192.308,4984.8,0.0,25.921,4665.385,10.95,-4985.5,357.143,4985.5,0.0,13.959,3910.714,50.16,-4999.54,92.593,4999.54,0.0,53.995,4644.444,7.37,-4997.449,1000.0,4997.449,0.0,4.997,7369.663,2.08,-4995.82,1250.0,4995.82,0.0,3.997,2600.0,49.142,-4977.545,135.135,4977.545,0.0,36.834,6640.838,4.79,-4996.62,1250.0,4996.62,0.0,3.997,5987.5,17.38,-4995.54,312.5,4995.54,0.0,15.986,5431.25,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-22,174.0,-4934.52,36.496,4934.52,0.0,135.206,6350.365,36.26,-4989.16,192.308,4989.16,0.0,25.944,6973.077,16.848,-4995.214,384.615,4995.214,0.0,12.988,6479.866,24.13,-4984.8,192.308,4984.8,0.0,25.921,4640.384,11.04,-4985.5,357.143,4985.5,0.0,13.959,3942.857,49.88,-4999.54,92.593,4999.54,0.0,53.995,4618.519,7.397,-4997.449,1000.0,4997.449,0.0,4.997,7396.925,2.03,-4995.82,1250.0,4995.82,0.0,3.997,2537.5,48.449,-4977.545,135.135,4977.545,0.0,36.834,6547.159,4.83,-4996.62,1250.0,4996.62,0.0,3.997,6037.5,17.16,-4995.54,312.5,4995.54,0.0,15.986,5362.5,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-23,178.09,-4934.52,36.496,4934.52,0.0,135.206,6499.635,37.23,-4989.16,192.308,4989.16,0.0,25.944,7159.615,16.724,-4995.214,384.615,4995.214,0.0,12.988,6432.22,24.19,-4984.8,192.308,4984.8,0.0,25.921,4651.923,11.52,-4985.5,357.143,4985.5,0.0,13.959,4114.286,50.8,-4999.54,92.593,4999.54,0.0,53.995,4703.704,7.397,-4997.449,1000.0,4997.449,0.0,4.997,7396.925,2.04,-4995.82,1250.0,4995.82,0.0,3.997,2550.0,50.298,-4977.545,135.135,4977.545,0.0,36.834,6796.971,4.9,-4996.62,1250.0,4996.62,0.0,3.997,6125.0,17.25,-4995.54,312.5,4995.54,0.0,15.986,5390.625,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-24,178.67,-4934.52,36.496,4934.52,0.0,135.206,6520.803,37.51,-4989.16,192.308,4989.16,0.0,25.944,7213.461,16.564,-4995.214,384.615,4995.214,0.0,12.988,6370.96,23.83,-4984.8,192.308,4984.8,0.0,25.921,4582.692,11.32,-4985.5,357.143,4985.5,0.0,13.959,4042.857,50.3,-4999.54,92.593,4999.54,0.0,53.995,4657.407,7.379,-4997.449,1000.0,4997.449,0.0,4.997,7378.75,2.05,-4995.82,1250.0,4995.82,0.0,3.997,2562.5,50.808,-4977.545,135.135,4977.545,0.0,36.834,6865.93,4.89,-4996.62,1250.0,4996.62,0.0,3.997,6112.5,17.18,-4995.54,312.5,4995.54,0.0,15.986,5368.75,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-25,177.29,-4934.52,36.496,4934.52,0.0,135.206,6470.438,33.24,-4989.16,192.308,4989.16,0.0,25.944,6392.308,16.458,-4995.214,384.615,4995.214,0.0,12.988,6330.121,22.93,-4984.8,192.308,4984.8,0.0,25.921,4409.615,11.44,-4985.5,357.143,4985.5,0.0,13.959,4085.714,49.02,-4999.54,92.593,4999.54,0.0,53.995,4538.889,7.161,-4997.449,1000.0,4997.449,0.0,4.997,7160.658,1.97,-4995.82,1250.0,4995.82,0.0,3.997,2462.5,50.818,-4977.545,135.135,4977.545,0.0,36.834,6867.231,4.82,-4996.62,1250.0,4996.62,0.0,3.997,6025.0,16.83,-4995.54,312.5,4995.54,0.0,15.986,5259.375,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-26,178.74,-4934.52,36.496,4934.52,0.0,135.206,6523.358,32.77,-4989.16,192.308,4989.16,0.0,25.944,6301.923,16.308,-4995.214,384.615,4995.214,0.0,12.988,6272.265,22.8,-4984.8,192.308,4984.8,0.0,25.921,4384.615,11.38,-4985.5,357.143,4985.5,0.0,13.959,4064.286,48.68,-4999.54,92.593,4999.54,0.0,53.995,4507.407,7.197,-4997.449,1000.0,4997.449,0.0,4.997,7197.008,2.04,-4995.82,1250.0,4995.82,0.0,3.997,2550.0,50.981,-4977.545,135.135,4977.545,0.0,36.834,6889.35,4.85,-4996.62,1250.0,4996.62,0.0,3.997,6062.5,16.86,-4995.54,312.5,4995.54,0.0,15.986,5268.75,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-29,177.02,-4934.52,36.496,4934.52,0.0,135.206,6460.584,32.06,-4989.16,192.308,4989.16,0.0,25.944,6165.385,16.104,-4995.214,384.615,4995.214,0.0,12.988,6193.99,22.89,-4984.8,192.308,4984.8,0.0,25.921,4401.923,11.79,-4985.5,357.143,4985.5,0.0,13.959,4210.714,48.39,-4999.54,92.593,4999.54,0.0,53.995,4480.555,7.142,-4997.449,1000.0,4997.449,0.0,4.997,7142.486,1.96,-4995.82,1250.0,4995.82,0.0,3.997,2450.0,52.165,-4977.545,135.135,4977.545,0.0,36.834,7049.385,4.83,-4996.62,1250.0,4996.62,0.0,3.997,6037.5,16.93,-4995.54,312.5,4995.54,0.0,15.986,5290.625,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-30,174.1,-4934.52,36.496,4934.52,0.0,135.206,6354.015,32.16,-4989.16,192.308,4989.16,0.0,25.944,6184.615,15.98,-4995.214,384.615,4995.214,0.0,12.988,6146.343,22.94,-4984.8,192.308,4984.8,0.0,25.921,4411.539,11.67,-4985.5,357.143,4985.5,0.0,13.959,4167.857,48.3,-4999.54,92.593,4999.54,0.0,53.995,4472.222,6.88,-4997.449,1000.0,4997.449,0.0,4.997,6879.705,1.96,-4995.82,1250.0,4995.82,0.0,3.997,2450.0,51.809,-4977.545,135.135,4977.545,0.0,36.834,7001.245,4.78,-4996.62,1250.0,4996.62,0.0,3.997,5975.0,16.77,-4995.54,312.5,4995.54,0.0,15.986,5240.625,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-07-31,173.11,-4934.52,36.496,4934.52,0.0,135.206,6317.883,32.2,-4989.16,192.308,4989.16,0.0,25.944,6192.308,15.865,-4995.214,384.615,4995.214,0.0,12.988,6102.101,22.91,-4984.8,192.308,4984.8,0.0,25.921,4405.769,11.73,-4985.5,357.143,4985.5,0.0,13.959,4189.286,46.83,-4999.54,92.593,4999.54,0.0,53.995,4336.111,6.852,-4997.449,1000.0,4997.449,0.0,4.997,6852.333,1.96,-4995.82,1250.0,4995.82,0.0,3.997,2450.0,52.031,-4977.545,135.135,4977.545,0.0,36.834,7031.17,4.97,-4996.62,1250.0,4996.62,0.0,3.997,6212.5,17.6,-4995.54,312.5,4995.54,0.0,15.986,5500.0,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-08-01,165.65,-4934.52,36.496,4934.52,0.0,135.206,6045.62,32.39,-4989.16,192.308,4989.16,0.0,25.944,6228.846,15.476,-4995.214,384.615,4995.214,0.0,12.988,5952.355,22.45,-4984.8,192.308,4984.8,0.0,25.921,4317.308,11.24,-4985.5,357.143,4985.5,0.0,13.959,4014.286,45.81,-4999.54,92.593,4999.54,0.0,53.995,4241.667,6.798,-4997.449,1000.0,4997.449,0.0,4.997,6797.588,1.92,-4995.82,1250.0,4995.82,0.0,3.997,2400.0,50.24,-4977.545,135.135,4977.545,0.0,36.834,6789.165,4.92,-4996.62,1250.0,4996.62,0.0,3.997,6150.0,17.83,-4995.54,312.5,4995.54,0.0,15.986,5571.875,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-08-02,161.0,-4934.52,36.496,4934.52,0.0,135.206,5875.912,32.55,-4989.16,192.308,4989.16,0.0,25.944,6259.615,15.211,-4995.214,384.615,4995.214,0.0,12.988,5850.257,22.76,-4984.8,192.308,4984.8,0.0,25.921,4376.923,11.28,-4985.5,357.143,4985.5,0.0,13.959,4028.571,44.48,-4999.54,92.593,4999.54,0.0,53.995,4118.518,6.743,-4997.449,1000.0,4997.449,0.0,4.997,6742.842,1.97,-4995.82,1250.0,4995.82,0.0,3.997,2462.5,49.238,-4977.545,135.135,4977.545,0.0,36.834,6653.85,4.83,-4996.62,1250.0,4996.62,0.0,3.997,6037.5,17.94,-4995.54,312.5,4995.54,0.0,15.986,5606.25,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-08-05,153.67,-4934.52,36.496,4934.52,0.0,135.206,5608.394,30.98,-4989.16,192.308,4989.16,0.0,25.944,5957.692,14.591,-4995.214,384.615,4995.214,0.0,12.988,5612.026,22.87,-4984.8,192.308,4984.8,0.0,25.921,4398.077,10.97,-4985.5,357.143,4985.5,0.0,13.959,3917.857,42.48,-4999.54,92.593,4999.54,0.0,53.995,3933.333,6.451,-4997.449,1000.0,4997.449,0.0,4.997,6450.865,1.84,-4995.82,1250.0,4995.82,0.0,3.997,2300.0,48.536,-4977.545,135.135,4977.545,0.0,36.834,6558.869,4.75,-4996.62,1250.0,4996.62,0.0,3.997,5937.5,17.37,-4995.54,312.5,4995.54,0.0,15.986,5428.125,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-08-06,157.43,-4934.52,36.496,4934.52,0.0,135.206,5745.62,31.39,-4989.16,192.308,4989.16,0.0,25.944,6036.538,14.724,-4995.214,384.615,4995.214,0.0,12.988,5663.076,22.49,-4984.8,192.308,4984.8,0.0,25.921,4325.0,11.02,-4985.5,357.143,4985.5,0.0,13.959,3935.714,43.11,-4999.54,92.593,4999.54,0.0,53.995,3991.667,6.551,-4997.449,1000.0,4997.449,0.0,4.997,6551.231,1.77,-4995.82,1250.0,4995.82,0.0,3.997,2212.5,49.691,-4977.545,135.135,4977.545,0.0,36.834,6715.002,4.83,-4996.62,1250.0,4996.62,0.0,3.997,6037.5,17.92,-4995.54,312.5,4995.54,0.0,15.986,5600.0,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-08-07,159.17,-4934.52,36.496,4934.52,0.0,135.206,5809.124,31.73,-4989.16,192.308,4989.16,0.0,25.944,6101.923,14.414,-4995.214,384.615,4995.214,0.0,12.988,5543.961,22.17,-4984.8,192.308,4984.8,0.0,25.921,4263.462,10.97,-4985.5,357.143,4985.5,0.0,13.959,3917.857,42.39,-4999.54,92.593,4999.54,0.0,53.995,3925.0,6.679,-4997.449,1000.0,4997.449,0.0,4.997,6678.973,1.75,-4995.82,1250.0,4995.82,0.0,3.997,2187.5,50.086,-4977.545,135.135,4977.545,0.0,36.834,6768.347,4.82,-4996.62,1250.0,4996.62,0.0,3.997,6025.0,17.69,-4995.54,312.5,4995.54,0.0,15.986,5528.125,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
2019-08-08,162.22,-4934.52,36.496,4934.52,0.0,135.206,5920.438,32.2,-4989.16,192.308,4989.16,0.0,25.944,6192.308,14.928,-4995.214,384.615,4995.214,0.0,12.988,5741.353,22.09,-4984.8,192.308,4984.8,0.0,25.921,4248.077,10.72,-4985.5,357.143,4985.5,0.0,13.959,3828.572,43.17,-4999.54,92.593,4999.54,0.0,53.995,3997.222,6.715,-4997.449,1000.0,4997.449,0.0,4.997,6715.47,1.88,-4995.82,1250.0,4995.82,0.0,3.997,2350.0,50.635,-4977.545,135.135,4977.545,0.0,36.834,6842.51,4.86,-4996.62,1250.0,4996.62,0.0,3.997,6075.0,17.47,-4995.54,312.5,4995.54,0.0,15.986,5459.375,1.65,-4999.2,2500.0,4999.2,0.0,2.0,4125.0
