date,BABA_adj_close,BABA_cashflow,BABA_cml_units,BABA_cml_cost,BABA_gain_loss,BABA_avg_price,BABA_mktvalue,AMZN_adj_close,AMZN_cashflow,AMZN_cml_units,AMZN_cml_cost,AMZN_gain_loss,AMZN_avg_price,AMZN_mktvalue,KMB_adj_close,KMB_cashflow,KMB_cml_units,KMB_cml_cost,KMB_gain_loss,KMB_avg_price,KMB_mktvalue,YNDX_adj_close,YNDX_cashflow,YNDX_cml_units,YNDX_cml_cost,YNDX_gain_loss,YNDX_avg_price,YNDX_mktvalue,GOOGL_adj_close,GOOGL_cashflow,GOOGL_cml_units,GOOGL_cml_cost,GOOGL_gain_loss,GOOGL_avg_price,GOOGL_mktvalue,GOOG_adj_close,GOOG_cashflow,GOOG_cml_units,GOOG_cml_cost,GOOG_gain_loss,GOOG_avg_price,GOOG_mktvalue,FEDU_adj_close,FEDU_cashflow,FEDU_cml_units,FEDU_cml_cost,FEDU_gain_loss,FEDU_avg_price,FEDU_mktvalue,SMFG_adj_close,SMFG_cashflow,SMFG_cml_units,SMFG_cml_cost,SMFG_gain_loss,SMFG_avg_price,SMFG_mktvalue,HDB_adj_close,HDB_cashflow,HDB_cml_units,HDB_cml_cost,HDB_gain_loss,HDB_avg_price,HDB_mktvalue,SKM_adj_close,SKM_cashflow,SKM_cml_units,SKM_cml_cost,SKM_gain_loss,SKM_avg_price,SKM_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,SPWR_adj_close,SPWR_cashflow,SPWR_cml_units,SPWR_cml_cost,SPWR_gain_loss,SPWR_avg_price,SPWR_mktvalue,ENR_adj_close,ENR_cashflow,ENR_cml_units,ENR_cml_cost,ENR_gain_loss,ENR_avg_price,ENR_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,MFG_adj_close,MFG_cashflow,MFG_cml_units,MFG_cml_cost,MFG_gain_loss,MFG_avg_price,MFG_mktvalue,QTNT_adj_close,QTNT_cashflow,QTNT_cml_units,QTNT_cml_cost,QTNT_gain_loss,QTNT_avg_price,QTNT_mktvalue,NMR_adj_close,NMR_cashflow,NMR_cml_units,NMR_cml_cost,NMR_gain_loss,NMR_avg_price,NMR_mktvalue,BSAC_adj_close,BSAC_cashflow,BSAC_cml_units,BSAC_cml_cost,BSAC_gain_loss,BSAC_avg_price,BSAC_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,NSP_adj_close,NSP_cashflow,NSP_cml_units,NSP_cml_cost,NSP_gain_loss,NSP_avg_price,NSP_mktvalue,JAKK_adj_close,JAKK_cashflow,JAKK_cml_units,JAKK_cml_cost,JAKK_gain_loss,JAKK_avg_price,JAKK_mktvalue,HZN_adj_close,HZN_cashflow,HZN_cml_units,HZN_cml_cost,HZN_gain_loss,HZN_avg_price,HZN_mktvalue,SHG_adj_close,SHG_cashflow,SHG_cml_units,SHG_cml_cost,SHG_gain_loss,SHG_avg_price,SHG_mktvalue,WF_adj_close,WF_cashflow,WF_cml_units,WF_cml_cost,WF_gain_loss,WF_avg_price,WF_mktvalue,BCH_adj_close,BCH_cashflow,BCH_cml_units,BCH_cml_cost,BCH_gain_loss,BCH_avg_price,BCH_mktvalue,COHN_adj_close,COHN_cashflow,COHN_cml_units,COHN_cml_cost,COHN_gain_loss,COHN_avg_price,COHN_mktvalue,ITCB_adj_close,ITCB_cashflow,ITCB_cml_units,ITCB_cml_cost,ITCB_gain_loss,ITCB_avg_price,ITCB_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,HNGR_adj_close,HNGR_cashflow,HNGR_cml_units,HNGR_cml_cost,HNGR_gain_loss,HNGR_avg_price,HNGR_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,DMTK_adj_close,DMTK_cashflow,DMTK_cml_units,DMTK_cml_cost,DMTK_gain_loss,DMTK_avg_price,DMTK_mktvalue,HOTH_adj_close,HOTH_cashflow,HOTH_cml_units,HOTH_cml_cost,HOTH_gain_loss,HOTH_avg_price,HOTH_mktvalue,FMCC_adj_close,FMCC_cashflow,FMCC_cml_units,FMCC_cml_cost,FMCC_gain_loss,FMCC_avg_price,FMCC_mktvalue,GBCS_adj_close,GBCS_cashflow,GBCS_cml_units,GBCS_cml_cost,GBCS_gain_loss,GBCS_avg_price,GBCS_mktvalue
2020-04-29,206.7,-4878.3,23.585,4878.3,0.0,206.84,4875.0,2372.71,-3695.68,2.707,3695.68,0.0,1365.184,6423.146,132.47,-4946.837,38.462,4946.837,0.0,128.618,5095.018,39.61,-4957.86,116.279,4957.86,0.0,42.638,4605.814,1342.18,-4018.17,3.734,4018.17,0.0,1076.066,5011.875,1341.48,-4011.06,3.74,4011.06,0.0,1072.557,5016.754,1.38,-4999.376,5000.0,4999.376,0.0,1.0,6900.0,5.077,-4994.34,714.286,4994.34,0.0,6.992,3626.682,44.752,-4988.651,79.365,4988.651,0.0,62.857,3551.77,31.007,-4987.496,131.579,4987.496,0.0,37.905,4079.85,27.763,-4964.4,121.951,4964.4,0.0,40.708,3385.732,5.062,-4995.678,1000.0,4995.678,0.0,4.996,5062.213,38.524,-4992.51,106.383,4992.51,0.0,46.93,4098.272,25.114,-4954.851,96.154,4954.851,0.0,51.53,2414.771,2.294,-4999.62,1666.667,4999.62,0.0,3.0,3822.527,8.97,-4992.75,555.556,4992.75,0.0,8.987,4983.333,3.9,-4994.88,1000.0,4994.88,0.0,4.995,3900.294,15.838,-4988.032,238.095,4988.032,0.0,20.95,3770.943,3.901,-4998.685,625.0,4998.685,0.0,7.998,2437.928,49.103,-4973.362,60.976,4973.362,0.0,81.563,2994.081,7.1,-4995.5,500.0,4995.5,0.0,9.991,3550.0,1.93,-4997.68,1666.667,4997.68,0.0,2.999,3216.667,25.78,-4987.17,131.579,4987.17,0.0,37.902,3392.105,21.47,-4992.9,166.667,4992.9,0.0,29.957,3578.333,17.695,-4989.552,250.0,4989.552,0.0,19.958,4423.796,4.002,-4996.814,1666.667,4996.814,0.0,2.998,6670.794,4.21,-4999.152,714.286,4999.152,0.0,6.999,3007.143,15.22,-4986.314,294.118,4986.314,0.0,16.953,4476.415,19.52,-4997.41,185.185,4997.41,0.0,26.986,3614.815,3.985,-4995.6,1000.0,4995.6,0.0,4.996,3985.412,18.227,-4991.69,263.158,4991.69,0.0,18.968,4796.625,13.37,-4997.2,416.667,4997.2,0.0,11.993,5570.833,3.81,-4995.33,833.333,4995.33,0.0,5.994,3175.0,1.65,-4998.0,1666.667,4998.0,0.0,2.999,2750.0,1.9,-4997.9,2500.0,4997.9,0.0,1.999,4750.0
2020-04-30,202.67,-4878.3,23.585,4878.3,0.0,206.84,4779.953,2474.0,-3695.68,2.707,3695.68,0.0,1365.184,6697.347,132.013,-4946.837,38.462,4946.837,0.0,128.618,5077.418,37.78,-4957.86,116.279,4957.86,0.0,42.638,4393.023,1346.7,-4018.17,3.734,4018.17,0.0,1076.066,5028.753,1348.66,-4011.06,3.74,4011.06,0.0,1072.557,5043.605,1.35,-4999.376,5000.0,4999.376,0.0,1.0,6750.0,4.983,-4994.34,714.286,4994.34,0.0,6.992,3559.021,43.198,-4988.651,79.365,4988.651,0.0,62.857,3428.395,30.734,-4987.496,131.579,4987.496,0.0,37.905,4043.913,27.061,-4964.4,121.951,4964.4,0.0,40.708,3300.121,4.813,-4995.678,1000.0,4995.678,0.0,4.996,4813.36,37.105,-4992.51,106.383,4992.51,0.0,46.93,3947.309,25.191,-4954.851,96.154,4954.851,0.0,51.53,2422.195,2.227,-4999.62,1666.667,4999.62,0.0,3.0,3711.499,9.26,-4992.75,555.556,4992.75,0.0,8.987,5144.445,3.882,-4994.88,1000.0,4994.88,0.0,4.995,3881.542,15.8,-4988.032,238.095,4988.032,0.0,20.95,3761.996,3.84,-4998.685,625.0,4998.685,0.0,7.998,2400.21,46.244,-4973.362,60.976,4973.362,0.0,81.563,2819.731,7.9,-4995.5,500.0,4995.5,0.0,9.991,3950.0,1.9,-4997.68,1666.667,4997.68,0.0,2.999,3166.667,25.52,-4987.17,131.579,4987.17,0.0,37.902,3357.895,20.66,-4992.9,166.667,4992.9,0.0,29.957,3443.333,17.5,-4989.552,250.0,4989.552,0.0,19.958,4375.049,4.071,-4996.814,1666.667,4996.814,0.0,2.998,6784.407,4.27,-4999.152,714.286,4999.152,0.0,6.999,3050.0,12.989,-4986.314,294.118,4986.314,0.0,16.953,3820.437,18.36,-4997.41,185.185,4997.41,0.0,26.986,3400.0,3.878,-4995.6,1000.0,4995.6,0.0,4.996,3878.486,17.533,-4991.69,263.158,4991.69,0.0,18.968,4614.019,13.75,-4997.2,416.667,4997.2,0.0,11.993,5729.167,3.55,-4995.33,833.333,4995.33,0.0,5.994,2958.333,1.63,-4998.0,1666.667,4998.0,0.0,2.999,2716.667,1.9,-4997.9,2500.0,4997.9,0.0,1.999,4750.0
2020-05-01,194.48,-4878.3,23.585,4878.3,0.0,206.84,4586.792,2286.04,-3695.68,2.707,3695.68,0.0,1365.184,6188.522,130.392,-4946.837,38.462,4946.837,0.0,128.618,5015.087,37.41,-4957.86,116.279,4957.86,0.0,42.638,4350.0,1317.32,-4018.17,3.734,4018.17,0.0,1076.066,4919.044,1320.61,-4011.06,3.74,4011.06,0.0,1072.557,4938.706,1.42,-4999.376,5000.0,4999.376,0.0,1.0,7100.0,4.803,-4994.34,714.286,4994.34,0.0,6.992,3430.463,41.952,-4988.651,79.365,4988.651,0.0,62.857,3329.537,29.722,-4987.496,131.579,4987.496,0.0,37.905,3910.736,26.186,-4964.4,121.951,4964.4,0.0,40.708,3193.401,4.486,-4995.678,1000.0,4995.678,0.0,4.996,4485.92,36.133,-4992.51,106.383,4992.51,0.0,46.93,3843.965,24.206,-4954.851,96.154,4954.851,0.0,51.53,2327.535,2.189,-4999.62,1666.667,4999.62,0.0,3.0,3648.055,8.87,-4992.75,555.556,4992.75,0.0,8.987,4927.778,3.853,-4994.88,1000.0,4994.88,0.0,4.995,3853.415,15.133,-4988.032,238.095,4988.032,0.0,20.95,3603.196,3.639,-4998.685,625.0,4998.685,0.0,7.998,2274.485,45.633,-4973.362,60.976,4973.362,0.0,81.563,2782.498,7.1,-4995.5,500.0,4995.5,0.0,9.991,3550.0,1.853,-4997.68,1666.667,4997.68,0.0,2.999,3088.333,24.4,-4987.17,131.579,4987.17,0.0,37.902,3210.526,20.23,-4992.9,166.667,4992.9,0.0,29.957,3371.667,16.886,-4989.552,250.0,4989.552,0.0,19.958,4221.496,4.236,-4996.814,1666.667,4996.814,0.0,2.998,7060.329,3.93,-4999.152,714.286,4999.152,0.0,6.999,2807.143,12.377,-4986.314,294.118,4986.314,0.0,16.953,3640.254,17.32,-4997.41,185.185,4997.41,0.0,26.986,3207.407,3.772,-4995.6,1000.0,4995.6,0.0,4.996,3771.561,17.416,-4991.69,263.158,4991.69,0.0,18.968,4583.156,13.02,-4997.2,416.667,4997.2,0.0,11.993,5425.0,3.56,-4995.33,833.333,4995.33,0.0,5.994,2966.667,1.58,-4998.0,1666.667,4998.0,0.0,2.999,2633.333,1.9,-4997.9,2500.0,4997.9,0.0,1.999,4750.0
2020-05-04,191.15,-4878.3,23.585,4878.3,0.0,206.84,4508.255,2315.99,-3695.68,2.707,3695.68,0.0,1365.184,6269.599,129.391,-4946.837,38.462,4946.837,0.0,128.618,4976.589,38.0,-4957.86,116.279,4957.86,0.0,42.638,4418.605,1322.9,-4018.17,3.734,4018.17,0.0,1076.066,4939.881,1326.8,-4011.06,3.74,4011.06,0.0,1072.557,4961.855,1.345,-4999.376,5000.0,4999.376,0.0,1.0,6725.0,4.755,-4994.34,714.286,4994.34,0.0,6.992,3396.631,40.557,-4988.651,79.365,4988.651,0.0,62.857,3218.816,29.979,-4987.496,131.579,4987.496,0.0,37.905,3944.559,25.59,-4964.4,121.951,4964.4,0.0,40.708,3120.691,4.663,-4995.678,1000.0,4995.678,0.0,4.996,4662.737,35.295,-4992.51,106.383,4992.51,0.0,46.93,3754.807,24.467,-4954.851,96.154,4954.851,0.0,51.53,2352.592,2.141,-4999.62,1666.667,4999.62,0.0,3.0,3568.749,7.91,-4992.75,555.556,4992.75,0.0,8.987,4394.444,3.76,-4994.88,1000.0,4994.88,0.0,4.995,3759.659,15.528,-4988.032,238.095,4988.032,0.0,20.95,3697.134,3.731,-4998.685,625.0,4998.685,0.0,7.998,2331.633,47.697,-4973.362,60.976,4973.362,0.0,81.563,2908.384,7.2,-4995.5,500.0,4995.5,0.0,9.991,3600.0,1.685,-4997.68,1666.667,4997.68,0.0,2.999,2808.333,24.0,-4987.17,131.579,4987.17,0.0,37.902,3157.895,19.56,-4992.9,166.667,4992.9,0.0,29.957,3260.0,16.974,-4989.552,250.0,4989.552,0.0,19.958,4243.432,3.993,-4996.814,1666.667,4996.814,0.0,2.998,6654.563,4.25,-4999.152,714.286,4999.152,0.0,6.999,3035.714,12.195,-4986.314,294.118,4986.314,0.0,16.953,3586.763,17.04,-4997.41,185.185,4997.41,0.0,26.986,3155.556,3.713,-4995.6,1000.0,4995.6,0.0,4.996,3713.238,17.357,-4991.69,263.158,4991.69,0.0,18.968,4567.725,14.23,-4997.2,416.667,4997.2,0.0,11.993,5929.166,3.36,-4995.33,833.333,4995.33,0.0,5.994,2800.0,1.57,-4998.0,1666.667,4998.0,0.0,2.999,2616.667,1.9,-4997.9,2500.0,4997.9,0.0,1.999,4750.0
2020-05-05,195.02,-4878.3,23.585,4878.3,0.0,206.84,4599.528,2317.8,-3695.68,2.707,3695.68,0.0,1365.184,6274.499,130.726,-4946.837,38.462,4946.837,0.0,128.618,5027.921,38.38,-4957.86,116.279,4957.86,0.0,42.638,4462.791,1349.02,-4018.17,3.734,4018.17,0.0,1076.066,5037.416,1351.11,-4011.06,3.74,4011.06,0.0,1072.557,5052.767,1.36,-4999.376,5000.0,4999.376,0.0,1.0,6800.0,4.784,-4994.34,714.286,4994.34,0.0,6.992,3416.93,40.617,-4988.651,79.365,4988.651,0.0,62.857,3223.561,30.075,-4987.496,131.579,4987.496,0.0,37.905,3957.243,25.667,-4964.4,121.951,4964.4,0.0,40.708,3130.073,4.715,-4995.678,1000.0,4995.678,0.0,4.996,4715.128,36.838,-4992.51,106.383,4992.51,0.0,46.93,3918.941,23.521,-4954.851,96.154,4954.851,0.0,51.53,2261.644,2.16,-4999.62,1666.667,4999.62,0.0,3.0,3600.471,7.72,-4992.75,555.556,4992.75,0.0,8.987,4288.889,3.816,-4994.88,1000.0,4994.88,0.0,4.995,3815.913,15.885,-4988.032,238.095,4988.032,0.0,20.95,3782.126,3.731,-4998.685,625.0,4998.685,0.0,7.998,2331.633,51.371,-4973.362,60.976,4973.362,0.0,81.563,3132.378,7.0,-4995.5,500.0,4995.5,0.0,9.991,3500.0,1.62,-4997.68,1666.667,4997.68,0.0,2.999,2700.0,24.15,-4987.17,131.579,4987.17,0.0,37.902,3177.632,19.56,-4992.9,166.667,4992.9,0.0,29.957,3260.0,17.315,-4989.552,250.0,4989.552,0.0,19.958,4328.74,3.993,-4996.814,1666.667,4996.814,0.0,2.998,6654.563,4.13,-4999.152,714.286,4999.152,0.0,6.999,2950.0,12.492,-4986.314,294.118,4986.314,0.0,16.953,3674.038,17.13,-4997.41,185.185,4997.41,0.0,26.986,3172.222,3.742,-4995.6,1000.0,4995.6,0.0,4.996,3742.399,17.475,-4991.69,263.158,4991.69,0.0,18.968,4598.587,14.31,-4997.2,416.667,4997.2,0.0,11.993,5962.5,3.51,-4995.33,833.333,4995.33,0.0,5.994,2925.0,1.57,-4998.0,1666.667,4998.0,0.0,2.999,2616.667,1.9,-4997.9,2500.0,4997.9,0.0,1.999,4750.0
2020-05-06,195.17,-4878.3,23.585,4878.3,0.0,206.84,4603.066,2351.26,-3695.68,2.707,3695.68,0.0,1365.184,6365.079,128.476,-4946.837,38.462,4946.837,0.0,128.618,4941.39,38.51,-4957.86,116.279,4957.86,0.0,42.638,4477.907,1345.43,-4018.17,3.734,4018.17,0.0,1076.066,5024.011,1347.3,-4011.06,3.74,4011.06,0.0,1072.557,5038.519,1.36,-4999.376,5000.0,4999.376,0.0,1.0,6800.0,4.774,-4994.34,714.286,4994.34,0.0,6.992,3410.164,40.597,-4988.651,79.365,4988.651,0.0,62.857,3221.98,29.609,-4987.496,131.579,4987.496,0.0,37.905,3895.939,25.292,-4964.4,121.951,4964.4,0.0,40.708,3084.335,4.918,-4995.678,1000.0,4995.678,0.0,4.996,4918.14,35.857,-4992.51,106.383,4992.51,0.0,46.93,3814.584,23.067,-4954.851,96.154,4954.851,0.0,51.53,2218.025,2.151,-4999.62,1666.667,4999.62,0.0,3.0,3584.61,7.99,-4992.75,555.556,4992.75,0.0,8.987,4438.889,3.778,-4994.88,1000.0,4994.88,0.0,4.995,3778.41,16.186,-4988.032,238.095,4988.032,0.0,20.95,3853.698,3.676,-4998.685,625.0,4998.685,0.0,7.998,2297.344,49.19,-4973.362,60.976,4973.362,0.0,81.563,2999.4,6.6,-4995.5,500.0,4995.5,0.0,9.991,3300.0,1.6,-4997.68,1666.667,4997.68,0.0,2.999,2666.667,24.13,-4987.17,131.579,4987.17,0.0,37.902,3175.0,19.9,-4992.9,166.667,4992.9,0.0,29.957,3316.667,17.412,-4989.552,250.0,4989.552,0.0,19.958,4353.113,4.041,-4996.814,1666.667,4996.814,0.0,2.998,6735.716,4.11,-4999.152,714.286,4999.152,0.0,6.999,2935.714,12.233,-4986.314,294.118,4986.314,0.0,16.953,3598.024,16.74,-4997.41,185.185,4997.41,0.0,26.986,3100.0,3.733,-4995.6,1000.0,4995.6,0.0,4.996,3732.679,17.396,-4991.69,263.158,4991.69,0.0,18.968,4578.012,14.0,-4997.2,416.667,4997.2,0.0,11.993,5833.333,3.595,-4995.33,833.333,4995.33,0.0,5.994,2995.833,1.55,-4998.0,1666.667,4998.0,0.0,2.999,2583.333,1.6,-4997.9,2500.0,4997.9,0.0,1.999,4000.0
2020-05-07,196.49,-4878.3,23.585,4878.3,0.0,206.84,4634.198,2367.61,-3695.68,2.707,3695.68,0.0,1365.184,6409.34,130.316,-4946.837,38.462,4946.837,0.0,128.618,5012.154,40.3,-4957.86,116.279,4957.86,0.0,42.638,4686.046,1369.28,-4018.17,3.734,4018.17,0.0,1076.066,5113.07,1372.56,-4011.06,3.74,4011.06,0.0,1072.557,5132.985,1.36,-4999.376,5000.0,4999.376,0.0,1.0,6800.0,4.841,-4994.34,714.286,4994.34,0.0,6.992,3457.528,40.168,-4988.651,79.365,4988.651,0.0,62.857,3187.973,30.188,-4987.496,131.579,4987.496,0.0,37.905,3972.04,25.715,-4964.4,121.951,4964.4,0.0,40.708,3135.936,4.754,-4995.678,1000.0,4995.678,0.0,4.996,4754.42,37.486,-4992.51,106.383,4992.51,0.0,46.93,3987.836,23.83,-4954.851,96.154,4954.851,0.0,51.53,2291.341,2.122,-4999.62,1666.667,4999.62,0.0,3.0,3537.027,7.5,-4992.75,555.556,4992.75,0.0,8.987,4166.667,3.788,-4994.88,1000.0,4994.88,0.0,4.995,3787.785,15.969,-4988.032,238.095,4988.032,0.0,20.95,3802.255,3.648,-4998.685,625.0,4998.685,0.0,7.998,2280.2,51.497,-4973.362,60.976,4973.362,0.0,81.563,3140.062,7.1,-4995.5,500.0,4995.5,0.0,9.991,3550.0,1.83,-4997.68,1666.667,4997.68,0.0,2.999,3050.0,24.72,-4987.17,131.579,4987.17,0.0,37.902,3252.631,20.15,-4992.9,166.667,4992.9,0.0,29.957,3358.333,17.344,-4989.552,250.0,4989.552,0.0,19.958,4336.052,3.584,-4996.814,1666.667,4996.814,0.0,2.998,5972.876,4.09,-4999.152,714.286,4999.152,0.0,6.999,2921.429,12.607,-4986.314,294.118,4986.314,0.0,16.953,3707.823,17.59,-4997.41,185.185,4997.41,0.0,26.986,3257.407,3.742,-4995.6,1000.0,4995.6,0.0,4.996,3742.399,17.113,-4991.69,263.158,4991.69,0.0,18.968,4503.426,14.18,-4997.2,416.667,4997.2,0.0,11.993,5908.333,3.54,-4995.33,833.333,4995.33,0.0,5.994,2950.0,1.58,-4998.0,1666.667,4998.0,0.0,2.999,2633.333,1.6,-4997.9,2500.0,4997.9,0.0,1.999,4000.0
2020-05-08,201.19,-4878.3,23.585,4878.3,0.0,206.84,4745.047,2379.61,-3695.68,2.707,3695.68,0.0,1365.184,6441.825,132.041,-4946.837,38.462,4946.837,0.0,128.618,5078.519,40.74,-4957.86,116.279,4957.86,0.0,42.638,4737.209,1384.34,-4018.17,3.734,4018.17,0.0,1076.066,5169.305,1388.37,-4011.06,3.74,4011.06,0.0,1072.557,5192.109,1.36,-4999.376,5000.0,4999.376,0.0,1.0,6800.0,4.907,-4994.34,714.286,4994.34,0.0,6.992,3504.891,40.447,-4988.651,79.365,4988.651,0.0,62.857,3210.117,30.236,-4987.496,131.579,4987.496,0.0,37.905,3978.382,25.888,-4964.4,121.951,4964.4,0.0,40.708,3157.046,5.049,-4995.678,1000.0,4995.678,0.0,4.996,5049.116,38.809,-4992.51,106.383,4992.51,0.0,46.93,4128.667,24.129,-4954.851,96.154,4954.851,0.0,51.53,2320.111,2.179,-4999.62,1666.667,4999.62,0.0,3.0,3632.193,7.41,-4992.75,555.556,4992.75,0.0,8.987,4116.667,3.844,-4994.88,1000.0,4994.88,0.0,4.995,3844.04,15.706,-4988.032,238.095,4988.032,0.0,20.95,3739.63,3.731,-4998.685,625.0,4998.685,0.0,7.998,2331.633,52.65,-4973.362,60.976,4973.362,0.0,81.563,3210.392,6.8,-4995.5,500.0,4995.5,0.0,9.991,3400.0,1.85,-4997.68,1666.667,4997.68,0.0,2.999,3083.333,24.59,-4987.17,131.579,4987.17,0.0,37.902,3235.526,20.54,-4992.9,166.667,4992.9,0.0,29.957,3423.333,17.003,-4989.552,250.0,4989.552,0.0,19.958,4250.744,3.194,-4996.814,1666.667,4996.814,0.0,2.998,5323.65,4.16,-4999.152,714.286,4999.152,0.0,6.999,2971.428,13.248,-4986.314,294.118,4986.314,0.0,16.953,3896.452,17.16,-4997.41,185.185,4997.41,0.0,26.986,3177.778,3.849,-4995.6,1000.0,4995.6,0.0,4.996,3849.325,17.25,-4991.69,263.158,4991.69,0.0,18.968,4539.433,13.83,-4997.2,416.667,4997.2,0.0,11.993,5762.5,3.68,-4995.33,833.333,4995.33,0.0,5.994,3066.667,1.61,-4998.0,1666.667,4998.0,0.0,2.999,2683.333,1.6,-4997.9,2500.0,4997.9,0.0,1.999,4000.0
2020-05-11,205.4,-4878.3,23.585,4878.3,0.0,206.84,4844.339,2409.0,-3695.68,2.707,3695.68,0.0,1365.184,6521.386,132.099,-4946.837,38.462,4946.837,0.0,128.618,5080.719,40.18,-4957.86,116.279,4957.86,0.0,42.638,4672.093,1403.59,-4018.17,3.734,4018.17,0.0,1076.066,5241.187,1403.26,-4011.06,3.74,4011.06,0.0,1072.557,5247.794,1.3,-4999.376,5000.0,4999.376,0.0,1.0,6500.0,4.916,-4994.34,714.286,4994.34,0.0,6.992,3511.657,38.385,-4988.651,79.365,4988.651,0.0,62.857,3046.408,29.834,-4987.496,131.579,4987.496,0.0,37.905,3925.534,25.455,-4964.4,121.951,4964.4,0.0,40.708,3104.272,4.826,-4995.678,1000.0,4995.678,0.0,4.996,4826.457,38.895,-4992.51,106.383,4992.51,0.0,46.93,4137.785,23.676,-4954.851,96.154,4954.851,0.0,51.53,2276.492,2.179,-4999.62,1666.667,4999.62,0.0,3.0,3632.193,8.34,-4992.75,555.556,4992.75,0.0,8.987,4633.333,3.722,-4994.88,1000.0,4994.88,0.0,4.995,3722.156,14.936,-4988.032,238.095,4988.032,0.0,20.95,3556.227,3.603,-4998.685,625.0,4998.685,0.0,7.998,2251.626,50.353,-4973.362,60.976,4973.362,0.0,81.563,3070.322,6.8,-4995.5,500.0,4995.5,0.0,9.991,3400.0,1.77,-4997.68,1666.667,4997.68,0.0,2.999,2950.0,23.88,-4987.17,131.579,4987.17,0.0,37.902,3142.105,19.65,-4992.9,166.667,4992.9,0.0,29.957,3275.0,16.574,-4989.552,250.0,4989.552,0.0,19.958,4143.501,3.262,-4996.814,1666.667,4996.814,0.0,2.998,5437.264,4.0,-4999.152,714.286,4999.152,0.0,6.999,2857.143,12.836,-4986.314,294.118,4986.314,0.0,16.953,3775.391,16.41,-4997.41,185.185,4997.41,0.0,26.986,3038.889,3.801,-4995.6,1000.0,4995.6,0.0,4.996,3800.722,17.269,-4991.69,263.158,4991.69,0.0,18.968,4544.577,13.99,-4997.2,416.667,4997.2,0.0,11.993,5829.167,3.92,-4995.33,833.333,4995.33,0.0,5.994,3266.667,1.6,-4998.0,1666.667,4998.0,0.0,2.999,2666.667,1.6,-4997.9,2500.0,4997.9,0.0,1.999,4000.0
2020-05-12,200.31,-4878.3,23.585,4878.3,0.0,206.84,4724.292,2356.95,-3695.68,2.707,3695.68,0.0,1365.184,6380.482,131.384,-4946.837,38.462,4946.837,0.0,128.618,5053.219,40.0,-4957.86,116.279,4957.86,0.0,42.638,4651.163,1375.18,-4018.17,3.734,4018.17,0.0,1076.066,5135.101,1375.74,-4011.06,3.74,4011.06,0.0,1072.557,5144.877,1.3,-4999.376,5000.0,4999.376,0.0,1.0,6500.0,4.803,-4994.34,714.286,4994.34,0.0,6.992,3430.463,40.238,-4988.651,79.365,4988.651,0.0,62.857,3193.509,30.396,-4987.496,131.579,4987.496,0.0,37.905,3999.521,24.628,-4964.4,121.951,4964.4,0.0,40.708,3003.416,4.63,-4995.678,1000.0,4995.678,0.0,4.996,4629.993,39.352,-4992.51,106.383,4992.51,0.0,46.93,4186.417,23.125,-4954.851,96.154,4954.851,0.0,51.53,2223.594,2.141,-4999.62,1666.667,4999.62,0.0,3.0,3568.749,7.76,-4992.75,555.556,4992.75,0.0,8.987,4311.111,3.591,-4994.88,1000.0,4994.88,0.0,4.995,3590.896,14.786,-4988.032,238.095,4988.032,0.0,20.95,3520.441,3.667,-4998.685,625.0,4998.685,0.0,7.998,2291.629,45.303,-4973.362,60.976,4973.362,0.0,81.563,2762.403,6.6,-4995.5,500.0,4995.5,0.0,9.991,3300.0,1.67,-4997.68,1666.667,4997.68,0.0,2.999,2783.333,23.3,-4987.17,131.579,4987.17,0.0,37.902,3065.789,19.3,-4992.9,166.667,4992.9,0.0,29.957,3216.667,16.574,-4989.552,250.0,4989.552,0.0,19.958,4143.501,3.194,-4996.814,1666.667,4996.814,0.0,2.998,5323.65,3.77,-4999.152,714.286,4999.152,0.0,6.999,2692.857,11.946,-4986.314,294.118,4986.314,0.0,16.953,3513.563,16.36,-4997.41,185.185,4997.41,0.0,26.986,3029.63,3.742,-4995.6,1000.0,4995.6,0.0,4.996,3742.399,17.289,-4991.69,263.158,4991.69,0.0,18.968,4549.721,13.23,-4997.2,416.667,4997.2,0.0,11.993,5512.5,3.95,-4995.33,833.333,4995.33,0.0,5.994,3291.667,1.58,-4998.0,1666.667,4998.0,0.0,2.999,2633.333,1.7,-4997.9,2500.0,4997.9,0.0,1.999,4250.0
