date,HSBC_adj_close,HSBC_cashflow,HSBC_cml_units,HSBC_cml_cost,HSBC_gain_loss,HSBC_avg_price,HSBC_mktvalue,ENIA_adj_close,ENIA_cashflow,ENIA_cml_units,ENIA_cml_cost,ENIA_gain_loss,ENIA_avg_price,ENIA_mktvalue,BIT_adj_close,BIT_cashflow,BIT_cml_units,BIT_cml_cost,BIT_gain_loss,BIT_avg_price,BIT_mktvalue,DSL_adj_close,DSL_cashflow,DSL_cml_units,DSL_cml_cost,DSL_gain_loss,DSL_avg_price,DSL_mktvalue,PCI_adj_close,PCI_cashflow,PCI_cml_units,PCI_cml_cost,PCI_gain_loss,PCI_avg_price,PCI_mktvalue,BHK_adj_close,BHK_cashflow,BHK_cml_units,BHK_cml_cost,BHK_gain_loss,BHK_avg_price,BHK_mktvalue,TENX_adj_close,TENX_cashflow,TENX_cml_units,TENX_cml_cost,TENX_gain_loss,TENX_avg_price,TENX_mktvalue,CHNR_adj_close,CHNR_cashflow,CHNR_cml_units,CHNR_cml_cost,CHNR_gain_loss,CHNR_avg_price,CHNR_mktvalue,CTHR_adj_close,CTHR_cashflow,CTHR_cml_units,CTHR_cml_cost,CTHR_gain_loss,CTHR_avg_price,CTHR_mktvalue,SEEL_adj_close,SEEL_cashflow,SEEL_cml_units,SEEL_cml_cost,SEEL_gain_loss,SEEL_avg_price,SEEL_mktvalue,ARMP_adj_close,ARMP_cashflow,ARMP_cml_units,ARMP_cml_cost,ARMP_gain_loss,ARMP_avg_price,ARMP_mktvalue,ACUR_adj_close,ACUR_cashflow,ACUR_cml_units,ACUR_cml_cost,ACUR_gain_loss,ACUR_avg_price,ACUR_mktvalue,CHGI_adj_close,CHGI_cashflow,CHGI_cml_units,CHGI_cml_cost,CHGI_gain_loss,CHGI_avg_price,CHGI_mktvalue,CICN_adj_close,CICN_cashflow,CICN_cml_units,CICN_cml_cost,CICN_gain_loss,CICN_avg_price,CICN_mktvalue,DLYT_adj_close,DLYT_cashflow,DLYT_cml_units,DLYT_cml_cost,DLYT_gain_loss,DLYT_avg_price,DLYT_mktvalue,GLAE_adj_close,GLAE_cashflow,GLAE_cml_units,GLAE_cml_cost,GLAE_gain_loss,GLAE_avg_price,GLAE_mktvalue,IMUN_adj_close,IMUN_cashflow,IMUN_cml_units,IMUN_cml_cost,IMUN_gain_loss,IMUN_avg_price,IMUN_mktvalue,KALO_adj_close,KALO_cashflow,KALO_cml_units,KALO_cml_cost,KALO_gain_loss,KALO_avg_price,KALO_mktvalue,QTXB_adj_close,QTXB_cashflow,QTXB_cml_units,QTXB_cml_cost,QTXB_gain_loss,QTXB_avg_price,QTXB_mktvalue
2020-02-27,32.588,-196.86,133.93,5272.84,-218.38,39.37,4364.533,7.801,101.6,548.847,5000.0,106.4,9.11,4281.567,13.584,190.4,332.824,5398.4,-208.0,16.22,4520.963,16.307,580.66,278.878,5538.51,126.45,19.86,4547.519,19.928,496.65,213.767,5000.0,502.9,23.39,4260.033,13.749,225.22,388.5,5000.0,231.42,12.87,5341.674,1.12,705.28,3533.569,5000.0,705.6,1.415,3957.597,1.03,424.87,4002.449,7484.58,464.16,1.87,4122.923,0.848,3226.088,4041.043,5851.43,670.357,1.448,3425.309,0.84,-4069.85,3703.704,5000.0,-4067.906,1.35,3111.111,3.685,1937.26,1426.247,6517.949,2686.86,4.57,5255.72,0.28,3960.5,38565.991,9641.498,3888.857,0.25,10798.478,0.032,-3395.016,109033.18,1749.983,-264.997,0.016,3478.158,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.187,-4973.125,23255.814,5000.0,-4973.125,0.215,4351.163,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.9,2221.5,1111.0,7221.5,222.2,6.5,7665.9,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10959.697
2020-02-28,32.347,-196.86,133.93,5272.84,-218.38,39.37,4332.27,7.874,101.6,548.847,5000.0,106.4,9.11,4321.77,13.284,190.4,332.824,5398.4,-208.0,16.22,4421.382,15.972,580.66,278.878,5538.51,126.45,19.86,4454.371,19.554,496.65,213.767,5000.0,502.9,23.39,4179.991,13.495,225.22,388.5,5000.0,231.42,12.87,5242.821,1.18,705.28,3533.569,5000.0,705.6,1.415,4168.551,0.95,424.87,4002.449,7484.58,464.16,1.87,3800.726,0.87,3226.088,4041.043,5851.43,670.357,1.448,3515.707,0.877,-4069.85,3703.704,5000.0,-4067.906,1.35,3248.148,3.82,1937.26,1426.247,6517.949,2686.86,4.57,5448.264,0.28,3960.5,38565.991,9641.498,3888.857,0.25,10798.478,0.025,-3395.016,109033.18,1749.983,-264.997,0.016,2780.346,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.147,-4973.125,23255.814,5000.0,-4973.125,0.215,3420.93,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.7,2221.5,1111.0,7221.5,222.2,6.5,7443.7,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10959.697
2020-03-02,32.54,-196.86,133.93,5272.84,-218.38,39.37,4358.08,8.387,101.6,548.847,5000.0,106.4,9.11,4603.187,13.413,190.4,332.824,5398.4,-208.0,16.22,4464.06,16.555,580.66,278.878,5538.51,126.45,19.86,4616.781,20.569,496.65,213.767,5000.0,502.9,23.39,4396.994,14.249,225.22,388.5,5000.0,231.42,12.87,5535.853,1.151,705.28,3533.569,5000.0,705.6,1.415,4066.785,0.882,424.87,4002.449,7484.58,464.16,1.87,3531.361,0.858,3226.088,4041.043,5851.43,670.357,1.448,3465.194,0.865,-4069.85,3703.704,5000.0,-4067.906,1.35,3204.074,4.01,1937.26,1426.247,6517.949,2686.86,4.57,5719.251,0.28,3960.5,38565.991,9641.498,3888.857,0.25,10798.478,0.024,-3395.016,109033.18,1749.983,-264.997,0.016,2616.796,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.147,-4973.125,23255.814,5000.0,-4973.125,0.215,3420.93,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,7.0,2221.5,1111.0,7221.5,222.2,6.5,7777.0,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10959.697
2020-03-03,31.384,-196.86,133.93,5272.84,-218.38,39.37,4203.218,8.36,101.6,548.847,5000.0,106.4,9.11,4588.111,13.532,190.4,332.824,5398.4,-208.0,16.22,4503.891,16.752,580.66,278.878,5538.51,126.45,19.86,4671.715,20.594,496.65,213.767,5000.0,502.9,23.39,4402.33,14.177,225.22,388.5,5000.0,231.42,12.87,5507.61,1.116,705.28,3533.569,5000.0,705.6,1.415,3943.463,0.906,424.87,4002.449,7484.58,464.16,1.87,3626.219,0.864,3226.088,4041.043,5851.43,670.357,1.448,3492.269,0.878,-4069.85,3703.704,5000.0,-4067.906,1.35,3253.407,3.87,1937.26,1426.247,6517.949,2686.86,4.57,5519.576,0.325,3960.5,38565.991,9641.498,3888.857,0.25,12530.091,0.025,-3395.016,109033.18,1749.983,-264.997,0.016,2778.165,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.1,-4973.125,23255.814,5000.0,-4973.125,0.215,2325.581,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,7.0,2221.5,1111.0,7221.5,222.2,6.5,7777.0,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10959.697
2020-03-04,32.02,-196.86,133.93,5272.84,-218.38,39.37,4288.392,8.433,101.6,548.847,5000.0,106.4,9.11,4628.314,13.823,190.4,332.824,5398.4,-208.0,16.22,4600.627,17.0,580.66,278.878,5538.51,126.45,19.86,4740.979,21.035,496.65,213.767,5000.0,502.9,23.39,4496.602,14.122,225.22,388.5,5000.0,231.42,12.87,5486.427,1.144,705.28,3533.569,5000.0,705.6,1.415,4040.989,0.912,424.87,4002.449,7484.58,464.16,1.87,3649.033,0.832,3226.088,4041.043,5851.43,670.357,1.448,3361.744,0.845,-4069.85,3703.704,5000.0,-4067.906,1.35,3131.481,3.87,1937.26,1426.247,6517.949,2686.86,4.57,5519.576,0.325,3960.5,38565.991,9641.498,3888.857,0.25,12530.091,0.024,-3395.016,109033.18,1749.983,-264.997,0.016,2616.796,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,7.1,2221.5,1111.0,7221.5,222.2,6.5,7888.1,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10959.697
2020-03-05,31.538,-196.86,133.93,5272.84,-218.38,39.37,4223.866,8.241,101.6,548.847,5000.0,106.4,9.11,4522.782,13.643,190.4,332.824,5398.4,-208.0,16.22,4540.878,16.529,580.66,278.878,5538.51,126.45,19.86,4609.617,20.353,496.65,213.767,5000.0,502.9,23.39,4350.748,14.058,225.22,388.5,5000.0,231.42,12.87,5461.712,1.11,705.28,3533.569,5000.0,705.6,1.415,3922.262,0.811,424.87,4002.449,7484.58,464.16,1.87,3246.787,0.825,3226.088,4041.043,5851.43,670.357,1.448,3333.86,0.918,-4069.85,3703.704,5000.0,-4067.906,1.35,3398.518,3.76,1937.26,1426.247,6517.949,2686.86,4.57,5362.689,0.325,3960.5,38565.991,9641.498,3888.857,0.25,12530.091,0.024,-3395.016,109033.18,1749.983,-264.997,0.016,2594.99,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.6,2221.5,1111.0,7221.5,222.2,6.5,7332.6,0.014,-1556.031,449930.59,7468.848,-394.189,0.017,6303.528,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10959.697
2020-03-06,31.085,-196.86,133.93,5272.84,-218.38,39.37,4163.212,8.14,101.6,548.847,5000.0,106.4,9.11,4467.504,13.413,190.4,332.824,5398.4,-208.0,16.22,4464.06,16.452,580.66,278.878,5538.51,126.45,19.86,4588.121,20.586,496.65,213.767,5000.0,502.9,23.39,4400.551,13.958,225.22,388.5,5000.0,231.42,12.87,5422.877,1.11,705.28,3533.569,5000.0,705.6,1.415,3922.262,0.626,424.87,4002.449,7484.58,464.16,1.87,2503.972,0.821,3226.088,4041.043,5851.43,670.357,1.448,3316.484,0.964,-4069.85,3703.704,5000.0,-4067.906,1.35,3569.259,3.71,1937.26,1426.247,6517.949,2686.86,4.57,5291.376,0.28,3960.5,38565.991,9641.498,3888.857,0.25,10798.478,0.03,-3395.016,109033.18,1749.983,-264.997,0.016,3270.995,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.4,2221.5,1111.0,7221.5,222.2,6.5,7110.4,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10959.697
2020-03-09,29.341,-196.86,133.93,5272.84,-218.38,39.37,3929.628,7.6,101.6,548.847,5000.0,106.4,9.11,4171.01,12.729,190.4,332.824,5398.4,-208.0,16.22,4236.446,15.142,580.66,278.878,5538.51,126.45,19.86,4222.696,19.063,496.65,213.767,5000.0,502.9,23.39,4075.047,13.722,225.22,388.5,5000.0,231.42,12.87,5331.084,1.039,705.28,3533.569,5000.0,705.6,1.415,3672.438,0.69,424.87,4002.449,7484.58,464.16,1.87,2760.089,0.785,3226.088,4041.043,5851.43,670.357,1.448,3172.219,0.868,-4069.85,3703.704,5000.0,-4067.906,1.35,3214.444,3.67,1937.26,1426.247,6517.949,2686.86,4.57,5234.327,0.25,3960.5,38565.991,9641.498,3888.857,0.25,9645.354,0.025,-3395.016,109033.18,1749.983,-264.997,0.016,2722.559,0.008,3048.779,1718403.288,11341.462,6341.462,0.007,13747.227,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.6,2221.5,1111.0,7221.5,222.2,6.5,7332.6,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.005,3913.039,2810178.83,11521.733,-217.391,0.004,12954.925
2020-03-10,30.516,-196.86,133.93,5272.84,-218.38,39.37,4087.071,7.719,101.6,548.847,5000.0,106.4,9.11,4236.34,12.729,190.4,332.824,5398.4,-208.0,16.22,4236.446,14.816,580.66,278.878,5538.51,126.45,19.86,4131.937,19.496,496.65,213.767,5000.0,502.9,23.39,4167.54,13.459,225.22,388.5,5000.0,231.42,12.87,5228.699,1.04,705.28,3533.569,5000.0,705.6,1.415,3674.912,0.69,424.87,4002.449,7484.58,464.16,1.87,2761.69,0.78,3226.088,4041.043,5851.43,670.357,1.448,3152.013,0.86,-4069.85,3703.704,5000.0,-4067.906,1.35,3185.185,3.73,1937.26,1426.247,6517.949,2686.86,4.57,5319.901,0.4,3960.5,38565.991,9641.498,3888.857,0.25,15426.397,0.025,-3395.016,109033.18,1749.983,-264.997,0.016,2722.559,0.008,3048.779,1718403.288,11341.462,6341.462,0.007,13747.227,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.8,2221.5,1111.0,7221.5,222.2,6.5,7554.8,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.005,3913.039,2810178.83,11521.733,-217.391,0.004,12954.925
2020-03-11,29.784,-196.86,133.93,5272.84,-218.38,39.37,3988.992,7.197,101.6,548.847,5000.0,106.4,9.11,3949.896,12.199,190.4,332.824,5398.4,-208.0,16.22,4060.046,14.073,580.66,278.878,5538.51,126.45,19.86,3924.738,18.569,496.65,213.767,5000.0,502.9,23.39,3969.341,12.968,225.22,388.5,5000.0,231.42,12.87,5038.051,1.04,705.28,3533.569,5000.0,705.6,1.415,3675.265,0.675,424.87,4002.449,7484.58,464.16,1.87,2701.653,0.755,3226.088,4041.043,5851.43,670.357,1.448,3052.2,0.78,-4069.85,3703.704,5000.0,-4067.906,1.35,2888.889,3.62,1937.26,1426.247,6517.949,2686.86,4.57,5163.014,0.34,3960.5,38565.991,9641.498,3888.857,0.25,13112.437,0.029,-3395.016,109033.18,1749.983,-264.997,0.016,3161.962,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.38,2221.5,1111.0,7221.5,222.2,6.5,7088.18,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.005,3913.039,2810178.83,11521.733,-217.391,0.004,12954.925
2020-03-12,27.51,-196.86,133.93,5272.84,-218.38,39.37,3684.43,6.519,101.6,548.847,5000.0,106.4,9.11,3578.023,11.036,190.4,332.824,5398.4,-208.0,16.22,3673.104,12.034,580.66,278.878,5538.51,126.45,19.86,3356.145,16.272,496.65,213.767,5000.0,502.9,23.39,3478.326,12.377,225.22,388.5,5000.0,231.42,12.87,4808.567,0.66,705.28,3533.569,5000.0,705.6,1.415,2332.156,0.699,424.87,4002.449,7484.58,464.16,1.87,2797.312,0.68,3226.088,4041.043,5851.43,670.357,1.448,2747.909,0.59,-4069.85,3703.704,5000.0,-4067.906,1.35,2185.185,3.2,1937.26,1426.247,6517.949,2686.86,4.57,4563.991,0.24,3960.5,38565.991,9641.498,3888.857,0.25,9255.838,0.026,-3395.016,109033.18,1749.983,-264.997,0.016,2791.249,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.2,2221.5,1111.0,7221.5,222.2,6.5,6888.2,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.005,3913.039,2810178.83,11521.733,-217.391,0.004,12954.925
2020-03-13,28.811,-196.86,133.93,5272.84,-218.38,39.37,3858.65,6.959,101.6,548.847,5000.0,106.4,9.11,3819.238,11.471,190.4,332.824,5398.4,-208.0,16.22,3817.801,13.011,580.66,278.878,5538.51,126.45,19.86,3628.394,17.194,496.65,213.767,5000.0,502.9,23.39,3675.448,12.603,225.22,388.5,5000.0,231.42,12.87,4896.419,0.629,705.28,3533.569,5000.0,705.6,1.415,2222.58,1.1,424.87,4002.449,7484.58,464.16,1.87,4402.694,0.7,3226.088,4041.043,5851.43,670.357,1.448,2827.113,0.57,-4069.85,3703.704,5000.0,-4067.906,1.35,2111.111,3.0,1937.26,1426.247,6517.949,2686.86,4.57,4278.741,0.31,3960.5,38565.991,9641.498,3888.857,0.25,11955.457,0.026,-3395.016,109033.18,1749.983,-264.997,0.016,2791.249,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.8,2221.5,1111.0,7221.5,222.2,6.5,7554.8,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10397.662
2020-03-16,27.115,-196.86,133.93,5272.84,-218.38,39.37,3631.518,5.887,101.6,548.847,5000.0,106.4,9.11,3231.276,10.392,190.4,332.824,5398.4,-208.0,16.22,3458.716,11.879,580.66,278.878,5538.51,126.45,19.86,3312.777,16.096,496.65,213.767,5000.0,502.9,23.39,3440.693,12.055,225.22,388.5,5000.0,231.42,12.87,4683.53,0.45,705.28,3533.569,5000.0,705.6,1.415,1590.071,1.01,424.87,4002.449,7484.58,464.16,1.87,4042.474,0.687,3226.088,4041.043,5851.43,670.357,1.448,2776.196,0.471,-4069.85,3703.704,5000.0,-4067.906,1.35,1745.926,2.58,1937.26,1426.247,6517.949,2686.86,4.57,3679.717,0.31,3960.5,38565.991,9641.498,3888.857,0.25,11955.457,0.026,-3395.016,109033.18,1749.983,-264.997,0.016,2834.863,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.2,2221.5,1111.0,7221.5,222.2,6.5,6888.2,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10397.662
2020-03-17,28.618,-196.86,133.93,5272.84,-218.38,39.37,3832.839,5.906,101.6,548.847,5000.0,106.4,9.11,3241.327,10.202,190.4,332.824,5398.4,-208.0,16.22,3395.517,11.715,580.66,278.878,5538.51,126.45,19.86,3267.001,15.266,496.65,213.767,5000.0,502.9,23.39,3263.283,11.946,225.22,388.5,5000.0,231.42,12.87,4640.953,0.5,705.28,3533.569,5000.0,705.6,1.415,1766.784,0.995,424.87,4002.449,7484.58,464.16,1.87,3982.437,0.689,3226.088,4041.043,5851.43,670.357,1.448,2783.874,0.485,-4069.85,3703.704,5000.0,-4067.906,1.35,1796.296,2.65,1937.26,1426.247,6517.949,2686.86,4.57,3779.555,0.265,3960.5,38565.991,9641.498,3888.857,0.25,10219.987,0.022,-3395.016,109033.18,1749.983,-264.997,0.016,2420.537,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.101,-4973.125,23255.814,5000.0,-4973.125,0.215,2348.837,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.0,2221.5,1111.0,7221.5,222.2,6.5,6666.0,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10397.662
2020-03-18,27.558,-196.86,133.93,5272.84,-218.38,39.37,3690.882,5.036,101.6,548.847,5000.0,106.4,9.11,2763.922,8.122,190.4,332.824,5398.4,-208.0,16.22,2703.199,9.063,580.66,278.878,5538.51,126.45,19.86,2527.348,12.323,496.65,213.767,5000.0,502.9,23.39,2634.281,11.197,225.22,388.5,5000.0,231.42,12.87,4350.007,0.5,705.28,3533.569,5000.0,705.6,1.415,1766.784,0.831,424.87,4002.449,7484.58,464.16,1.87,3327.636,0.62,3226.088,4041.043,5851.43,670.357,1.448,2505.447,0.515,-4069.85,3703.704,5000.0,-4067.906,1.35,1907.407,2.94,1937.26,1426.247,6517.949,2686.86,4.57,4193.166,0.225,3960.5,38565.991,9641.498,3888.857,0.25,8677.348,0.022,-3395.016,109033.18,1749.983,-264.997,0.016,2420.537,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.11,-4973.125,23255.814,5000.0,-4973.125,0.215,2558.139,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.6,2221.5,1111.0,7221.5,222.2,6.5,7332.6,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10116.644
2020-03-19,28.021,-196.86,133.93,5272.84,-218.38,39.37,3752.827,5.695,101.6,548.847,5000.0,106.4,9.11,3125.745,8.545,190.4,332.824,5398.4,-208.0,16.22,2843.961,10.877,580.66,278.878,5538.51,126.45,19.86,3033.298,13.472,496.65,213.767,5000.0,502.9,23.39,2879.788,10.886,225.22,388.5,5000.0,231.42,12.87,4229.37,0.5,705.28,3533.569,5000.0,705.6,1.415,1766.784,0.86,424.87,4002.449,7484.58,464.16,1.87,3442.106,0.621,3226.088,4041.043,5851.43,670.357,1.448,2510.296,0.5,-4069.85,3703.704,5000.0,-4067.906,1.35,1853.333,2.75,1937.26,1426.247,6517.949,2686.86,4.57,3922.179,0.268,3960.5,38565.991,9641.498,3888.857,0.25,10335.686,0.022,-3395.016,109033.18,1749.983,-264.997,0.016,2420.537,0.009,3048.779,1718403.288,11341.462,6341.462,0.007,15465.629,0.11,-4973.125,23255.814,5000.0,-4973.125,0.215,2558.139,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,11.6,2221.5,1111.0,7221.5,222.2,6.5,12887.6,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10116.644
2020-03-20,27.761,-196.86,133.93,5272.84,-218.38,39.37,3717.983,5.237,101.6,548.847,5000.0,106.4,9.11,2874.479,9.486,190.4,332.824,5398.4,-208.0,16.22,3157.083,11.162,580.66,278.878,5538.51,126.45,19.86,3112.806,13.279,496.65,213.767,5000.0,502.9,23.39,2838.572,10.95,225.22,388.5,5000.0,231.42,12.87,4254.207,0.499,705.28,3533.569,5000.0,705.6,1.415,1762.898,0.9,424.87,4002.449,7484.58,464.16,1.87,3602.204,0.639,3226.088,4041.043,5851.43,670.357,1.448,2584.045,0.497,-4069.85,3703.704,5000.0,-4067.906,1.35,1840.741,2.75,1937.26,1426.247,6517.949,2686.86,4.57,3922.179,0.23,3960.5,38565.991,9641.498,3888.857,0.25,8870.178,0.02,-3395.016,109033.18,1749.983,-264.997,0.016,2180.664,0.017,3048.779,1718403.288,11341.462,6341.462,0.007,29212.857,0.11,-4973.125,23255.814,5000.0,-4973.125,0.215,2558.139,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,9.5,2221.5,1111.0,7221.5,222.2,6.5,10554.5,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,12645.804
2020-03-23,27.105,-196.86,133.93,5272.84,-218.38,39.37,3630.228,4.981,101.6,548.847,5000.0,106.4,9.11,2733.771,8.174,190.4,332.824,5398.4,-208.0,16.22,2720.435,9.676,580.66,278.878,5538.51,126.45,19.86,2698.407,11.971,496.65,213.767,5000.0,502.9,23.39,2559.015,10.959,225.22,388.5,5000.0,231.42,12.87,4257.755,0.465,705.28,3533.569,5000.0,705.6,1.415,1643.11,0.905,424.87,4002.449,7484.58,464.16,1.87,3620.215,0.623,3226.088,4041.043,5851.43,670.357,1.448,2517.974,0.48,-4069.85,3703.704,5000.0,-4067.906,1.35,1777.407,2.9,1937.26,1426.247,6517.949,2686.86,4.57,4136.116,0.225,3960.5,38565.991,9641.498,3888.857,0.25,8677.348,0.02,-3395.016,109033.18,1749.983,-264.997,0.016,2180.664,0.018,3048.779,1718403.288,11341.462,6341.462,0.007,30072.058,0.11,-4973.125,23255.814,5000.0,-4973.125,0.215,2558.139,50.01,37000.0,64.512,16128.0,33180.0,250.0,3226.252,6.97,2221.5,1111.0,7221.5,222.2,6.5,7743.67,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,9835.626
2020-03-24,28.512,-196.86,133.93,5272.84,-218.38,39.37,3818.644,5.283,101.6,548.847,5000.0,106.4,9.11,2899.606,8.864,190.4,332.824,5398.4,-208.0,16.22,2950.251,10.047,580.66,278.878,5538.51,126.45,19.86,2802.007,13.312,496.65,213.767,5000.0,502.9,23.39,2845.74,11.224,225.22,388.5,5000.0,231.42,12.87,4360.651,0.49,705.28,3533.569,5000.0,705.6,1.415,1731.095,0.935,424.87,4002.449,7484.58,464.16,1.87,3742.69,0.636,3226.088,4041.043,5851.43,670.357,1.448,2570.103,0.496,-4069.85,3703.704,5000.0,-4067.906,1.35,1836.667,2.82,1937.26,1426.247,6517.949,2686.86,4.57,4022.017,0.28,3960.5,38565.991,9641.498,3888.857,0.25,10798.478,0.02,-3395.016,109033.18,1749.983,-264.997,0.016,2191.567,0.017,3048.779,1718403.288,11341.462,6341.462,0.007,29212.857,0.15,-4973.125,23255.814,5000.0,-4973.125,0.215,3488.372,50.01,37000.0,64.512,16128.0,33180.0,250.0,3226.252,7.5,2221.5,1111.0,7221.5,222.2,6.5,8332.5,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,9835.626
2020-03-25,28.618,-196.86,133.93,5272.84,-218.38,39.37,3832.839,5.732,101.6,548.847,5000.0,106.4,9.11,3145.846,9.632,190.4,332.824,5398.4,-208.0,16.22,3205.919,10.583,580.66,278.878,5538.51,126.45,19.86,2951.383,13.555,496.65,213.767,5000.0,502.9,23.39,2897.708,12.055,225.22,388.5,5000.0,231.42,12.87,4683.53,0.539,705.28,3533.569,5000.0,705.6,1.415,1903.887,0.879,424.87,4002.449,7484.58,464.16,1.87,3518.153,0.673,3226.088,4041.043,5851.43,670.357,1.448,2721.238,0.53,-4069.85,3703.704,5000.0,-4067.906,1.35,1963.333,3.39,1937.26,1426.247,6517.949,2686.86,4.57,4834.978,0.278,3960.5,38565.991,9641.498,3888.857,0.25,10721.345,0.029,-3395.016,109033.18,1749.983,-264.997,0.016,3161.962,0.017,3048.779,1718403.288,11341.462,6341.462,0.007,29212.857,0.35,-4973.125,23255.814,5000.0,-4973.125,0.215,8139.535,50.01,37000.0,64.512,16128.0,33180.0,250.0,3226.252,8.2,2221.5,1111.0,7221.5,222.2,6.5,9110.2,0.011,-1556.031,449930.59,7468.848,-394.189,0.017,4769.264,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,9835.626
