date,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue
2020-02-26,47.074,-4954.851,96.154,4954.851,0.0,51.53,4526.3,7.844,-4998.685,625.0,4998.685,0.0,7.998,4902.478
2020-02-27,46.516,-4954.851,96.154,4954.851,0.0,51.53,4472.646,7.667,-4998.685,625.0,4998.685,0.0,7.998,4791.721
2020-02-28,45.679,-4954.851,96.154,4954.851,0.0,51.53,4392.167,7.583,-4998.685,625.0,4998.685,0.0,7.998,4739.257
2020-03-02,44.822,-4954.851,96.154,4954.851,0.0,51.53,4309.837,7.629,-4998.685,625.0,4998.685,0.0,7.998,4768.403
2020-03-03,43.312,-4954.851,96.154,4954.851,0.0,51.53,4164.603,7.536,-4998.685,625.0,4998.685,0.0,7.998,4710.11
2020-03-04,44.264,-4954.851,96.154,4954.851,0.0,51.53,4256.183,7.592,-4998.685,625.0,4998.685,0.0,7.998,4745.086
2020-03-05,42.956,-4954.851,96.154,4954.851,0.0,51.53,4130.376,7.471,-4998.685,625.0,4998.685,0.0,7.998,4669.306
2020-03-06,40.993,-4954.851,96.154,4954.851,0.0,51.53,3941.665,7.182,-4998.685,625.0,4998.685,0.0,7.998,4488.595
2020-03-09,33.172,-4954.851,96.154,4954.851,0.0,51.53,3189.593,6.333,-4998.685,625.0,4998.685,0.0,7.998,3958.125
2020-03-10,35.221,-4954.851,96.154,4954.851,0.0,51.53,3386.631,6.342,-4998.685,625.0,4998.685,0.0,7.998,3963.954
2020-03-11,31.835,-4954.851,96.154,4954.851,0.0,51.53,3061.011,5.82,-4998.685,625.0,4998.685,0.0,7.998,3637.511
2020-03-12,27.909,-4954.851,96.154,4954.851,0.0,51.53,2683.588,4.878,-4998.685,625.0,4998.685,0.0,7.998,3048.747
2020-03-13,28.111,-4954.851,96.154,4954.851,0.0,51.53,2703.014,5.55,-4998.685,625.0,4998.685,0.0,7.998,3468.46
2020-03-16,22.387,-4954.851,96.154,4954.851,0.0,51.53,2152.606,4.374,-4998.685,625.0,4998.685,0.0,7.998,2733.963
2020-03-17,23.619,-4954.851,96.154,4954.851,0.0,51.53,2271.013,4.244,-4998.685,625.0,4998.685,0.0,7.998,2652.352
2020-03-18,19.751,-4954.851,96.154,4954.851,0.0,51.53,1899.14,3.46,-4998.685,625.0,4998.685,0.0,7.998,2162.687
2020-03-19,18.308,-4954.851,96.154,4954.851,0.0,51.53,1760.382,3.498,-4998.685,625.0,4998.685,0.0,7.998,2186.004
2020-03-20,18.298,-4954.851,96.154,4954.851,0.0,51.53,1759.457,3.348,-4998.685,625.0,4998.685,0.0,7.998,2092.735
2020-03-23,15.941,-4954.851,96.154,4954.851,0.0,51.53,1532.818,3.115,-4998.685,625.0,4998.685,0.0,7.998,1947.001
2020-03-24,16.653,-4954.851,96.154,4954.851,0.0,51.53,1601.272,3.246,-4998.685,625.0,4998.685,0.0,7.998,2028.611
2020-03-25,21.512,-4954.851,96.154,4954.851,0.0,51.53,2068.426,3.805,-4998.685,625.0,4998.685,0.0,7.998,2378.372
2020-03-26,25.244,-4954.851,96.154,4954.851,0.0,51.53,2427.347,4.402,-4998.685,625.0,4998.685,0.0,7.998,2751.45
2020-03-27,22.628,-4954.851,96.154,4954.851,0.0,51.53,2175.732,4.178,-4998.685,625.0,4998.685,0.0,7.998,2611.546
2020-03-30,23.243,-4954.851,96.154,4954.851,0.0,51.53,2234.936,4.057,-4998.685,625.0,4998.685,0.0,7.998,2535.765
2020-03-31,24.013,-4954.851,96.154,4954.851,0.0,51.53,2308.94,4.085,-4998.685,625.0,4998.685,0.0,7.998,2553.253
