date,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue
2020-04-01,22.724,-4954.851,96.154,4954.851,0.0,51.53,2184.982,3.852,-4998.685,625.0,4998.685,0.0,7.998,2407.519
2020-04-02,23.243,-4954.851,96.154,4954.851,0.0,51.53,2234.936,3.927,-4998.685,625.0,4998.685,0.0,7.998,2454.154
2020-04-03,23.436,-4954.851,96.154,4954.851,0.0,51.53,2253.437,4.123,-4998.685,625.0,4998.685,0.0,7.998,2576.571
2020-04-06,25.35,-4954.851,96.154,4954.851,0.0,51.53,2437.523,4.393,-4998.685,625.0,4998.685,0.0,7.998,2745.621
2020-04-07,25.514,-4954.851,96.154,4954.851,0.0,51.53,2453.249,4.449,-4998.685,625.0,4998.685,0.0,7.998,2780.598
2020-04-08,25.908,-4954.851,96.154,4954.851,0.0,51.53,2491.176,4.44,-4998.685,625.0,4998.685,0.0,7.998,2774.768
2020-04-09,26.861,-4954.851,96.154,4954.851,0.0,51.53,2582.757,4.416,-4998.685,625.0,4998.685,0.0,7.998,2760.117
2020-04-13,26.63,-4954.851,96.154,4954.851,0.0,51.53,2560.556,4.557,-4998.685,625.0,4998.685,0.0,7.998,2848.019
2020-04-14,27.371,-4954.851,96.154,4954.851,0.0,51.53,2631.785,4.501,-4998.685,625.0,4998.685,0.0,7.998,2812.859
2020-04-15,27.072,-4954.851,96.154,4954.851,0.0,51.53,2603.108,4.501,-4998.685,625.0,4998.685,0.0,7.998,2812.859
2020-04-16,26.168,-4954.851,96.154,4954.851,0.0,51.53,2516.153,4.379,-4998.685,625.0,4998.685,0.0,7.998,2736.677
2020-04-17,26.841,-4954.851,96.154,4954.851,0.0,51.53,2580.907,4.407,-4998.685,625.0,4998.685,0.0,7.998,2754.258
2020-04-20,26.274,-4954.851,96.154,4954.851,0.0,51.53,2526.328,4.351,-4998.685,625.0,4998.685,0.0,7.998,2719.097
2020-04-21,23.907,-4954.851,96.154,4954.851,0.0,51.53,2298.765,4.135,-4998.685,625.0,4998.685,0.0,7.998,2584.314
2020-04-22,23.378,-4954.851,96.154,4954.851,0.0,51.53,2247.886,4.172,-4998.685,625.0,4998.685,0.0,7.998,2607.755
2020-04-23,23.33,-4954.851,96.154,4954.851,0.0,51.53,2243.261,3.938,-4998.685,625.0,4998.685,0.0,7.998,2461.252
2020-04-24,23.109,-4954.851,96.154,4954.851,0.0,51.53,2221.985,3.797,-4998.685,625.0,4998.685,0.0,7.998,2373.35
2020-04-27,23.493,-4954.851,96.154,4954.851,0.0,51.53,2258.987,3.779,-4998.685,625.0,4998.685,0.0,7.998,2361.629
2020-04-28,24.359,-4954.851,96.154,4954.851,0.0,51.53,2342.242,3.844,-4998.685,625.0,4998.685,0.0,7.998,2402.65
2020-04-29,25.033,-4954.851,96.154,4954.851,0.0,51.53,2406.996,4.022,-4998.685,625.0,4998.685,0.0,7.998,2513.993
2020-04-30,25.11,-4954.851,96.154,4954.851,0.0,51.53,2414.397,3.96,-4998.685,625.0,4998.685,0.0,7.998,2475.098
2020-05-01,24.128,-4954.851,96.154,4954.851,0.0,51.53,2320.041,3.753,-4998.685,625.0,4998.685,0.0,7.998,2345.45
2020-05-04,24.388,-4954.851,96.154,4954.851,0.0,51.53,2345.017,3.847,-4998.685,625.0,4998.685,0.0,7.998,2404.381
2020-05-05,23.445,-4954.851,96.154,4954.851,0.0,51.53,2254.362,3.847,-4998.685,625.0,4998.685,0.0,7.998,2404.381
2020-05-06,22.993,-4954.851,96.154,4954.851,0.0,51.53,2210.884,3.79,-4998.685,625.0,4998.685,0.0,7.998,2369.023
2020-05-07,23.753,-4954.851,96.154,4954.851,0.0,51.53,2283.964,3.762,-4998.685,625.0,4998.685,0.0,7.998,2351.343
2020-05-08,24.051,-4954.851,96.154,4954.851,0.0,51.53,2312.64,3.847,-4998.685,625.0,4998.685,0.0,7.998,2404.381
2020-05-11,23.599,-4954.851,96.154,4954.851,0.0,51.53,2269.163,3.715,-4998.685,625.0,4998.685,0.0,7.998,2321.878
2020-05-12,23.051,-4954.851,96.154,4954.851,0.0,51.53,2216.434,3.781,-4998.685,625.0,4998.685,0.0,7.998,2363.13
2020-05-13,21.704,-4954.851,96.154,4954.851,0.0,51.53,2086.927,3.658,-4998.685,625.0,4998.685,0.0,7.998,2286.519
2020-05-14,21.627,-4954.851,96.154,4954.851,0.0,51.53,2079.526,3.574,-4998.685,625.0,4998.685,0.0,7.998,2233.481
2020-05-15,21.945,-4954.851,96.154,4954.851,0.0,51.53,2110.053,3.621,-4998.685,625.0,4998.685,0.0,7.998,2262.947
2020-05-18,23.099,-4954.851,96.154,4954.851,0.0,51.53,2221.06,3.8,-4998.685,625.0,4998.685,0.0,7.998,2374.916
2020-05-19,22.05,-4954.851,96.154,4954.851,0.0,51.53,2120.229,3.724,-4998.685,625.0,4998.685,0.0,7.998,2327.771
2020-05-20,22.58,-4954.851,96.154,4954.851,0.0,51.53,2171.107,3.819,-4998.685,625.0,4998.685,0.0,7.998,2386.702
2020-05-21,22.656,-4954.851,96.154,4954.851,0.0,51.53,2178.507,3.856,-4998.685,625.0,4998.685,0.0,7.998,2410.274
2020-05-22,22.185,-4954.851,96.154,4954.851,0.0,51.53,2133.179,3.838,-4998.685,625.0,4998.685,0.0,7.998,2398.488
2020-05-26,23.349,-4954.851,96.154,4954.851,0.0,51.53,2245.111,3.988,-4998.685,625.0,4998.685,0.0,7.998,2492.778
2020-05-27,24.658,-4954.851,96.154,4954.851,0.0,51.53,2370.919,4.064,-4998.685,625.0,4998.685,0.0,7.998,2539.922
2020-05-28,24.792,-4954.851,96.154,4954.851,0.0,51.53,2383.87,4.139,-4998.685,625.0,4998.685,0.0,7.998,2587.067
2020-05-29,24.879,-4954.851,96.154,4954.851,0.0,51.53,2392.195,4.139,-4998.685,625.0,4998.685,0.0,7.998,2587.067
2020-06-01,25.976,-4954.851,96.154,4954.851,0.0,51.53,2497.652,4.309,-4998.685,625.0,4998.685,0.0,7.998,2693.143
2020-06-02,26.736,-4954.851,96.154,4954.851,0.0,51.53,2570.731,4.413,-4998.685,625.0,4998.685,0.0,7.998,2757.966
2020-06-03,28.65,-4954.851,96.154,4954.851,0.0,51.53,2754.817,4.545,-4998.685,625.0,4998.685,0.0,7.998,2840.47
2020-06-04,29.516,-4954.851,96.154,4954.851,0.0,51.53,2838.072,4.63,-4998.685,625.0,4998.685,0.0,7.998,2893.507
2020-06-05,31.527,-4954.851,96.154,4954.851,0.0,51.53,3031.409,4.903,-4998.685,625.0,4998.685,0.0,7.998,3064.407
2020-06-08,32.46,-4954.851,96.154,4954.851,0.0,51.53,3121.139,4.894,-4998.685,625.0,4998.685,0.0,7.998,3058.514
2020-06-09,30.382,-4954.851,96.154,4954.851,0.0,51.53,2921.327,4.724,-4998.685,625.0,4998.685,0.0,7.998,2952.439
2020-06-10,28.496,-4954.851,96.154,4954.851,0.0,51.53,2740.016,4.516,-4998.685,625.0,4998.685,0.0,7.998,2822.79
2020-06-11,26.13,-4954.851,96.154,4954.851,0.0,51.53,2512.452,4.234,-4998.685,625.0,4998.685,0.0,7.998,2645.998
2020-06-12,27.332,-4954.851,96.154,4954.851,0.0,51.53,2628.085,4.356,-4998.685,625.0,4998.685,0.0,7.998,2722.608
2020-06-15,27.929,-4954.851,96.154,4954.851,0.0,51.53,2685.438,4.356,-4998.685,625.0,4998.685,0.0,7.998,2722.608
2020-06-16,26.428,-4954.851,96.154,4954.851,0.0,51.53,2541.129,4.375,-4998.685,625.0,4998.685,0.0,7.998,2734.395
2020-06-17,26.611,-4954.851,96.154,4954.851,0.0,51.53,2558.705,4.3,-4998.685,625.0,4998.685,0.0,7.998,2687.249
2020-06-18,26.322,-4954.851,96.154,4954.851,0.0,51.53,2530.954,4.3,-4998.685,625.0,4998.685,0.0,7.998,2687.249
2020-06-19,26.36,-4954.851,96.154,4954.851,0.0,51.53,2534.654,4.252,-4998.685,625.0,4998.685,0.0,7.998,2657.784
2020-06-22,25.09,-4954.851,96.154,4954.851,0.0,51.53,2412.547,4.111,-4998.685,625.0,4998.685,0.0,7.998,2569.388
2020-06-23,25.687,-4954.851,96.154,4954.851,0.0,51.53,2469.9,4.262,-4998.685,625.0,4998.685,0.0,7.998,2663.677
2020-06-24,25.36,-4954.851,96.154,4954.851,0.0,51.53,2438.448,4.092,-4998.685,625.0,4998.685,0.0,7.998,2557.602
2020-06-25,25.572,-4954.851,96.154,4954.851,0.0,51.53,2458.799,4.262,-4998.685,625.0,4998.685,0.0,7.998,2663.677
2020-06-26,25.389,-4954.851,96.154,4954.851,0.0,51.53,2441.223,4.12,-4998.685,625.0,4998.685,0.0,7.998,2575.28
2020-06-29,25.543,-4954.851,96.154,4954.851,0.0,51.53,2456.017,4.054,-4998.685,625.0,4998.685,0.0,7.998,2534.029
2020-06-30,25.62,-4954.851,96.154,4954.851,0.0,51.53,2463.508,4.111,-4998.685,625.0,4998.685,0.0,7.998,2569.388
2020-07-01,25.991,-4954.851,96.154,4954.851,0.0,51.53,2499.089,4.111,-4998.685,625.0,4998.685,0.0,7.998,2569.388
2020-07-02,26.594,-4954.851,96.154,4954.851,0.0,51.53,2557.142,4.243,-4998.685,625.0,4998.685,0.0,7.998,2651.891
2020-07-06,26.799,-4954.851,96.154,4954.851,0.0,51.53,2576.805,4.318,-4998.685,625.0,4998.685,0.0,7.998,2699.036
2020-07-07,26.682,-4954.851,96.154,4954.851,0.0,51.53,2565.569,4.29,-4998.685,625.0,4998.685,0.0,7.998,2681.357
2020-07-08,27.636,-4954.851,96.154,4954.851,0.0,51.53,2657.33,4.422,-4998.685,625.0,4998.685,0.0,7.998,2763.86
