,0
0,31.087488886462545
1,32.79455496969695
2,40.58804338251997
3,30.295498625770552
4,64.21374109554017
5,40.083611234818235
6,44.75783928261119
7,44.31598104690709
8,17.921044887361052
9,30.775950317111295
10,88.74244178118664
11,58.25923051457183
12,22.161946155306435
13,3.0168105094271156
14,-22.90746942963621
15,22.293153361336334
16,57.154145429927425
17,38.40525000869675
18,25.537197749167582
19,143.54753476454374
20,182.03799708626966
21,51.275067128329034
22,19.216215129830005
23,32.87279366564555
24,40.618213605741786
25,53.486469858416555
26,0.5828006624613649
27,30.210969002658544
28,44.75113756618655
29,19.15854378131188
30,38.2432219175835
31,20.213831366609433
32,40.679954493011685
33,15.850428461220586
34,24.68203236241858
35,-43.37349298090662
36,7.273611777682711
37,-6.046956348723844
38,65.63234031044497
39,-34.002130984551
40,11.246094519884723
41,4.081254654759927
42,29.443633549800747
43,85.65882201735803
44,-83.45739323958892
45,-66.94359569147724
46,22.7866371475258
47,53.76884060879406
48,4.92479183065676
49,59.39171749981785
50,160.00001049916713
51,17.777954125035546
52,14.819566728339625
53,32.018766615093526
54,26.64172363823511
55,42.27026646437512
56,30.050760644796128
57,-26.68711430307935
58,-5.728273797261478
59,30.769236941309597
60,40.43989518337466
61,30.51942113051263
62,8.690633593191455
63,-7.4061754531912705
64,55.15728664121452
65,-6.40582775849488
66,6.3671964737805675
67,17.538950133894907
68,13.37436202650678
69,28.962482494441165
70,19.985242145326033
71,27.359818444141982
72,9.37063031269113
73,49.75923247851846
74,10.985030329704884
75,-11.959963430834602
76,-34.9462350085507
77,32.363335500780366
78,0.45454967683444525
79,10.799682047963847
80,14.243662395040142
81,15.012721242328938
82,18.51944112814977
83,28.134684383773607
84,14.184090147779502
85,59.94930417128571
86,-1.1473710084550666
87,4.834121641265708
88,45.02757498952265
89,14.242859195007313
90,88.73627939243971
91,-22.28412176721168
92,23.09186408189346
93,-37.531886422492086
94,38.83196591161589
95,13.438374381419816
96,9.722803332977831
97,44.61868798400686
98,4.929746232851943
99,23.870975631344304
100,33.918030434297314
101,77.78490141454378
102,53.49615357510118
103,21.67872644738453
104,50.33542145247186
105,4.896418527625344
106,34.346651812448485
107,40.05982421360027
108,13.294976992816002
109,26.145770459411445
110,39.93302071714789
111,66.1433753865912
112,24.539644383856263
113,29.898016005136302
114,10.284359117752599
115,23.59783761189454
116,40.91672308747658
117,34.52955209664408
118,89.99001870701797
119,46.29626776036832
120,16.23698009735215
121,32.65004064992415
122,73.4098845329318
123,17.40270299457385
124,71.16929263353447
125,31.224615270169352
126,45.29200335593318
127,1.867419940855496
128,8.565135509567929
129,100.55251077155683
130,-2.087474252065335
131,6.024097942928766
132,42.45167343873453
133,19.920671821782634
134,10.841575338031433
135,6.183974407604258
136,9.309021105826835
137,14.899839456889602
138,26.751845819476504
139,-23.262033176441165
140,27.051262173069706
141,31.45704460893222
142,0.5475899300701932
143,31.748325066482085
144,2.9201694772563185
145,25.41358135986239
146,15.555545874911372
147,27.05511791993921
148,29.355068667617516
149,-3.479897880323387
150,62.62732320230199
151,-10.612645755710325
152,-10.050041256953907
153,38.77157495354233
154,39.723213358675395
155,74.39432216019486
156,27.94796419947425
157,27.459042942737526
158,9.582316087052108
159,8.04503393654072
160,31.741200401598217
161,-3.6414531779627763
162,30.916089066016756
163,-59.11504595064406
164,-6.467934209144145
165,28.191280524512685
166,21.450704870404476
167,39.637333195205215
168,-41.15523663618275
169,46.512319423131906
170,17.15279604395406
171,51.73296303825585
172,60.801830465261595
173,8.118431230335212
174,94.62857277877147
175,-9.432324673235513
176,6.918135067229089
177,-8.705106350257093
178,-29.00032109637123
179,41.71590877068853
180,52.2253235470569
181,17.88617703373952
182,36.06197399802342
183,16.073476273674324
184,10.903588296242187
185,-18.025912962877435
186,13.79110077232643
187,30.56631702450842
188,30.62039307799791
189,20.051780145135176
190,-5.744682474339262
191,85.45594916281044
192,22.77778796243433
193,9.04208778509531
194,20.057432442882224
195,20.888441641318014
196,70.22309081220585
197,18.400076036171768
198,37.37023723753594
199,-5.891162223955829
200,11.2743343927164
201,28.35139190030165
202,3.3777787950303817
203,-48.585336895887735
204,9.280297554028822
205,25.35332596892403
206,12.29493204809039
207,51.06680235633382
208,21.543683098155316
209,1.5321717989249295
210,34.69174590817843
211,21.978390479007683
212,-29.200267578769605
213,38.2102218849397
214,28.42660034711567
215,20.80723830249447
216,14.560438354814911
217,-4.496311077692871
218,-2.6124885592886757
219,68.69327846499368
220,51.665355879105476
221,7.25501329116202
222,47.707979736444244
223,39.25822878138385
224,21.368744619600292
225,34.103203911208354
226,153.31228831890385
227,30.297548515928348
228,-38.17034728786463
229,-4.799277162483834
230,-65.3821855663781
231,29.25078057382167
232,8.960001627604166
233,33.40629496302735
234,42.261164052916854
235,30.113051763726155
236,-22.09553064660776
237,-70.7991819897828
238,53.2600615419731
239,-56.22141613193388
240,33.57251185963503
241,9.615191653087463
242,22.445563487228178
243,-26.052408416366816
244,29.871103883695472
245,51.62148459407846
246,4.644804013471165
247,-4.34023455153938
248,-68.02227877419192
249,18.666101107472404
250,19.20939699182935
251,19.15013254163062
252,-21.74738466183098
253,-24.753101763608257
254,22.18889121507992
255,48.18289290199291
256,20.937067761342593
257,-10.602067645584015
258,-13.232691869161886
259,36.979188101867024
260,45.57184557338674
261,4.797762352028402
262,9.01720292549456
263,19.928999613872126
264,26.970486018094856
265,33.74042230779359
266,22.447364300289337
267,20.166123847190036
268,76.35999200477477
269,50.39480160514622
270,51.64539808638757
271,25.65378024192541
272,17.00524252101928
273,39.334959433013545
274,30.542755924108434
275,20.165485139340493
276,9.602818256100937
277,4.625096844729137
278,58.704600005000465
279,4.889892871216356
280,46.890681136229645
281,37.00606112093823
282,99.11826452321648
283,-6.719955858155993
284,0.06919341318609759
285,64.52710326527857
286,65.0991207501613
287,11.37232359814953
288,-16.71499881950282
289,44.96657597261729
290,34.465639784898286
291,22.056474655261887
292,14.53363491373584
293,6.45997153016041
294,35.2245997549942
295,34.8080721072678
296,60.10782984651303
297,46.86288765286307
298,26.901026628993552
299,-40.16463180790637
300,34.89294904017222
301,27.893918546789077
302,66.60227012029412
303,26.851267383780957
304,33.25600422897047
305,-54.8780471494267
306,62.83202800563353
307,32.099977746356075
308,20.13639551906402
309,26.951118868437103
310,18.655049877834294
311,-17.579854115698495
312,56.46624410577283
313,36.99289167588935
314,38.579338855052995
315,-67.65094764290298
316,50.632909762453814
317,-54.327730109198114
318,-0.3973537622577146
319,-18.127282536922955
320,6.903763791242297
321,38.14755586214041
322,87.81516095239338
323,21.280185452980323
324,65.74121032196625
325,15.205659931978166
326,28.774661735289868
327,52.34656248236047
328,44.953566212354566
329,1.3395371547965116
330,38.87709742011676
331,47.267564217513126
332,25.548358419108013
333,36.41235360440145
334,22.252183614730612
335,36.833905821146466
336,34.19282339412971
337,31.534910505752467
338,1.4444158844413084
