Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,0.003449999960139394,0.00800000037997961,0.003449999960139394,0.00800000037997961,0.00800000037997961,6000
2019-01-03,0.00800000037997961,0.008999999612569809,0.00800000037997961,0.008999999612569809,0.008999999612569809,47700
2019-01-04,0.008999999612569809,0.008999999612569809,0.008500000461935997,0.008500000461935997,0.008500000461935997,19000
2019-01-07,0.008500000461935997,0.008500000461935997,0.008500000461935997,0.008500000461935997,0.008500000461935997,0
2019-01-08,0.008500000461935997,0.008500000461935997,0.008500000461935997,0.008500000461935997,0.008500000461935997,0
2019-01-09,0.008500000461935997,0.008500000461935997,0.008500000461935997,0.008500000461935997,0.008500000461935997,0
2019-01-10,0.013000000268220901,0.013000000268220901,0.013000000268220901,0.013000000268220901,0.013000000268220901,10000
2019-01-11,0.009999999776482582,0.02800000086426735,0.009999999776482582,0.02800000086426735,0.02800000086426735,341800
2019-01-14,0.027000000700354576,0.027000000700354576,0.027000000700354576,0.027000000700354576,0.027000000700354576,14642
2019-01-15,0.023000000044703484,0.023000000044703484,0.017000000923871994,0.023000000044703484,0.023000000044703484,553000
2019-01-16,0.019999999552965164,0.019999999552965164,0.013000000268220901,0.019300000742077827,0.019300000742077827,25000
2019-01-17,0.019999999552965164,0.019999999552965164,0.012000000104308128,0.012000000104308128,0.012000000104308128,86728
2019-01-18,0.014999999664723873,0.014999999664723873,0.014999999664723873,0.014999999664723873,0.014999999664723873,11000
2019-01-22,0.014999999664723873,0.014999999664723873,0.007499999832361937,0.007499999832361937,0.007499999832361937,12400
2019-01-23,0.02500000037252903,0.02500000037252903,0.008999999612569809,0.008999999612569809,0.008999999612569809,228202
2019-01-24,0.02500000037252903,0.02500000037252903,0.019999999552965164,0.019999999552965164,0.019999999552965164,99600
2019-01-25,0.02500000037252903,0.02500000037252903,0.019999999552965164,0.019999999552965164,0.019999999552965164,11250
2019-01-28,0.023499999195337296,0.023499999195337296,0.019999999552965164,0.019999999552965164,0.019999999552965164,29000
2019-01-29,0.007600000128149986,0.019999999552965164,0.007600000128149986,0.019999999552965164,0.019999999552965164,21100
2019-01-30,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,25000
2019-01-31,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,40000
2019-02-01,0.018290000036358833,0.023499999195337296,0.009999999776482582,0.019999999552965164,0.019999999552965164,46045
2019-02-04,0.016049999743700027,0.023499999195337296,0.016049999743700027,0.019999999552965164,0.019999999552965164,12500
2019-02-05,0.01720000058412552,0.019999999552965164,0.01720000058412552,0.019999999552965164,0.019999999552965164,5050
2019-02-06,0.012000000104308128,0.02329999953508377,0.012000000104308128,0.019700000062584877,0.019700000062584877,159100
2019-02-07,0.023499999195337296,0.023499999195337296,0.019999999552965164,0.019999999552965164,0.019999999552965164,77000
2019-02-08,0.023499999195337296,0.023499999195337296,0.023499999195337296,0.023499999195337296,0.023499999195337296,12000
2019-02-11,0.017500000074505806,0.019999999552965164,0.017500000074505806,0.019999999552965164,0.019999999552965164,41950
2019-02-12,0.01875000074505806,0.01875000074505806,0.012900000438094139,0.014999999664723873,0.014999999664723873,157532
2019-02-13,0.014999999664723873,0.014999999664723873,0.014999999664723873,0.014999999664723873,0.014999999664723873,0
2019-02-14,0.023499999195337296,0.023499999195337296,0.023000000044703484,0.023000000044703484,0.023000000044703484,45000
2019-02-15,0.023499999195337296,0.029500000178813934,0.023499999195337296,0.029500000178813934,0.029500000178813934,106195
2019-02-19,0.029999999329447746,0.029999999329447746,0.029500000178813934,0.029500000178813934,0.029500000178813934,55074
