,date,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,priceVar1yr
CMCSA,,94507000000.0,0.111467852145,29692000000.0,64815000000.0,0.0,27969000000.0,45806000000.0,19009000000.0,3542000000.0,15242000000.0,3380000000.0,0.0,0.0,11731000000.0,0.0,11731000000.0,2.52823,2.52823,4640000000.0,4640000000.0,0.722413793103,0.685822214227518,0.310336800448644,0.201138540002,0.124128371443385,0.153671156634,29329000000.0,19009000000.0,11731000000.0,0.161279058694065,0.124128371443385,3814000000.0,0.0,3814000000.0,11104000000.0,0.0,21848000000.0,44437000000.0,171714000000.0,7883000000.0,0.0,229836000000.0,251684000000.0,8494000000.0,4398000000.0,27603000000.0,107345000000.0,111743000000.0,2182000000.0,0.0,0.0,151579000000.0,179182000000.0,-368000000.0,41983000000.0,72502000000.0,0.0,107929000000.0,0.0,0.0,10676000000.0,826000000.0,24297000000.0,-143000000.0,-38538000000.0,-6577000000.0,-50854000000.0,-8798000000.0,0.0,-3352000000.0,27140000000.0,-245000000.0,338000000.0,12588000000.0,0.0,2.26745744944967,2.26745744944967,1.7395028939655266,14.013741369022247,13.059675881792183,6.766069885171009,6.766069885171009,4.979992337616851,1.7395028939655266,0.02038988972914051,9.285151215520475,2.26745744944967,,,,0.6858222142275175,0.20113854000232786,0.161279058694065,0.12412837144338515,0.2217556751082535,0.046610034805549816,0.16180243303633005,0.0848309316720293,0.7696496522766041,0.8018307117681098,0.20113854000232786,3.495643983988698,0.0,2.126763732925265,0.3754986411531921,0.7915081694018766,0.5404485019744231,0.13817338695069376,42.88528892039743,0.0,42.88528892039743,104.41566751987067,-61.53037859947324,0.7119324231973427,2.471407685305233,0.5968684492930102,0.6064913566175473,5.366741953698475,0.2174364389715687,3.471407685305233,5.236422413793103,2.7129310344827586,0.8219827586206897,0.2857386412070582,0.25709206725427747,0.5180886529201136,0.2174364389715687,5.524556616643929,-169.9090909090909,7.571517606731069,0.28573864120705816,20.36788793103448,2.52823275862069,5.236422413793103,2.7129310344827586,0.8219827586206897,15.625431034482759,17.23491379310345,15.625431034482759,24.845905172413794,164395200000.0,272324200000.0,14.013741369022247,1.7395028939655266,6.766069885171009,13.059675881792183,2.26745744944967,2.26745744944967,2.881524119906462,9.285151215520475,11.208140922747665,21.63363520813473,0.07135853114932797,0.07657157873222575,2.471407685305233,0.7119324231973427,3.6799413549728937,0.7915081694018766,5.366741953698475,2.071178927627653,0.02038988972914051,0.2857386412070582,0.2959463320177341,0.2959463320177341,0.6822602946552025,-169.9090909090909,-660.8881118881119,-74.65734265734265,0.008740093326420265,29.81369397946727,0.0848309316720293,0.14669250969113418,-36.0,-5755000000.0,-99212000000.0,-157334000000.0,164387000000.0,11198000000.0,9660000000.0,0.0,42.88528892039743,104.41566751987067,0.0,8.511077089337176,3.495643983988698,0.0,0.16180243303633005,-0.03081896551724138,0.0861514227302,0.0550005550006,0.0550005550006,-0.484011436112,-0.467775787264,-0.467775787264,-0.0305056414542,-0.0305056414542,0.199262023515,0.13521468953,0.245596675242,2.51039264201,0.679026906173,0.376629762726,2.02178065986,0.971054482028,0.404336099471,4.86049713659,0.977036473511,0.55974276276,1.25269144538,0.622723536962,0.487015231551,6.79731450545,0.960522157455,0.492850169089,0.299321319916,0.0,0.346270908109,0.0766746361281,0.730946774893,0.0,0.101098381953,[32.79453152]
KMI,,14144000000.0,0.0320321050711,6718000000.0,7426000000.0,0.0,601000000.0,3468000000.0,3961000000.0,1917000000.0,2506000000.0,587000000.0,0.0,0.0,1609000000.0,128000000.0,1609000000.0,0.66,0.66,2216000000.0,2216000000.0,0.730144404332,0.525028280542986,0.290794683257919,0.268240950226,0.113758484162896,0.15123020362,4113000000.0,3794000000.0,1609000000.0,0.177177601809955,0.113758484162896,3280000000.0,0.0,3280000000.0,1521000000.0,385000000.0,5722000000.0,37897000000.0,24845000000.0,7481000000.0,1566000000.0,73144000000.0,78866000000.0,1337000000.0,3277000000.0,7557000000.0,33936000000.0,37213000000.0,0.0,483000000.0,0.0,36778000000.0,44335000000.0,-330000000.0,-7716000000.0,34531000000.0,0.0,33933000000.0,0.0,0.0,0.0,0.0,5043000000.0,-2924000000.0,2998000000.0,-273000000.0,-68000000.0,-14591000000.0,-273000000.0,-1774000000.0,-1824000000.0,-146000000.0,3280000000.0,2119000000.0,0.0,1.1609116446091918,1.1609116446091918,2.8342364253393666,24.91450590428838,18.91809344030203,7.9491255205234985,7.9491255205234985,25.21029455885984,2.8342364253393666,0.04425326236846255,17.99670313639679,1.1609116446091918,,,,0.5250282805429864,0.2800480769230769,0.17717760180995476,0.11375848416289593,0.23423782920989625,0.020401694012629017,0.04659581245837074,0.053205065279277514,0.6420590582601756,0.6605166051660517,0.26824095022624433,5.024682124158564,17.44935064935065,0.37322215478797793,0.179342175335379,0.7571787746460236,0.635305015217679,0.4340346698425301,39.25091911764706,20.917683834474545,60.1686029521216,72.64141113426615,-12.472808182144547,0.5621560621814217,1.2839187976021547,0.49565484101830076,0.5186914585191793,1.979134063641106,0.1355171579824255,2.2839187976021544,2.2757220216606497,0.9562274368231047,1.48014440433213,1.1025481665630827,0.3565469457013575,0.4201863969859211,0.1355171579824255,1.5389075373817516,-1.7246922024623803,-4.385217391304348,1.1025481665630827,6.382671480144404,0.7260830324909747,2.2757220216606497,0.9562274368231047,1.48014440433213,15.582581227436823,24.377707581227437,15.582581227436823,17.657942238267147,40087440000.0,74020440000.0,24.91450590428838,2.8342364253393666,7.9491255205234985,18.91809344030203,1.1609116446091918,1.1609116446091918,5.233345588235294,17.99670313639679,14.677858417608567,34.93177914110429,0.04013725994974985,0.05285944924395272,1.2839187976021547,0.5621560621814217,8.25018234865062,0.7571787746460236,1.979134063641106,3.134244872591672,0.04425326236846255,1.1025481665630827,0.042491515837104074,0.042491515837104074,0.3150280222148962,-1.7246922024623803,-4.837209302325581,-0.0,0.0,15.955267976822606,0.053205065279277514,0.02978471335221488,-17.924977436823106,-1835000000.0,9686000000.0,-38613000000.0,80508000000.0,1445500000.0,1125500000.0,378000000.0,39.25091911764706,72.64141113426615,20.917683834474545,9.2991452991453,5.024682124158564,17.44935064935065,0.04659581245837074,-1.3194945848375452,0.0460628257501,0.113578858589,0.113578858589,7.79234972678,65.0,65.0,-0.00627802690583,-0.00627802690583,0.399065502529,0.0960660725929,0.499646142958,-0.82417759463,-0.530032149721,-0.0308336786034,-0.716262939634,-0.419870075187,-0.0614738711349,-0.709670159225,-0.369470224928,5.2764568856,-0.278728124966,0.202533334841,-0.0535815925698,-0.756229532839,-0.488680017984,-0.585515081433,-0.0570365778053,-0.0919811320755,-0.00239074062362,0.00757424033816,-0.0166477287741,0.0,-0.106983655275,[40.58805357]
INTC,,70848000000.0,0.128853906088,27111000000.0,43737000000.0,13543000000.0,6750000000.0,20421000000.0,23316000000.0,468000000.0,23317000000.0,2264000000.0,0.0,0.0,21053000000.0,0.0,21053000000.0,4.54512089810017,4.45283417935702,4632000000.0,4728000000.0,1.17868538609,0.617335704607046,0.463950993676603,0.329098915989,0.297157294489612,0.201148938573,32870000000.0,23316000000.0,21053000000.0,0.32911303071364,0.297157294489612,3019000000.0,8631000000.0,11650000000.0,6722000000.0,7253000000.0,28787000000.0,48976000000.0,36349000000.0,9430000000.0,1665000000.0,99176000000.0,127963000000.0,3824000000.0,1261000000.0,16626000000.0,25098000000.0,26359000000.0,1665000000.0,0.0,0.0,36355000000.0,52981000000.0,-974000000.0,50172000000.0,74982000000.0,18061000000.0,23340000000.0,0.0,0.0,9085000000.0,1500000000.0,29432000000.0,-15181000000.0,2286000000.0,-12284000000.0,-11239000000.0,-3026000000.0,-10175000000.0,-5541000000.0,-18607000000.0,0.0,-414000000.0,14251000000.0,0.0,2.8855020587340965,2.8855020587340965,3.053871885840109,10.276954133282668,15.182142682478425,7.351206692307693,7.351206692307693,2.261633007666539,3.053871885840109,0.025610009610919967,7.292385621174324,2.8855020587340965,,,,0.6173357046070461,0.3290989159891599,0.32911303071364045,0.2971572944896116,0.09709653900587555,0.1645241202535108,0.2807740524392521,0.2094182526922766,0.9029034609941244,1.0000428890032595,0.3290989159891599,7.089696652719665,3.7379015579760098,1.4465860829794186,0.5536600423559935,1.7314447251293155,1.1050162396246843,0.18158306267292193,34.630899954832884,97.64837150971931,132.2792714645522,51.48316181623695,80.79610964831525,0.41403374412916233,0.7065829132325091,0.25077937649880094,0.2601020317541765,49.82051282051282,1.116582571417732,1.7065829132325092,6.354058721934369,3.0766407599309153,2.515112262521589,0.2631928941243528,0.4154245709123758,0.4842008698015765,1.116582571417732,23.34020618556701,-1.9387392134905475,-3.0531120331950206,0.2631928941243528,15.295336787564766,4.545120898100173,6.354058721934369,3.0766407599309153,0.6517702936096719,16.18782383419689,19.778497409326423,16.18782383419689,5.791666666666667,216360715368.00003,239700715368.00003,10.276954133282668,3.053871885840109,7.351206692307693,15.182142682478425,2.8855020587340965,2.8855020587340965,3.3833095552168024,7.292385621174324,8.144221098396304,16.819922487404394,0.09730509517031187,0.06586685561545216,0.7065829132325091,0.41403374412916233,0.7100699726194099,1.7314447251293155,49.82051282051282,1.3979955350781361,0.025610009610919967,0.2631928941243528,0.09527439024390244,0.09527439024390244,0.2840586732102248,-1.9387392134905475,-4.6668862393781705,-0.5984454252025558,0.02117208672086721,40.68723840567676,0.2094182526922766,0.22980112209924247,-7.051597582037997,12161000000.0,38633000000.0,-24194000000.0,98328000000.0,7190500000.0,3976000000.0,7998500000.0,34.630899954832884,51.48316181623695,97.64837150971931,10.539720321332936,7.089696652719665,3.7379015579760098,0.2807740524392521,-3.277417962003454,0.118650570362,0.291745152355,0.291745152355,1.19279241746,1.22545707134,1.24241779577,-0.0146777281429,-0.0221302998966,0.108742271906,0.331162369968,0.379307007356,1.3045147722,0.442244513816,0.310278873573,2.2933401558,0.520007308819,0.584421646917,3.86376032614,1.34815497542,0.887299763467,1.33215781056,0.373316220788,0.249631010499,1.18526679759,0.327378948623,0.245080506489,0.198858569645,0.0386653300874,0.0382477748298,0.0964186421746,-0.0169320851826,0.0389719984657,-0.0942028985507,[30.29549863]
MU,,30391000000.0,0.495472886527,12500000000.0,17891000000.0,2141000000.0,813000000.0,3282000000.0,14609000000.0,342000000.0,14307000000.0,168000000.0,0.0,0.0,14135000000.0,0.0,14135000000.0,12.2699652777778,11.5012205044752,1152000000.0,1229000000.0,0.0,0.588694021256293,0.638478496923431,0.493369747623,0.465104800763384,0.28037905959,19404000000.0,14994000000.0,14135000000.0,0.470764371030897,0.465104800763384,6506000000.0,296000000.0,6802000000.0,5478000000.0,3595000000.0,16039000000.0,23672000000.0,1559000000.0,473000000.0,0.0,27337000000.0,43376000000.0,1692000000.0,0.0,5754000000.0,3780000000.0,4639000000.0,284000000.0,0.0,0.0,5328000000.0,11082000000.0,10000000.0,24395000000.0,32294000000.0,769000000.0,-1867000000.0,0.0,0.0,4759000000.0,198000000.0,17400000000.0,-8879000000.0,0.0,320000000.0,-8216000000.0,-10194000000.0,1655000000.0,0.0,-7776000000.0,-37000000.0,1371000000.0,8521000000.0,0.0,1.6134563696042608,1.6134563696042608,1.7144865256161361,3.6862370003537315,6.114887923952588,2.9945379310344826,2.9945379310344826,0.6726667233339931,1.7144865256161361,-0.0,2.5447825190682334,1.6134563696042608,,,,0.588694021256293,0.4807015234773453,0.4707643710308973,0.4651048007633839,0.011742503669532396,0.3258714496495758,0.4376974050907289,0.3985434054542555,0.9879779129097644,0.9541816726690676,0.49336974762265146,7.387706855791962,3.477051460361613,1.2838374450827983,0.7006409074142382,2.7874522071602366,2.1341675356273897,1.1306916927354884,65.79151722549439,104.974,170.7655172254944,49.406400000000005,121.35911722549439,0.25548690520103284,0.34315972007184,0.10478460941398236,0.125534795559166,43.8421052631579,3.7532355478861086,1.34315972007184,15.104166666666666,7.396701388888889,5.904513888888889,-0.0,0.5725379224112401,0.4897126436781609,3.7532355478861086,20.256111757857976,-1.9596801441603784,1.9596801441604,-0.0,26.38107638888889,12.269965277777779,15.104166666666666,7.396701388888889,5.647569444444445,28.03298611111111,36.299479166666664,28.03298611111111,3.578125,52104960000.0,49378960000.0,3.6862370003537315,1.7144865256161361,2.9945379310344826,6.114887923952588,1.6134563696042608,1.6134563696042608,1.6247889177717088,2.5447825190682334,2.837871264367816,5.794972421077338,0.2712793561303953,0.1635352949124229,0.34315972007184,0.25548690520103284,-0.14048649762935478,2.7874522071602366,43.8421052631579,1.2309869119207641,0.0,-0.0,0.026751340857490705,0.026751340857490705,0.03594153448911841,-1.9596801441603784,-3.42279535983782,-0.5359837819574277,0.006515086703300319,87.97263631297292,0.3985434054542555,0.3380204223162829,1.4114583333333333,10285000000.0,30735000000.0,4957000000.0,34196000000.0,4335500000.0,1684500000.0,4356500000.0,65.79151722549439,49.406400000000005,104.974,5.547827674333698,7.387706855791962,3.477051460361613,0.4376974050907289,-7.707465277777778,-0.401822145213,-0.522212334862,-0.522212334862,-0.55337813937,-0.538143282365,-0.51977404487,-0.0329861111111,-0.0699755899105,0.0,-0.242011494253,-0.599929585729,2.49960807709,0.361500080229,0.755557688891,6.85361046354,1.2020840218,2.87169609017,-3.47061183158,0.972736893928,-22.2716545677,4.53659754085,2.16978048143,1.76230842855,0.0,0.0,0.0,-0.417123037605,0.42364394993,0.127051825895,0.148973429596,0.261263203277,0.14012143858,0.0282902829028,[64.2137411]
GE,,121616000000.0,0.00952950161039,95653000000.0,25963000000.0,0.0,0.0,16011000000.0,9952000000.0,5059000000.0,-20134000000.0,583000000.0,0.0,0.0,-22355000000.0,447000000.0,-22355000000.0,-2.62,-2.62,8691000000.0,8691000000.0,0.0421125302037,0.213483423233785,-0.0698016708327852,-0.165555235785,-0.183816274174451,-0.0283599884883,-8489000000.0,-20134000000.0,-22355000000.0,-0.165553874490199,-0.183816274174451,34528000000.0,33835000000.0,68363000000.0,33791000000.0,19271000000.0,128157000000.0,50748000000.0,77770000000.0,0.0,12432000000.0,180968000000.0,309129000000.0,17153000000.0,13073000000.0,70144000000.0,96883000000.0,109956000000.0,0.0,0.0,0.0,187504000000.0,257648000000.0,-14414000000.0,93109000000.0,51481000000.0,0.0,75428000000.0,4000000.0,0.0,8224000000.0,0.0,4246000000.0,-8056000000.0,8794000000.0,0.0,18022000000.0,-21166000000.0,0.0,-4474000000.0,-31033000000.0,-628000000.0,-9176000000.0,-3810000000.0,0.0,11.817369514966687,11.817369514966687,5.00238455466386,-27.214046074703646,-159.6771653543307,143.28073480923223,143.28073480923223,47.50296734991954,5.00238455466386,0.0073540772884922,-80.55106608552244,11.817369514966687,,,,0.21348342323378502,0.0818313379818445,-0.16555387449019865,-0.18381627417445073,-0.028955994834608124,-0.07231608810561287,-0.43423787416716847,-0.08424796535347406,1.1103109168570577,1.0,-0.16555387449019865,5.576458928467323,4.963572206943075,2.396468826357689,0.3934150467927629,1.8270557709854014,1.4563469434306568,0.49224452554744524,101.41523319300092,73.53574900944038,174.9509822024413,65.4537233542074,109.49725884823391,0.8334643465996396,5.004720188030536,0.6530088161548624,0.6811078005661652,-3.9798379126309547,0.03861544617847139,6.004720188030536,0.4885513749856173,-0.43838453572661373,7.865953285007479,-0.2001341981659584,0.03491316931982634,-0.8973151201130476,0.03861544617847139,0.3247915551135929,-0.5270605759682224,-1.1853713009491904,-0.2001341981659584,13.993326429639858,-2.5722011276032677,0.4885513749856173,-0.43838453572661373,3.972845472327695,5.923484063974226,26.620526981935335,5.923484063974226,13.23380508572086,608370000000.0,683798000000.0,-27.214046074703646,5.00238455466386,143.28073480923223,-159.6771653543307,11.817369514966687,11.817369514966687,5.6225990001315616,-80.55106608552244,161.045219029675,-179.4745406824147,-0.0367457303943324,-0.00626263622466591,5.004720188030536,0.8334643465996396,-8.885381081399458,1.8270557709854014,-3.9798379126309547,-0.1899351375531201,0.0073540772884922,-0.2001341981659584,0.0,0.0,0.2515778202627382,-0.5270605759682224,-15.096325719960278,-1.0208540218470705,0.0,18.5153673672878,-0.08424796535347406,-0.09662472607506084,-17.754717523875275,58013000000.0,-26289000000.0,-129491000000.0,337396000000.0,30419000000.0,16539500000.0,16687500000.0,101.41523319300092,65.4537233542074,73.53574900944038,3.599064839750229,5.576458928467323,4.963572206943075,-0.43423787416716847,-0.926935910712231,0.0226082161566,0.139455003435,0.139455003435,-2.86363636364,-2.63888888889,-2.63888888889,0.00570877527461,0.00570877527461,-0.485710529487,-0.592748896988,-2.52035115722,-0.227171846639,0.000719077382194,0.208336702759,-0.898672910848,-0.825257281392,-0.75576115465,-2.48924683321,-3.0137121794,3.17531309384,-0.656691357823,-0.720918236176,-0.639298320774,-0.581799086496,-0.327178562459,-0.449270993117,-0.177334144857,-0.120968845505,-0.182079403088,-0.520639553456,-0.183017802479,0.0,0.0,[44.75782124]
BAC,,91247000000.0,0.044589706017,0.0,0.0,0.0,44237000000.0,75043000000.0,0.0,19337000000.0,34584000000.0,6437000000.0,0.0,0.0,28147000000.0,1451000000.0,28147000000.0,2.64,2.61,10096500000.0,10236900000.0,0.529847903174,0.0,0.613543458963034,0.3790152005,0.308470415465714,0.433110129648,55984000000.0,34584000000.0,28147000000.0,0.379015200499742,0.308470415465714,184898000000.0,0.0,0.0,65814000000.0,0.0,684971000000.0,9906000000.0,68951000000.0,536738000000.0,0.0,1669536000000.0,2354507000000.0,0.0,20189000000.0,1859790000000.0,229340000000.0,249529000000.0,0.0,0.0,1381476000000.0,229392000000.0,2089182000000.0,-12211000000.0,136314000000.0,265325000000.0,0.0,64631000000.0,684971000000.0,0.0,2063000000.0,1729000000.0,39520000000.0,0.0,0.0,-20094000000.0,-71468000000.0,-53046000000.0,-24606000000.0,-6895000000.0,53118000000.0,-1200000000.0,19970000000.0,39520000000.0,0.0,1.106210326957505,1.106210326957505,3.216601696494131,10.427585710732938,7.426752403846153,7.426752403846154,7.426752403846154,3.838210686416883,3.216601696494131,0.023491913287889854,6.3971180158616745,1.106210326957505,,,,0.0,0.0,0.37901520049974247,0.30847041546571397,0.1861265325005783,0.011954519566091755,0.1060849901064732,0.06990663348944952,0.8138734674994217,1.0,0.37901520049974247,0.0,0.0,9.211286089238845,0.038754185058698064,0.36830556138058596,0.13480661795148915,0.09941875157947941,263.26465527633786,263.2647,,0.0,,0.8873118661358832,7.87404880806558,0.46362689901246296,0.48465972877747865,1.7884883901329058,0.15837838487710848,8.87404880806558,3.914227702669242,3.914227702669242,18.313078789679594,0.24496393931857746,0.43311012964809803,1.0,0.15837838487710848,1.957501609787508,,5.7316896301668,0.24496393931857746,9.03748823849849,2.7877977516961323,3.914227702669242,3.914227702669242,18.313078789679594,26.278908532659834,226.37111870450155,26.278908532659834,26.629624127172782,293505255000.0,358136255000.0,10.427585710732938,3.216601696494131,7.426752403846154,7.426752403846153,1.106210326957505,1.106210326957505,3.9249099148465154,6.3971180158616745,9.062152201417003,9.062152201417003,0.09589947546254325,0.13464835578497564,7.87404880806558,0.8873118661358832,1.1544548442412117,0.36830556138058596,1.7884883901329058,1.4040572707570966,0.023491913287889854,0.24496393931857746,0.4848049798897498,0.4848049798897498,0.029284686773069692,0.0,0.0,0.0,0.018948568172104288,40.59995502212399,0.06990663348944952,0.01231516532519877,-183.71945723765663,-1174819000000.0,196374000000.0,-1404211000000.0,2276096000000.0,60875500000.0,0.0,0.0,263.26465527633786,0.0,0.0,1.3864375360865469,0.0,0.0,0.1060849901064732,0.0,0.0,0.0,0.0,0.543824045634,0.61963190184,0.673076923077,-0.0097243470399,-0.0502418348947,0.221527681905,2.79890416226,2.79890416226,-0.429791511944,0.12716934337,0.14963342318,3.45574276649,-0.547451185398,0.476803246936,2.19406293378,1.6171216569,0.835770785323,-0.318420680426,0.211953084573,0.0731147000289,-0.727968390296,3.36995767676,0.999103569136,0.0680103208218,0.0,0.0321198965122,0.00293640430843,-0.0405240167956,0.0,-0.0257884073291,[44.31599279]
AAPL,,265595000000.0,0.158619576503,163756000000.0,101839000000.0,14236000000.0,16705000000.0,30941000000.0,70898000000.0,3240000000.0,72903000000.0,13372000000.0,0.0,0.0,59531000000.0,0.0,59531000000.0,3.0025,2.9775,19821508000.0,20000436000.0,2.74234021698,0.383437188200079,0.327739603531693,0.266940266195,0.224142020745872,0.24142397259,87046000000.0,70898000000.0,59531000000.0,0.274489354091756,0.224142020745872,25913000000.0,40388000000.0,66301000000.0,48995000000.0,3956000000.0,131339000000.0,41304000000.0,0.0,170799000000.0,0.0,234386000000.0,365725000000.0,55888000000.0,20748000000.0,116866000000.0,93735000000.0,114483000000.0,7543000000.0,0.0,0.0,141712000000.0,258578000000.0,-3454000000.0,70400000000.0,107147000000.0,211187000000.0,88570000000.0,0.0,0.0,10903000000.0,5340000000.0,77434000000.0,-13313000000.0,-721000000.0,-18375000000.0,16066000000.0,-6500000000.0,-72738000000.0,-13712000000.0,-87876000000.0,0.0,5624000000.0,64121000000.0,0.0,9.81575997742828,9.81575997742828,3.9598984706094167,17.66691697269503,16.40225876548257,13.582266630956788,13.582266630956788,6.33750065349664,3.9598984706094167,0.013037576167697424,13.099961334254392,9.81575997742828,,,,0.38343718820007905,0.26694026619477024,0.27448935409175623,0.22414202074587247,0.18342180705869443,0.16277530931710985,0.5556011834209077,0.2848922482208801,0.8165781929413056,1.0282800643177523,0.26694026619477024,2.9300744345834526,41.3943377148635,6.430248886306411,0.7262150522933899,1.1238426916297297,0.9865658104153475,0.22173258261598755,67.33249872926825,8.817631109699796,76.15012983896804,124.57021422115831,-48.42008438219027,0.7070285050242668,2.4133013523477094,0.46661721806831874,0.5165501060325768,21.882098765432097,0.6763798991990078,3.4133013523477094,3.9065645257666572,3.2349203703371106,3.344901911600268,0.23033377567989788,0.29154916319960844,0.8280729395356046,0.6763798991990078,3.732118758434548,-5.816420040561857,194.0701754385965,0.23033377567989785,13.39933369348084,3.0033537307050504,3.9065645257666572,3.2349203703371106,1.3073172838312805,5.405592753084175,18.45091705434319,5.405592753084175,5.939154578955345,1051729234301.5079,1140299234301.5078,17.66691697269503,3.9598984706094167,13.582266630956788,16.40225876548257,9.81575997742828,9.81575997742828,4.293376133969042,13.099961334254392,14.726079426369655,17.78355350511545,0.056602971618961155,0.06096721276611191,2.4133013523477094,0.7070285050242668,1.0175079842841717,1.1238426916297297,21.882098765432097,1.300734071324184,0.013037576167697424,0.23033377567989788,0.06289651537114781,0.06289651537114781,0.0,-5.816420040561857,-19.950048824457298,-0.8189739352512582,0.020105800184491426,19.112441265758534,0.2848922482208801,0.16277530931710985,-7.746774362475348,14473000000.0,365725000000.0,-127239000000.0,338366000000.0,47399500000.0,51062000000.0,4031000000.0,67.33249872926825,124.57021422115831,8.817631109699796,5.42085927135422,2.9300744345834526,41.3943377148635,0.5556011834209077,-0.6716441554295466,-0.0338475436719,-0.0982820389856,-0.0982820389856,-0.0718113251919,-0.00333055786844,-0.0016792611251,-0.0681165126286,-0.0702376688188,0.104947178797,-0.103869101428,-0.0814865644641,8.63939932609,0.875696939222,0.429389849486,8.2463674652,0.531430680295,0.248915297308,12.1135081131,0.843043142097,0.432850602069,3.40114357829,0.0690454827642,-0.164106186842,0.0,0.672353065672,0.376707787953,-0.0651290948056,0.0379170879676,-0.0743974297628,-0.0937472084652,-0.0562179537573,0.139154256814,0.0,[88.74245945]
