date,high,low,open,close,volume,adj_close
2019-01-02,4.989999771118164,4.78000020980835,4.78000020980835,4.960000038146973,1245000.0,4.960000038146973
2019-01-03,4.949999809265137,4.880000114440918,4.889999866485596,4.900000095367432,1741800.0,4.900000095367432
2019-01-04,5.170000076293945,4.96999979019165,4.96999979019165,5.150000095367432,1624200.0,5.150000095367432
2019-01-07,5.139999866485596,5.050000190734863,5.099999904632568,5.110000133514404,1813800.0,5.110000133514404
2019-01-08,5.199999809265137,5.130000114440918,5.130000114440918,5.170000076293945,1648100.0,5.170000076293945
2019-01-09,5.170000076293945,5.119999885559082,5.170000076293945,5.150000095367432,938700.0,5.150000095367432
2019-01-10,5.260000228881836,5.170000076293945,5.170000076293945,5.230000019073486,2206300.0,5.230000019073486
2019-01-11,5.300000190734863,5.179999828338623,5.210000038146973,5.260000228881836,2951900.0,5.260000228881836
2019-01-14,5.289999961853027,5.199999809265137,5.210000038146973,5.260000228881836,2187500.0,5.260000228881836
2019-01-15,5.300000190734863,5.230000019073486,5.269999980926514,5.269999980926514,1658500.0,5.269999980926514
2019-01-16,5.300000190734863,5.239999771118164,5.300000190734863,5.25,1526800.0,5.25
2019-01-17,5.309999942779541,5.21999979019165,5.260000228881836,5.269999980926514,1987100.0,5.269999980926514
2019-01-18,5.340000152587891,5.260000228881836,5.260000228881836,5.300000190734863,2977600.0,5.300000190734863
2019-01-22,5.320000171661377,5.25,5.269999980926514,5.260000228881836,2650200.0,5.260000228881836
2019-01-23,5.289999961853027,5.210000038146973,5.260000228881836,5.260000228881836,1259100.0,5.260000228881836
2019-01-24,5.360000133514404,5.269999980926514,5.28000020980835,5.329999923706055,1210800.0,5.329999923706055
2019-01-25,5.400000095367432,5.340000152587891,5.360000133514404,5.349999904632568,959000.0,5.349999904632568
2019-01-28,5.349999904632568,5.289999961853027,5.300000190734863,5.320000171661377,1778300.0,5.320000171661377
2019-01-29,5.360000133514404,5.300000190734863,5.320000171661377,5.309999942779541,1418600.0,5.309999942779541
2019-01-30,5.409999847412109,5.289999961853027,5.320000171661377,5.369999885559082,1533100.0,5.369999885559082
2019-01-31,5.380000114440918,5.320000171661377,5.349999904632568,5.380000114440918,1432300.0,5.380000114440918
2019-02-01,5.289999961853027,5.21999979019165,5.28000020980835,5.25,1591800.0,5.25
2019-02-04,5.309999942779541,5.239999771118164,5.269999980926514,5.309999942779541,822100.0,5.309999942779541
2019-02-05,5.309999942779541,5.269999980926514,5.300000190734863,5.289999961853027,822800.0,5.289999961853027
2019-02-06,5.320000171661377,5.289999961853027,5.289999961853027,5.289999961853027,606400.0,5.289999961853027
2019-02-07,5.260000228881836,5.210000038146973,5.239999771118164,5.230000019073486,1695800.0,5.230000019073486
2019-02-08,5.210000038146973,5.139999866485596,5.199999809265137,5.190000057220459,668800.0,5.190000057220459
2019-02-11,5.230000019073486,5.179999828338623,5.190000057220459,5.210000038146973,920300.0,5.210000038146973
2019-02-12,5.340000152587891,5.260000228881836,5.260000228881836,5.309999942779541,1202700.0,5.309999942779541
2019-02-13,5.300000190734863,5.239999771118164,5.289999961853027,5.260000228881836,616300.0,5.260000228881836
2019-02-14,5.25,5.179999828338623,5.21999979019165,5.21999979019165,702400.0,5.21999979019165
2019-02-15,5.289999961853027,5.230000019073486,5.239999771118164,5.289999961853027,965700.0,5.289999961853027
2019-02-19,5.360000133514404,5.289999961853027,5.309999942779541,5.340000152587891,632500.0,5.340000152587891
2019-02-20,5.360000133514404,5.320000171661377,5.340000152587891,5.329999923706055,1265200.0,5.329999923706055
2019-02-21,5.329999923706055,5.269999980926514,5.329999923706055,5.289999961853027,620900.0,5.289999961853027
2019-02-22,5.309999942779541,5.25,5.28000020980835,5.269999980926514,868100.0,5.269999980926514
2019-02-25,5.300000190734863,5.25,5.28000020980835,5.260000228881836,2371300.0,5.260000228881836
2019-02-26,5.260000228881836,5.21999979019165,5.230000019073486,5.239999771118164,1186400.0,5.239999771118164
2019-02-27,5.25,5.199999809265137,5.230000019073486,5.230000019073486,475100.0,5.230000019073486
2019-02-28,5.239999771118164,5.199999809265137,5.210000038146973,5.21999979019165,641200.0,5.21999979019165
2019-03-01,5.239999771118164,5.199999809265137,5.230000019073486,5.210000038146973,578300.0,5.210000038146973
2019-03-04,5.230000019073486,5.139999866485596,5.199999809265137,5.199999809265137,1433700.0,5.199999809265137
2019-03-05,5.269999980926514,5.190000057220459,5.210000038146973,5.230000019073486,1070300.0,5.230000019073486
2019-03-06,5.239999771118164,5.190000057220459,5.210000038146973,5.199999809265137,543700.0,5.199999809265137
2019-03-07,5.190000057220459,5.090000152587891,5.150000095367432,5.090000152587891,1128500.0,5.090000152587891
2019-03-08,5.059999942779541,5.019999980926514,5.019999980926514,5.059999942779541,1009600.0,5.059999942779541
2019-03-11,5.090000152587891,5.039999961853027,5.079999923706055,5.039999961853027,2033500.0,5.039999961853027
2019-03-12,5.130000114440918,5.070000171661377,5.119999885559082,5.110000133514404,1321100.0,5.110000133514404
2019-03-13,5.150000095367432,5.090000152587891,5.099999904632568,5.119999885559082,1043800.0,5.119999885559082
2019-03-14,5.119999885559082,5.079999923706055,5.079999923706055,5.099999904632568,878800.0,5.099999904632568
2019-03-15,5.179999828338623,5.110000133514404,5.150000095367432,5.170000076293945,3612800.0,5.170000076293945
2019-03-18,5.170000076293945,5.139999866485596,5.139999866485596,5.159999847412109,1133500.0,5.159999847412109
2019-03-19,5.230000019073486,5.179999828338623,5.210000038146973,5.190000057220459,2025000.0,5.190000057220459
2019-03-20,5.190000057220459,5.130000114440918,5.159999847412109,5.139999866485596,744800.0,5.139999866485596
2019-03-21,5.150000095367432,5.110000133514404,5.139999866485596,5.130000114440918,1150300.0,5.130000114440918
2019-03-22,5.139999866485596,5.019999980926514,5.139999866485596,5.039999961853027,1122400.0,5.039999961853027
2019-03-25,5.050000190734863,4.960000038146973,5.010000228881836,5.010000228881836,1275800.0,5.010000228881836
2019-03-26,5.090000152587891,5.03000020980835,5.079999923706055,5.050000190734863,1146400.0,5.050000190734863
2019-03-27,5.110000133514404,5.010000228881836,5.03000020980835,5.070000171661377,806200.0,5.070000171661377
2019-03-28,5.050000190734863,4.960000038146973,5.050000190734863,5.0,762000.0,5.0
2019-03-29,5.0,4.920000076293945,5.0,4.949999809265137,970300.0,4.949999809265137
2019-04-01,5.090000152587891,4.989999771118164,4.989999771118164,5.079999923706055,1254100.0,5.079999923706055
2019-04-02,5.119999885559082,5.079999923706055,5.079999923706055,5.110000133514404,660400.0,5.110000133514404
2019-04-03,5.150000095367432,5.119999885559082,5.139999866485596,5.119999885559082,578800.0,5.119999885559082
2019-04-04,5.150000095367432,5.090000152587891,5.110000133514404,5.119999885559082,780000.0,5.119999885559082
2019-04-05,5.159999847412109,5.119999885559082,5.139999866485596,5.139999866485596,870700.0,5.139999866485596
2019-04-08,5.139999866485596,5.090000152587891,5.110000133514404,5.110000133514404,596300.0,5.110000133514404
2019-04-09,5.090000152587891,5.039999961853027,5.059999942779541,5.050000190734863,844700.0,5.050000190734863
2019-04-10,5.070000171661377,5.010000228881836,5.070000171661377,5.039999961853027,494700.0,5.039999961853027
2019-04-11,5.0,4.929999828338623,4.989999771118164,4.96999979019165,785400.0,4.96999979019165
2019-04-12,5.050000190734863,4.989999771118164,5.010000228881836,5.03000020980835,608600.0,5.03000020980835
2019-04-15,5.059999942779541,4.989999771118164,5.0,5.0,1508800.0,5.0
2019-04-16,5.079999923706055,5.010000228881836,5.03000020980835,5.050000190734863,803500.0,5.050000190734863
2019-04-17,5.150000095367432,5.090000152587891,5.099999904632568,5.119999885559082,931300.0,5.119999885559082
2019-04-18,5.139999866485596,5.090000152587891,5.119999885559082,5.119999885559082,579500.0,5.119999885559082
2019-04-22,5.039999961853027,5.010000228881836,5.039999961853027,5.010000228881836,968100.0,5.010000228881836
2019-04-23,5.019999980926514,4.960000038146973,5.0,4.96999979019165,1486900.0,4.96999979019165
2019-04-24,4.909999847412109,4.880000114440918,4.900000095367432,4.889999866485596,891100.0,4.889999866485596
2019-04-25,4.920000076293945,4.869999885559082,4.900000095367432,4.880000114440918,1152100.0,4.880000114440918
2019-04-26,4.949999809265137,4.900000095367432,4.900000095367432,4.900000095367432,1444300.0,4.900000095367432
2019-04-29,5.0,4.900000095367432,4.900000095367432,4.96999979019165,1258300.0,4.96999979019165
2019-04-30,5.0,4.940000057220459,4.949999809265137,4.960000038146973,521400.0,4.960000038146973
2019-05-01,4.980000019073486,4.920000076293945,4.920000076293945,4.940000057220459,430200.0,4.940000057220459
2019-05-02,4.929999828338623,4.889999866485596,4.900000095367432,4.900000095367432,468500.0,4.900000095367432
2019-05-03,4.96999979019165,4.900000095367432,4.909999847412109,4.949999809265137,618900.0,4.949999809265137
2019-05-06,4.949999809265137,4.860000133514404,4.940000057220459,4.920000076293945,963400.0,4.920000076293945
2019-05-07,4.900000095367432,4.829999923706055,4.849999904632568,4.849999904632568,1052900.0,4.849999904632568
2019-05-08,4.880000114440918,4.809999942779541,4.829999923706055,4.820000171661377,1997600.0,4.820000171661377
2019-05-09,4.809999942779541,4.730000019073486,4.769999980926514,4.789999961853027,1312000.0,4.789999961853027
2019-05-10,4.75,4.670000076293945,4.730000019073486,4.739999771118164,9426700.0,4.739999771118164
2019-05-13,4.670000076293945,4.590000152587891,4.659999847412109,4.619999885559082,2443400.0,4.619999885559082
2019-05-14,4.730000019073486,4.650000095367432,4.650000095367432,4.690000057220459,1977600.0,4.690000057220459
2019-05-15,4.679999828338623,4.539999961853027,4.539999961853027,4.630000114440918,1912900.0,4.630000114440918
2019-05-16,4.590000152587891,4.489999771118164,4.5,4.559999942779541,5011200.0,4.559999942779541
2019-05-17,4.639999866485596,4.570000171661377,4.570000171661377,4.570000171661377,1369100.0,4.570000171661377
