date,open,high,low,close,adj_close,volume
2018-12-31,95.12999725341797,95.61000061035156,94.30000305175781,95.31999969482422,91.23118591308594,2821100
2019-01-02,93.91000366210938,96.2699966430664,93.7699966430664,95.68000030517578,91.57575225830078,4175400
2019-01-03,94.79000091552734,95.18000030517578,93.2300033569336,93.43000030517578,89.78823852539062,4776600
2019-01-04,95.37000274658203,98.3499984741211,94.9000015258789,97.63999938964844,93.83415222167969,4637200
2019-01-07,97.7699966430664,98.91999816894531,97.0199966430664,98.16999816894531,94.34349060058594,3289000
2019-01-08,98.69000244140625,99.5199966430664,97.5199966430664,98.6500015258789,94.80477905273438,3227200
2019-01-09,98.73999786376953,99.58999633789062,98.1500015258789,98.83000183105469,94.9777603149414,2954500
2019-01-10,98.44999694824219,98.66999816894531,97.81999969482422,98.26000213623047,94.42999267578125,3523800
2019-01-11,97.87999725341797,98.68000030517578,97.36000061035156,98.55000305175781,94.70868682861328,2770600
2019-01-14,97.76000213623047,99.02999877929688,97.62000274658203,98.44000244140625,94.60297393798828,4120500
2019-01-15,98.61000061035156,98.87000274658203,97.73999786376953,97.98999786376953,94.17051696777344,5795100
2019-01-16,98.94000244140625,99.95999908447266,98.51000213623047,99.41000366210938,95.53515625,4701900
2019-01-17,99.41000366210938,100.23999786376953,98.56999969482422,99.48999786376953,95.612060546875,5693300
2019-01-18,98.19000244140625,100.80999755859375,96.37000274658203,100.4800033569336,96.5634536743164,9872500
2019-01-22,99.8499984741211,100.68000030517578,98.95999908447266,99.83000183105469,95.93878936767578,4699800
2019-01-23,99.93000030517578,100.19000244140625,98.45999908447266,99.70999908447266,95.8234634399414,3585100
2019-01-24,99.69000244140625,100.54000091552734,99.37999725341797,99.72000122070312,95.83306884765625,3415900
2019-01-25,100.43000030517578,101.58999633789062,100.08999633789062,100.7699966430664,96.84213256835938,3488300
2019-01-28,100.05000305175781,100.41000366210938,99.4800033569336,100.37999725341797,96.46734619140625,3185400
2019-01-29,100.94000244140625,101.41999816894531,100.54000091552734,100.95999908447266,97.02474975585938,2827400
2019-01-30,101.08999633789062,102.8499984741211,100.54000091552734,102.66999816894531,98.66808319091797,3501500
2019-01-31,102.0,102.9000015258789,101.69999694824219,102.69999694824219,98.69691467285156,4302100
2019-02-01,102.41000366210938,103.52999877929688,102.41000366210938,103.05999755859375,99.04287719726562,4727800
2019-02-04,103.04000091552734,103.45999908447266,102.5199966430664,103.41999816894531,99.38884735107422,2578300
2019-02-05,103.62999725341797,104.18000030517578,103.41000366210938,103.9000015258789,99.85014343261719,2231200
2019-02-06,103.8499984741211,105.08000183105469,103.43000030517578,104.95999908447266,100.86882019042969,3595700
2019-02-07,104.05999755859375,104.77999877929688,103.61000061035156,104.38999938964844,100.32105255126953,3857300
2019-02-08,103.7300033569336,104.5199966430664,103.43000030517578,104.5199966430664,100.44597625732422,2581900
2019-02-11,104.94999694824219,105.55999755859375,104.80999755859375,105.41000366210938,101.30130004882812,2653800
2019-02-12,106.2699966430664,107.43000030517578,106.26000213623047,107.0,102.82929992675781,3238600
