date,open,high,low,close,adj_close,volume
2018-12-31,81.41000366210938,82.0999984741211,80.43000030517578,81.55000305175781,70.75746154785156,1880800
2019-01-02,79.94000244140625,83.19000244140625,79.8499984741211,82.66999816894531,71.72924041748047,2247700
2019-01-03,82.0999984741211,83.04000091552734,81.12000274658203,81.2699966430664,70.51451873779297,2257500
2019-01-04,83.16000366210938,85.30999755859375,82.69999694824219,85.04000091552734,73.78559875488281,2503900
2019-01-07,84.4800033569336,86.2300033569336,83.76000213623047,85.0,73.75088500976562,2356400
2019-01-08,85.97000122070312,86.62000274658203,84.55000305175781,85.5,74.18470764160156,2251100
2019-01-09,85.88999938964844,87.2300033569336,85.16000366210938,86.87999725341797,75.38206481933594,2478900
2019-01-10,86.72000122070312,87.55999755859375,86.16000366210938,87.30999755859375,75.75518035888672,1888200
2019-01-11,86.52999877929688,87.94999694824219,86.0199966430664,87.73999786376953,76.1282730102539,1507600
2019-01-14,86.8499984741211,88.88999938964844,86.81999969482422,88.52999877929688,76.8136978149414,1726100
2019-01-15,88.37999725341797,89.0,87.62999725341797,88.9800033569336,77.20413970947266,1627400
2019-01-16,89.70999908447266,91.27999877929688,89.41000366210938,90.4800033569336,78.50564575195312,2172300
2019-01-17,89.97000122070312,91.58999633789062,89.44000244140625,91.16999816894531,79.10431671142578,1682700
2019-01-18,92.06999969482422,92.98999786376953,91.41999816894531,92.26000213623047,80.05007934570312,3316300
2019-01-22,91.54000091552734,92.16000366210938,90.44000244140625,90.7699966430664,78.75727081298828,3678200
2019-01-23,91.54000091552734,91.75,89.3499984741211,90.63999938964844,78.64447021484375,2585200
2019-01-24,90.0999984741211,91.83000183105469,90.0999984741211,91.37999725341797,79.28652954101562,1666600
2019-01-25,92.25,93.43000030517578,91.69999694824219,92.91000366210938,80.61405944824219,2319000
2019-01-28,91.91000366210938,92.79000091552734,91.4800033569336,92.58999633789062,80.3364028930664,1738500
2019-01-29,92.26000213623047,92.69999694824219,91.02999877929688,91.08000183105469,79.02623748779297,1987300
2019-01-30,91.0199966430664,91.68000030517578,89.8499984741211,91.31999969482422,79.23446655273438,2894800
2019-01-31,90.37999725341797,92.19999694824219,90.37999725341797,92.13999938964844,79.94596099853516,2822500
2019-02-01,92.52999877929688,93.01000213623047,91.79000091552734,92.95999908447266,80.65743255615234,2539300
2019-02-04,93.01000213623047,93.2699966430664,92.5,93.19000244140625,80.85699462890625,1586200
2019-02-05,93.23999786376953,93.29000091552734,92.12000274658203,92.98999786376953,80.68346405029297,1857100
2019-02-06,92.8499984741211,93.8499984741211,92.69999694824219,93.41000366210938,81.04789733886719,2060200
2019-02-07,90.19999694824219,92.8499984741211,89.30999755859375,91.27999877929688,79.19975280761719,3448100
2019-02-08,90.45999908447266,91.19999694824219,88.66999816894531,90.98999786376953,78.9481430053711,2540900
2019-02-11,91.58999633789062,91.7699966430664,90.61000061035156,91.5,79.3906478881836,1790000
2019-02-12,92.48999786376953,93.86000061035156,92.36000061035156,93.36000061035156,81.0044937133789,2429900
2019-02-13,94.0,94.94999694824219,93.80000305175781,93.87000274658203,81.44701385498047,1531300
2019-02-14,92.83999633789062,93.27999877929688,91.62000274658203,91.68000030517578,79.54682922363281,3567600
2019-02-15,92.54000091552734,94.3499984741211,92.54000091552734,94.1500015258789,81.68994903564453,3010200
