date,open,high,low,close,adj_close,volume
2018-12-31,45.97999954223633,46.47999954223633,45.56999969482422,46.08000183105469,42.016517639160156,16544500
2019-01-02,45.529998779296875,46.95000076293945,45.40999984741211,46.939998626708984,42.8006706237793,20295200
2019-01-03,46.650001525878906,47.349998474121094,46.369998931884766,46.56999969482422,42.46330642700195,22262000
2019-01-04,47.41999816894531,48.11000061035156,47.20000076293945,47.95000076293945,43.721614837646484,23343600
2019-01-07,47.779998779296875,48.22999954223633,47.540000915527344,47.63999938964844,43.4389533996582,21858000
2019-01-08,47.900001525878906,48.15999984741211,46.91999816894531,47.540000915527344,43.347774505615234,19702900
2019-01-09,47.5099983215332,47.97999954223633,47.08000183105469,47.79999923706055,43.584842681884766,18837700
2019-01-10,47.5,48.04999923706055,47.310001373291016,47.75,43.539249420166016,16208400
2019-01-11,47.5,48.09000015258789,47.18000030517578,47.869998931884766,43.64866638183594,20006900
2019-01-14,47.5099983215332,48.4900016784668,47.400001525878906,48.41999816894531,44.15016555786133,23827600
2019-01-15,47.599998474121094,48.25,47.0099983215332,47.66999816894531,43.46630859375,27447600
2019-01-16,48.150001525878906,49.34000015258789,47.9900016784668,48.939998626708984,44.62430953979492,32026400
2019-01-17,48.63999938964844,49.36000061035156,48.400001525878906,49.22999954223633,44.88874053955078,25738800
2019-01-18,49.099998474121094,50.15999984741211,48.86000061035156,50.0099983215332,45.59994888305664,36380300
2019-01-22,49.77000045776367,50.099998474121094,49.630001068115234,49.86000061035156,45.46318817138672,33975200
2019-01-23,50.0,50.31999969482422,49.5,50.119998931884766,45.70025634765625,16806700
2019-01-24,49.790000915527344,50.34000015258789,49.650001525878906,49.97999954223633,45.572601318359375,17862100
2019-01-25,50.400001525878906,50.540000915527344,49.959999084472656,50.130001068115234,45.709373474121094,20183400
2019-01-28,49.77000045776367,49.900001525878906,49.20000076293945,49.81999969482422,45.42671203613281,19913100
2019-01-29,49.779998779296875,50.11000061035156,49.720001220703125,49.849998474121094,45.454063415527344,11927600
2019-01-30,49.84000015258789,50.349998474121094,49.59000015258789,50.09000015258789,45.67290115356445,16885100
2019-01-31,49.279998779296875,49.41999816894531,48.65999984741211,48.90999984741211,45.00123596191406,24934700
2019-02-01,49.0,49.08000183105469,48.790000915527344,48.90999984741211,45.00123596191406,21123500
2019-02-04,48.849998474121094,49.150001525878906,48.709999084472656,49.060001373291016,45.13925552368164,17547800
2019-02-05,49.27000045776367,49.31999969482422,48.75,49.27000045776367,45.33247375488281,14784900
2019-02-06,49.09000015258789,49.529998779296875,49.06999969482422,49.220001220703125,45.286468505859375,12145700
2019-02-07,49.09000015258789,49.29999923706055,47.709999084472656,48.08000183105469,44.23757553100586,24189700
2019-02-08,47.939998626708984,48.040000915527344,47.060001373291016,47.650001525878906,43.84194564819336,20641200
2019-02-11,47.869998931884766,47.959999084472656,47.380001068115234,47.650001525878906,43.84194564819336,15995900
2019-02-12,48.0099983215332,49.459999084472656,48.0099983215332,49.04999923706055,45.13005447387695,22033000
2019-02-13,49.2400016784668,49.709999084472656,48.88999938964844,49.02000045776367,45.10245132446289,13770900
2019-02-14,48.630001068115234,48.90999984741211,48.029998779296875,48.52000045776367,44.64241409301758,16456500
2019-02-15,49.09000015258789,49.41999816894531,48.4900016784668,49.220001220703125,45.286468505859375,19346200
2019-02-19,49.029998779296875,49.619998931884766,48.81999969482422,49.380001068115234,45.43368148803711,15121700
2019-02-20,49.43000030517578,49.880001068115234,49.29999923706055,49.810001373291016,45.829322814941406,16742600
2019-02-21,49.7599983215332,49.88999938964844,49.369998931884766,49.560001373291016,45.59929275512695,16938800
2019-02-22,49.599998474121094,49.75,48.95000076293945,49.02000045776367,45.10245132446289,15848200
2019-02-25,49.2599983215332,50.22999954223633,49.25,49.65999984741211,45.69130325317383,16564100
2019-02-26,49.4900016784668,50.13999938964844,49.34000015258789,49.59000015258789,45.62689971923828,16997800
2019-02-27,49.59000015258789,50.029998779296875,49.36000061035156,49.900001525878906,45.91212844848633,17455000
2019-02-28,49.97999954223633,50.130001068115234,49.72999954223633,49.88999938964844,45.902923583984375,17786600
2019-03-01,50.22999954223633,50.84000015258789,49.869998931884766,50.029998779296875,46.031734466552734,19051400
2019-03-04,50.290000915527344,50.900001525878906,49.689998626708984,50.11000061035156,46.1053466796875,16697000
